attn_impl,benchmark,resolution,max_new_tokens,sample_id,visual_encoder_ms,window_attn_ms,full_attn_ms,llm_prefill_ms,decode_loop_ms,ttft_ms,tpot_ms,e2e_ms,f_vision,actual_generated_tokens
fa2,chartqa,1792,64,chartqa_val_479,155.374,111.304,34.814,222.299,1200.119,225.121,30.772,1425.24,0.109016,40.0
fa2,chartqa,1792,64,chartqa_val_480,155.798,111.634,34.905,223.048,921.633,225.641,29.73,1147.274,0.135798,32.0
fa2,chartqa,1792,64,chartqa_val_481,156.214,111.366,34.847,222.68,686.573,225.279,31.208,911.852,0.171315,23.0
fa2,chartqa,1792,64,chartqa_val_482,155.248,111.23,34.798,221.541,827.078,223.918,28.52,1050.996,0.147716,30.0
fa2,chartqa,1792,64,chartqa_val_483,155.447,111.125,34.783,221.822,1826.603,224.167,28.994,2050.771,0.0758,64.0
fa2,chartqa,1792,64,chartqa_val_484,155.206,111.411,34.82,221.664,1014.265,224.004,28.979,1238.269,0.125341,36.0
fa2,chartqa,1792,64,chartqa_val_485,162.646,111.276,34.776,230.309,360.875,233.777,32.807,594.652,0.273514,12.0
fa2,chartqa,1792,64,chartqa_val_486,158.262,111.794,34.823,225.177,792.234,227.846,31.689,1020.08,0.155146,26.0
fa2,chartqa,1792,64,chartqa_val_487,158.355,114.475,34.974,228.558,1460.795,231.085,30.433,1691.88,0.093597,49.0
fa2,chartqa,1792,64,chartqa_val_488,156.32,111.972,34.838,223.281,710.647,226.002,32.302,936.649,0.166893,23.0
fa2,chartqa,1792,64,chartqa_val_489,156.244,111.149,34.791,222.566,1035.215,225.04,28.756,1260.255,0.123978,37.0
fa2,chartqa,1792,64,chartqa_val_490,154.636,111.281,34.858,220.957,917.628,223.257,30.588,1140.885,0.13554,31.0
fa2,chartqa,1792,64,chartqa_val_491,154.92,111.167,34.79,223.972,1899.234,226.251,30.147,2125.484,0.072887,64.0
fa2,chartqa,1792,64,chartqa_val_492,158.233,111.418,34.817,224.462,1855.356,226.966,29.45,2082.322,0.075989,64.0
fa2,chartqa,1792,64,chartqa_val_493,157.344,113.089,34.792,223.698,1515.246,226.279,29.711,1741.525,0.090349,52.0
fa2,chartqa,1792,64,chartqa_val_494,157.183,111.287,34.823,223.656,869.932,226.066,29.998,1095.997,0.143416,30.0
fa2,chartqa,1792,64,chartqa_val_495,158.542,111.554,34.823,227.339,1062.739,230.203,30.364,1292.942,0.122621,36.0
fa2,chartqa,1792,64,chartqa_val_496,155.08,111.141,34.795,221.391,797.543,223.855,30.675,1021.398,0.151831,27.0
fa2,chartqa,1792,64,chartqa_val_497,155.872,112.165,34.807,222.204,1788.251,224.409,28.385,2012.66,0.077446,64.0
fa2,chartqa,1792,64,chartqa_val_498,157.743,112.656,34.865,224.629,1642.294,227.586,32.202,1869.88,0.08436,52.0
fa2,chartqa,1792,64,chartqa_val_499,156.219,111.681,34.938,222.82,1878.573,225.495,29.819,2104.068,0.074246,64.0
guide,docvqa,1792,64,docvqa_49153,157.222,,,223.652,864.325,227.598,28.811,1091.923,0.143986,31.0
guide,docvqa,1792,64,docvqa_24580,156.707,,,223.132,464.955,225.785,30.997,690.74,0.226868,16.0
guide,docvqa,1792,64,docvqa_57349,156.503,,,224.866,283.782,227.208,28.378,510.991,0.306273,11.0
guide,docvqa,1792,64,docvqa_24581,157.263,,,223.631,253.08,227.467,31.635,480.547,0.327258,9.0
guide,docvqa,1792,64,docvqa_24582,156.833,,,224.456,245.832,227.318,27.315,473.15,0.331467,10.0
guide,docvqa,1792,64,docvqa_39079,156.686,,,223.106,1055.154,225.254,29.31,1280.407,0.122372,37.0
guide,docvqa,1792,64,docvqa_57357,156.656,,,224.761,692.633,227.452,28.86,920.085,0.170262,25.0
guide,docvqa,1792,64,docvqa_24426,156.585,,,227.662,516.32,230.005,28.684,746.326,0.209808,19.0
guide,docvqa,1792,64,docvqa_49168,156.712,,,224.722,697.444,227.214,30.324,924.658,0.169481,24.0
guide,docvqa,1792,64,docvqa_24423,156.544,,,224.76,753.232,227.592,31.385,980.824,0.159605,25.0
guide,docvqa,1792,64,docvqa_49172,156.575,,,224.341,941.25,226.639,30.363,1167.89,0.134066,32.0
guide,docvqa,1792,64,docvqa_57364,156.408,,,230.078,497.872,232.562,31.117,730.434,0.214131,17.0
guide,docvqa,1792,64,docvqa_57366,156.737,,,226.457,431.77,228.882,26.986,660.653,0.237245,17.0
guide,docvqa,1792,64,docvqa_57368,156.547,,,224.815,440.433,227.313,27.527,667.746,0.234441,17.0
guide,docvqa,1792,64,docvqa_49177,157.688,,,226.399,771.141,228.877,30.846,1000.018,0.157685,26.0
guide,docvqa,1792,64,docvqa_57370,157.298,,,224.26,741.586,227.972,28.523,969.558,0.162237,27.0
guide,docvqa,1792,64,docvqa_57371,156.613,,,227.642,824.592,230.05,28.434,1054.643,0.148498,30.0
guide,docvqa,1792,64,docvqa_57372,159.158,,,225.297,703.736,228.976,29.322,932.712,0.17064,25.0
guide,docvqa,1792,64,docvqa_49181,156.634,,,227.422,1156.855,229.693,29.663,1386.548,0.112967,40.0
guide,docvqa,1792,64,docvqa_57373,156.65,,,223.469,798.45,225.737,29.572,1024.187,0.152951,28.0
guide,docvqa,1792,64,docvqa_57374,156.671,,,231.835,510.755,234.364,30.044,745.119,0.210264,18.0
guide,docvqa,1792,64,docvqa_57375,156.717,,,236.807,954.57,239.399,30.793,1193.968,0.131257,32.0
guide,docvqa,1792,64,docvqa_57376,156.705,,,223.281,640.978,225.85,35.61,866.828,0.180779,19.0
guide,docvqa,1792,64,docvqa_49187,157.286,,,224.342,855.324,227.031,29.494,1082.355,0.145318,30.0
guide,docvqa,1792,64,docvqa_16424,156.36,,,222.713,554.486,224.956,29.183,779.442,0.200605,20.0
guide,docvqa,1792,64,docvqa_57386,157.139,,,223.729,513.646,227.469,28.536,741.116,0.212031,19.0
guide,docvqa,1792,64,docvqa_57387,156.989,,,223.19,538.407,227.987,28.337,766.394,0.204841,20.0
guide,docvqa,1792,64,docvqa_57388,156.504,,,222.714,626.365,224.986,32.967,851.352,0.18383,20.0
guide,docvqa,1792,64,docvqa_16429,156.613,,,222.859,332.008,225.247,27.667,557.255,0.281043,13.0
guide,docvqa,1792,64,docvqa_16430,156.475,,,222.92,328.307,225.367,27.359,553.674,0.282613,13.0
guide,docvqa,1792,64,docvqa_57391,156.702,,,222.975,281.134,225.564,28.113,506.698,0.309262,11.0
guide,docvqa,1792,64,docvqa_57395,156.652,,,223.212,413.758,225.812,29.554,639.569,0.244933,15.0
guide,docvqa,1792,64,docvqa_16437,156.626,,,223.173,571.738,225.702,27.226,797.44,0.196411,22.0
guide,docvqa,1792,64,docvqa_16440,156.83,,,226.424,498.13,229.033,27.674,727.163,0.215674,19.0
guide,docvqa,1792,64,docvqa_57402,157.144,,,223.736,956.513,227.34,30.855,1183.853,0.13274,32.0
guide,docvqa,1792,64,docvqa_57403,156.566,,,223.791,887.639,226.1,28.634,1113.739,0.140577,32.0
guide,docvqa,1792,64,docvqa_57404,157.006,,,227.799,819.367,231.218,30.347,1050.585,0.149446,28.0
guide,docvqa,1792,64,docvqa_16444,157.067,,,223.811,665.629,227.36,28.94,892.989,0.175889,24.0
guide,docvqa,1792,64,docvqa_57407,156.685,,,223.446,1070.54,225.934,32.441,1296.474,0.120855,34.0
guide,docvqa,1792,64,docvqa_16447,156.736,,,224.248,763.918,226.917,30.557,990.836,0.158186,26.0
guide,docvqa,1792,64,docvqa_57409,156.683,,,222.807,274.488,225.384,27.449,499.872,0.313446,11.0
guide,docvqa,1792,64,docvqa_16450,156.742,,,223.303,331.763,226.901,33.176,558.664,0.280566,11.0
guide,docvqa,1792,64,docvqa_57410,156.607,,,223.575,467.283,225.99,29.205,693.273,0.225896,17.0
guide,docvqa,1792,64,docvqa_57411,156.426,,,222.982,860.319,225.488,30.726,1085.806,0.144064,29.0
guide,docvqa,1792,64,docvqa_57413,156.48,,,223.763,1057.837,226.033,30.224,1283.869,0.121882,36.0
guide,docvqa,1792,64,docvqa_57414,156.54,,,225.098,591.621,227.365,32.868,818.986,0.191139,19.0
guide,docvqa,1792,64,docvqa_57415,156.715,,,223.812,758.077,226.447,30.323,984.524,0.159179,26.0
guide,docvqa,1792,64,docvqa_57416,156.704,,,222.994,568.62,225.44,33.448,794.06,0.197346,18.0
guide,docvqa,1792,64,docvqa_57417,156.559,,,223.469,474.659,226.408,33.904,701.067,0.223315,15.0
guide,docvqa,1792,64,docvqa_57418,156.677,,,223.185,482.289,225.871,32.153,708.16,0.221245,16.0
guide,docvqa,1792,64,docvqa_24437,156.662,,,223.032,435.721,225.626,29.048,661.347,0.236883,16.0
guide,docvqa,1792,64,docvqa_24438,156.533,,,225.413,321.963,228.866,26.83,550.829,0.284177,13.0
guide,docvqa,1792,64,docvqa_16455,156.551,,,224.52,825.853,227.016,31.764,1052.869,0.14869,27.0
guide,docvqa,1792,64,docvqa_16456,156.9,,,223.114,327.03,226.581,27.252,553.611,0.283412,13.0
guide,docvqa,1792,64,docvqa_16463,156.645,,,222.96,336.861,225.244,28.072,562.105,0.278677,13.0
guide,docvqa,1792,64,docvqa_49234,156.756,,,225.445,398.989,227.649,28.499,626.638,0.250154,15.0
guide,docvqa,1792,64,docvqa_57428,156.647,,,223.012,578.172,225.208,36.136,803.38,0.194985,17.0
guide,docvqa,1792,64,docvqa_24440,156.606,,,224.465,514.115,227.093,30.242,741.208,0.211285,18.0
guide,docvqa,1792,64,docvqa_16468,156.255,,,222.372,760.757,224.763,30.43,985.519,0.158551,26.0
guide,docvqa,1792,64,docvqa_57431,156.899,,,223.23,578.937,225.788,28.947,804.725,0.194972,21.0
guide,docvqa,1792,64,docvqa_16473,156.63,,,224.362,392.748,226.933,32.729,619.681,0.25276,13.0
guide,docvqa,1792,64,docvqa_49242,156.104,,,226.487,308.742,228.787,28.067,537.529,0.290411,12.0
guide,docvqa,1792,64,docvqa_57439,156.802,,,223.31,1639.913,226.181,31.537,1866.094,0.084027,53.0
guide,docvqa,1792,64,docvqa_57440,156.633,,,222.981,502.332,225.588,31.396,727.92,0.215179,17.0
guide,docvqa,1792,64,docvqa_32870,156.729,,,222.909,1269.422,225.256,30.224,1494.679,0.104858,43.0
guide,docvqa,1792,64,docvqa_32871,157.251,,,225.39,858.3,228.861,30.654,1087.161,0.144643,29.0
guide,docvqa,1792,64,docvqa_32872,156.507,,,224.026,442.912,226.494,27.682,669.406,0.233799,17.0
guide,docvqa,1792,64,docvqa_32873,156.732,,,223.195,688.828,225.959,32.801,914.787,0.171331,22.0
guide,docvqa,1792,64,docvqa_32874,156.643,,,222.792,365.295,225.39,30.441,590.684,0.26519,13.0
guide,docvqa,1792,64,docvqa_32875,156.724,,,224.041,554.584,226.701,27.729,781.286,0.200598,21.0
guide,docvqa,1792,64,docvqa_32876,156.632,,,223.306,592.78,225.865,28.228,818.645,0.191331,22.0
guide,docvqa,1792,64,docvqa_32877,157.087,,,223.379,818.513,227.125,30.315,1045.638,0.15023,28.0
guide,docvqa,1792,64,docvqa_32878,156.887,,,223.139,350.826,225.761,31.893,576.587,0.272095,12.0
guide,docvqa,1792,64,docvqa_32879,156.791,,,224.294,499.946,226.564,29.409,726.51,0.215814,18.0
guide,docvqa,1792,64,docvqa_57449,156.599,,,222.84,300.801,225.205,30.08,526.006,0.297713,11.0
guide,docvqa,1792,64,docvqa_32881,156.8,,,223.914,660.386,226.419,27.516,886.805,0.176814,25.0
guide,docvqa,1792,64,docvqa_32882,156.841,,,224.139,762.4,226.652,29.323,989.051,0.158577,27.0
guide,docvqa,1792,64,docvqa_32883,156.731,,,223.093,663.304,225.612,30.15,888.916,0.176317,23.0
guide,docvqa,1792,64,docvqa_57452,156.838,,,223.183,456.368,225.751,30.425,682.119,0.229927,16.0
guide,docvqa,1792,64,docvqa_32885,156.671,,,222.979,503.48,225.557,29.616,729.037,0.214902,18.0
guide,docvqa,1792,64,docvqa_32886,156.55,,,222.601,636.85,224.811,28.948,861.661,0.181685,23.0
guide,docvqa,1792,64,docvqa_57454,156.492,,,222.825,1721.224,225.389,30.736,1946.614,0.080392,57.0
guide,docvqa,1792,64,docvqa_49263,156.478,,,222.594,906.185,224.898,31.248,1131.083,0.138343,30.0
guide,docvqa,1792,64,docvqa_32889,156.816,,,223.463,706.516,225.944,29.438,932.46,0.168174,25.0
guide,docvqa,1792,64,docvqa_32890,156.952,,,223.413,499.898,226.333,29.406,726.232,0.216118,18.0
guide,docvqa,1792,64,docvqa_32891,158.928,,,228.851,991.719,232.019,29.168,1223.738,0.129871,35.0
guide,docvqa,1792,64,docvqa_32892,156.723,,,223.02,522.282,225.688,32.643,747.969,0.209532,17.0
guide,docvqa,1792,64,docvqa_32893,156.576,,,223.808,634.592,226.206,31.73,860.797,0.181897,21.0
guide,docvqa,1792,64,docvqa_32894,156.522,,,222.969,593.096,225.304,31.216,818.4,0.191253,20.0
guide,docvqa,1792,64,docvqa_49274,156.559,,,223.578,528.069,225.862,29.337,753.931,0.207657,19.0
guide,docvqa,1792,64,docvqa_32896,157.022,,,223.22,351.201,225.686,29.267,576.887,0.272188,13.0
guide,docvqa,1792,64,docvqa_32897,156.484,,,222.671,375.355,224.772,28.873,600.127,0.260751,14.0
guide,docvqa,1792,64,docvqa_32898,157.212,,,224.319,511.871,227.79,26.941,739.661,0.212546,20.0
guide,docvqa,1792,64,docvqa_57475,157.127,,,223.444,413.628,226.939,27.575,640.568,0.245293,16.0
guide,docvqa,1792,64,docvqa_32900,156.713,,,224.404,552.607,226.927,29.085,779.534,0.201035,20.0
guide,docvqa,1792,64,docvqa_57476,156.74,,,223.216,644.33,226.76,29.288,871.09,0.179936,23.0
guide,docvqa,1792,64,docvqa_49279,157.014,,,223.379,272.818,226.658,27.282,499.476,0.314358,11.0
guide,docvqa,1792,64,docvqa_49285,156.664,,,222.921,378.644,225.208,34.422,603.852,0.259441,12.0
guide,docvqa,1792,64,docvqa_49292,156.712,,,222.808,1341.295,224.967,29.807,1566.263,0.100055,46.0
guide,docvqa,1792,64,docvqa_16529,156.599,,,222.856,412.995,225.15,29.5,638.144,0.245398,15.0
guide,docvqa,1792,64,docvqa_49297,157.351,,,223.837,590.799,227.945,32.822,818.744,0.192185,19.0
guide,docvqa,1792,64,docvqa_16533,156.837,,,223.254,710.293,225.66,32.286,935.953,0.167569,23.0
guide,docvqa,1792,64,docvqa_49304,156.749,,,223.047,416.815,225.816,29.773,642.631,0.243918,15.0
guide,docvqa,1792,64,docvqa_16539,156.76,,,223.161,725.203,225.787,32.964,950.991,0.164839,23.0
guide,docvqa,1792,64,docvqa_16553,156.636,,,223.18,622.407,225.793,32.758,848.2,0.184668,20.0
guide,docvqa,1792,64,docvqa_49322,156.518,,,225.25,512.835,227.77,30.167,740.605,0.211338,18.0
guide,docvqa,1792,64,docvqa_57515,156.648,,,223.243,506.743,225.543,29.808,732.287,0.213916,18.0
guide,docvqa,1792,64,docvqa_49323,157.001,,,223.386,330.022,226.441,27.502,556.462,0.282141,13.0
guide,docvqa,1792,64,docvqa_57517,157.02,,,223.205,289.958,226.483,32.218,516.441,0.304043,10.0
guide,docvqa,1792,64,docvqa_49324,156.948,,,223.329,397.595,226.438,30.584,624.032,0.251506,14.0
guide,docvqa,1792,64,docvqa_57519,156.642,,,222.92,314.998,225.914,31.5,540.912,0.289589,11.0
guide,docvqa,1792,64,docvqa_49325,156.68,,,222.853,359.68,225.236,29.973,584.916,0.267867,13.0
guide,docvqa,1792,64,docvqa_57521,156.879,,,223.046,386.965,225.25,29.767,612.215,0.256248,14.0
guide,docvqa,1792,64,docvqa_49326,156.504,,,222.575,503.706,224.799,29.63,728.505,0.214829,18.0
guide,docvqa,1792,64,docvqa_57523,156.457,,,223.058,440.225,225.223,29.348,665.448,0.235116,16.0
guide,docvqa,1792,64,docvqa_57524,156.649,,,223.09,432.667,225.784,30.905,658.451,0.237905,15.0
guide,docvqa,1792,64,docvqa_57525,156.678,,,224.361,728.329,226.813,30.347,955.141,0.164036,25.0
guide,docvqa,1792,64,docvqa_57526,156.531,,,222.824,309.754,225.193,30.975,534.947,0.292611,11.0
guide,docvqa,1792,64,docvqa_57527,156.491,,,222.628,526.929,224.925,30.996,751.854,0.20814,18.0
guide,docvqa,1792,64,docvqa_57528,156.559,,,223.695,805.69,226.024,28.775,1031.714,0.151746,29.0
guide,docvqa,1792,64,docvqa_57529,156.871,,,223.403,877.485,225.721,30.258,1103.206,0.142195,30.0
guide,docvqa,1792,64,docvqa_57530,156.93,,,228.958,305.034,233.17,30.503,538.204,0.29158,11.0
guide,docvqa,1792,64,docvqa_57531,156.732,,,223.545,496.471,226.348,33.098,722.819,0.216834,16.0
guide,docvqa,1792,64,docvqa_57532,156.567,,,224.634,602.761,227.043,27.398,829.804,0.188679,23.0
guide,docvqa,1792,64,docvqa_57533,156.611,,,222.827,539.551,225.776,29.975,765.327,0.204633,19.0
guide,docvqa,1792,64,docvqa_16568,156.642,,,222.901,319.202,225.158,31.92,544.36,0.287755,11.0
guide,docvqa,1792,64,docvqa_16574,156.768,,,224.888,813.146,227.803,32.526,1040.949,0.150601,26.0
guide,docvqa,1792,64,docvqa_57537,156.648,,,223.042,530.326,225.466,27.912,755.792,0.207263,20.0
guide,docvqa,1792,64,docvqa_57539,156.62,,,223.589,557.69,225.909,29.352,783.6,0.199872,20.0
guide,docvqa,1792,64,docvqa_57540,156.814,,,223.088,606.979,225.853,31.946,832.833,0.18829,20.0
guide,docvqa,1792,64,docvqa_57543,156.734,,,227.301,559.318,229.776,29.438,789.094,0.198626,20.0
guide,docvqa,1792,64,docvqa_57550,157.061,,,223.674,246.477,227.255,30.81,473.733,0.331539,9.0
guide,docvqa,1792,64,docvqa_49361,156.74,,,223.098,306.197,225.567,30.62,531.763,0.294754,11.0
guide,docvqa,1792,64,docvqa_49362,156.635,,,223.037,401.551,225.274,30.889,626.826,0.249886,14.0
guide,docvqa,1792,64,docvqa_57557,156.518,,,223.122,719.793,225.481,28.792,945.274,0.16558,26.0
guide,docvqa,1792,64,docvqa_49366,156.612,,,227.613,460.553,229.86,32.897,690.414,0.226838,15.0
guide,docvqa,1792,64,docvqa_32984,156.659,,,222.916,488.49,225.065,28.735,713.555,0.219547,18.0
guide,docvqa,1792,64,docvqa_49369,156.65,,,227.721,334.644,229.805,30.422,564.449,0.277527,12.0
guide,docvqa,1792,64,docvqa_57562,157.013,,,223.06,306.575,226.045,30.658,532.62,0.294794,11.0
guide,docvqa,1792,64,docvqa_32986,156.56,,,223.069,547.645,225.654,32.214,773.299,0.202457,18.0
guide,docvqa,1792,64,docvqa_57564,156.789,,,223.081,1887.349,225.549,29.958,2112.898,0.074206,64.0
guide,docvqa,1792,64,docvqa_49373,157.785,,,224.204,390.887,227.621,27.921,618.508,0.255106,15.0
guide,docvqa,1792,64,docvqa_16606,157.159,,,224.431,305.234,227.997,30.523,533.232,0.29473,11.0
guide,docvqa,1792,64,docvqa_223,157.022,,,225.004,395.885,227.582,30.453,623.468,0.251853,14.0
guide,docvqa,1792,64,docvqa_224,156.317,,,222.767,448.289,225.365,29.886,673.654,0.232044,16.0
guide,docvqa,1792,64,docvqa_16609,157.015,,,223.489,503.711,225.85,29.63,729.561,0.215218,18.0
guide,docvqa,1792,64,docvqa_57566,156.69,,,225.857,468.262,228.16,29.266,696.422,0.224994,17.0
guide,docvqa,1792,64,docvqa_16611,158.95,,,228.668,532.222,231.143,28.012,763.365,0.208222,20.0
guide,docvqa,1792,64,docvqa_49376,156.724,,,223.336,346.54,226.172,28.878,572.712,0.273652,13.0
guide,docvqa,1792,64,docvqa_49381,157.262,,,223.772,528.003,226.178,33.0,754.182,0.20852,17.0
guide,docvqa,1792,64,docvqa_32989,156.613,,,223.27,536.243,225.534,33.515,761.777,0.205588,17.0
guide,docvqa,1792,64,docvqa_231,156.053,,,222.431,1081.43,225.183,31.807,1306.612,0.119433,35.0
guide,docvqa,1792,64,docvqa_232,156.92,,,224.0,546.542,227.094,34.159,773.636,0.202835,17.0
guide,docvqa,1792,64,docvqa_32994,156.541,,,223.21,498.489,225.737,31.156,724.226,0.216149,17.0
guide,docvqa,1792,64,docvqa_234,156.388,,,222.683,1922.465,225.127,30.515,2147.592,0.07282,64.0
guide,docvqa,1792,64,docvqa_4931,156.684,,,223.19,597.252,225.71,29.863,822.962,0.190391,21.0
guide,docvqa,1792,64,docvqa_32995,156.546,,,222.902,473.485,225.37,29.593,698.854,0.224003,17.0
guide,docvqa,1792,64,docvqa_237,156.732,,,223.008,538.513,225.688,31.677,764.201,0.205093,18.0
guide,docvqa,1792,64,docvqa_49390,156.879,,,223.667,201.315,226.488,28.759,427.803,0.366708,8.0
guide,docvqa,1792,64,docvqa_49391,157.556,,,505.493,711.94,509.303,32.361,1221.244,0.129013,23.0
guide,docvqa,1792,64,docvqa_49392,156.622,,,222.609,380.151,225.213,31.679,605.364,0.258724,13.0
guide,docvqa,1792,64,docvqa_49393,156.691,,,223.407,597.757,226.14,35.162,823.897,0.190182,18.0
guide,docvqa,1792,64,docvqa_49394,157.696,,,223.92,412.672,226.682,27.511,639.354,0.246649,16.0
guide,docvqa,1792,64,docvqa_49395,156.698,,,223.007,627.207,225.413,31.36,852.62,0.183785,21.0
guide,docvqa,1792,64,docvqa_49396,157.006,,,224.251,651.409,227.447,31.019,878.856,0.178648,22.0
guide,docvqa,1792,64,docvqa_49397,156.789,,,229.358,442.785,231.956,29.519,674.741,0.232369,16.0
guide,docvqa,1792,64,docvqa_49398,156.366,,,229.357,372.247,231.587,28.634,603.835,0.258955,14.0
guide,docvqa,1792,64,docvqa_49399,156.464,,,222.467,356.038,224.761,35.604,580.798,0.269394,11.0
guide,docvqa,1792,64,docvqa_49400,156.348,,,222.577,759.032,224.747,30.361,983.779,0.158926,26.0
guide,docvqa,1792,64,docvqa_49401,156.559,,,230.617,492.769,232.932,30.798,725.701,0.215735,17.0
guide,docvqa,1792,64,docvqa_49402,156.678,,,222.571,927.961,224.709,30.932,1152.67,0.135926,31.0
guide,docvqa,1792,64,docvqa_49403,156.661,,,223.342,327.048,225.578,36.339,552.625,0.283484,10.0
guide,docvqa,1792,64,docvqa_49404,156.579,,,223.016,801.707,225.415,33.404,1027.122,0.152445,25.0
guide,docvqa,1792,64,docvqa_254,156.414,,,223.172,554.484,225.463,32.617,779.947,0.200544,18.0
guide,docvqa,1792,64,docvqa_255,156.526,,,222.766,430.71,224.952,28.714,655.662,0.23873,16.0
guide,docvqa,1792,64,docvqa_256,156.564,,,223.986,522.247,226.132,29.014,748.379,0.209204,19.0
guide,docvqa,1792,64,docvqa_49406,156.591,,,223.05,522.806,225.205,34.854,748.011,0.209343,16.0
guide,docvqa,1792,64,docvqa_265,156.557,,,222.651,1000.708,224.876,28.592,1225.584,0.127741,36.0
guide,docvqa,1792,64,docvqa_266,156.552,,,224.673,520.496,226.901,32.531,747.397,0.209463,17.0
guide,docvqa,1792,64,docvqa_267,156.608,,,222.826,801.41,225.121,30.823,1026.531,0.15256,27.0
guide,docvqa,1792,64,docvqa_271,157.191,,,223.556,481.373,226.448,30.086,707.821,0.222077,17.0
guide,docvqa,1792,64,docvqa_49432,156.731,,,223.257,1131.202,225.489,30.573,1356.691,0.115524,38.0
guide,docvqa,1792,64,docvqa_283,156.684,,,222.947,613.795,225.584,29.228,839.379,0.186667,22.0
guide,docvqa,1792,64,docvqa_284,156.639,,,223.885,843.803,226.14,30.136,1069.943,0.146399,29.0
guide,docvqa,1792,64,docvqa_285,156.941,,,224.624,439.88,227.018,29.325,666.898,0.235329,16.0
guide,docvqa,1792,64,docvqa_49437,156.543,,,222.942,428.883,225.398,30.634,654.281,0.239259,15.0
guide,docvqa,1792,64,docvqa_49442,158.455,,,230.088,423.104,232.389,30.222,655.493,0.241734,15.0
guide,docvqa,1792,64,docvqa_292,156.401,,,222.875,845.626,225.359,30.201,1070.985,0.146034,29.0
guide,docvqa,1792,64,docvqa_296,156.577,,,224.657,445.882,227.16,31.849,673.042,0.232642,15.0
guide,docvqa,1792,64,docvqa_297,156.436,,,222.886,529.052,225.44,33.066,754.492,0.207339,17.0
guide,docvqa,1792,64,docvqa_298,156.616,,,224.127,309.968,226.618,28.179,536.587,0.291874,12.0
guide,docvqa,1792,64,docvqa_49449,156.706,,,223.487,451.261,225.986,28.204,677.247,0.231387,17.0
guide,docvqa,1792,64,docvqa_300,156.542,,,223.31,563.814,225.637,29.674,789.451,0.198292,20.0
guide,docvqa,1792,64,docvqa_49454,156.636,,,223.091,568.957,225.363,29.945,794.319,0.197195,20.0
guide,docvqa,1792,64,docvqa_303,156.625,,,223.673,525.058,226.003,32.816,751.06,0.208538,17.0
guide,docvqa,1792,64,docvqa_304,155.987,,,222.287,845.478,224.803,31.314,1070.282,0.145744,28.0
guide,docvqa,1792,64,docvqa_305,156.573,,,222.904,558.076,225.425,31.004,783.501,0.199838,19.0
guide,docvqa,1792,64,docvqa_49455,156.775,,,223.169,1196.268,225.857,30.674,1422.125,0.11024,40.0
guide,docvqa,1792,64,docvqa_307,156.626,,,223.678,416.095,226.468,27.74,642.562,0.243752,16.0
guide,docvqa,1792,64,docvqa_49461,156.481,,,222.689,566.127,225.109,29.796,791.235,0.197768,20.0
guide,docvqa,1792,64,docvqa_49465,156.602,,,231.107,605.813,233.675,28.848,839.488,0.186545,22.0
guide,docvqa,1792,64,docvqa_317,156.702,,,225.092,276.412,228.466,27.641,504.878,0.310376,11.0
guide,docvqa,1792,64,docvqa_319,156.507,,,222.564,653.156,224.835,31.103,877.992,0.178255,22.0
guide,docvqa,1792,64,docvqa_320,156.772,,,223.557,1924.465,226.035,30.547,2150.5,0.0729,64.0
guide,docvqa,1792,64,docvqa_321,156.847,,,226.52,1948.136,228.88,30.923,2177.016,0.072047,64.0
guide,docvqa,1792,64,docvqa_345,156.537,,,222.771,378.604,225.662,31.55,604.266,0.259053,13.0
guide,docvqa,1792,64,docvqa_346,156.685,,,226.98,816.068,229.479,31.387,1045.548,0.149859,27.0
guide,docvqa,1792,64,docvqa_347,156.727,,,222.837,745.368,225.095,31.057,970.463,0.161497,25.0
guide,docvqa,1792,64,docvqa_348,157.007,,,223.156,593.34,226.685,29.667,820.024,0.191466,21.0
guide,docvqa,1792,64,docvqa_6943,156.472,,,222.749,512.284,225.077,32.018,737.361,0.212205,17.0
guide,docvqa,1792,64,docvqa_357,156.624,,,222.664,392.536,224.963,32.711,617.499,0.253642,13.0
guide,docvqa,1792,64,docvqa_358,156.451,,,223.644,490.541,225.845,32.703,716.386,0.218389,16.0
guide,docvqa,1792,64,docvqa_359,156.414,,,222.749,483.444,225.446,30.215,708.89,0.220646,17.0
guide,docvqa,1792,64,docvqa_360,156.665,,,222.998,630.462,225.286,31.523,855.748,0.183074,21.0
guide,docvqa,1792,64,docvqa_361,156.581,,,222.874,995.557,225.628,31.111,1221.184,0.12822,33.0
guide,docvqa,1792,64,docvqa_362,156.656,,,223.04,630.844,225.716,30.04,856.56,0.18289,22.0
guide,docvqa,1792,64,docvqa_363,157.374,,,224.395,548.877,228.062,30.493,776.939,0.202557,19.0
guide,docvqa,1792,64,docvqa_364,160.22,,,226.904,1148.83,230.369,34.813,1379.199,0.116169,34.0
guide,docvqa,1792,64,docvqa_365,156.656,,,223.547,855.037,226.034,34.201,1081.071,0.144908,26.0
guide,docvqa,1792,64,docvqa_8560,156.903,,,223.216,600.199,226.094,31.589,826.293,0.189888,20.0
guide,docvqa,1792,64,docvqa_4958,156.547,,,222.78,531.2,225.227,33.2,756.427,0.206955,17.0
guide,docvqa,1792,64,docvqa_8565,156.79,,,223.328,802.594,225.801,30.869,1028.395,0.152461,27.0
guide,docvqa,1792,64,docvqa_4959,156.705,,,222.993,139.786,225.507,27.957,365.293,0.428986,6.0
