benchmark,resolution,max_new_tokens,sample_id,source,sdpa_ve_ms,sdpa_e2e_ms,sdpa_ttft_ms,sdpa_tpot_ms,sdpa_f_vision,fa2_ve_ms,fa2_e2e_ms,fa2_ttft_ms,fa2_tpot_ms,guide_ve_ms,guide_e2e_ms,guide_ttft_ms,guide_tpot_ms
chartqa,1792,64,chartqa_val_223,measured,394.321,881.033,458.275,26.422,0.447567,186.441,709.971,256.585,28.337,156.707,660.256,226.918,27.084
chartqa,1792,64,chartqa_val_224,measured,371.218,677.952,434.079,27.097,0.547558,159.349,482.189,228.046,28.238,156.021,475.958,224.941,27.891
chartqa,1792,64,chartqa_val_225,measured,374.075,856.534,436.942,23.311,0.436732,155.103,764.693,223.5,30.066,156.07,756.165,224.648,29.529
chartqa,1792,64,chartqa_val_226,measured,400.595,1372.707,464.615,23.284,0.291828,154.453,1390.767,222.852,29.947,155.833,1326.34,224.349,28.256
chartqa,1792,64,chartqa_val_227,measured,359.209,1873.621,423.331,23.02,0.191719,154.988,2071.497,223.584,29.332,156.01,2075.212,224.438,29.377
chartqa,1792,64,chartqa_val_228,measured,395.666,605.263,458.592,20.953,0.653709,154.395,446.8,223.281,31.931,155.925,461.918,224.453,33.924
chartqa,1792,64,chartqa_val_229,measured,407.612,950.332,470.746,22.837,0.428915,155.204,2047.071,224.393,29.88,156.041,860.575,224.93,30.269
chartqa,1792,64,chartqa_val_230,measured,534.255,2082.358,597.394,23.571,0.256562,155.435,2094.543,224.595,29.682,156.148,2049.726,224.502,28.972
chartqa,1792,64,chartqa_val_231,measured,363.922,903.156,426.788,23.818,0.402945,155.886,790.554,226.503,28.203,156.071,797.564,224.743,28.641
chartqa,1792,64,chartqa_val_232,measured,410.491,1365.673,473.609,24.11,0.300578,157.221,1327.22,225.834,29.767,156.014,1326.448,224.47,29.783
chartqa,1792,64,chartqa_val_233,measured,404.759,1993.617,467.42,24.225,0.203027,154.811,2104.298,223.893,29.848,155.929,2072.794,224.375,29.34
chartqa,1792,64,chartqa_val_234,measured,434.094,1870.29,498.367,21.777,0.2321,159.172,2187.675,227.762,31.11,156.041,2032.467,224.665,28.695
chartqa,1792,64,chartqa_val_235,measured,399.828,1647.347,464.35,24.143,0.24271,157.046,1606.144,227.851,28.128,156.451,1709.034,225.696,30.272
chartqa,1792,64,chartqa_val_236,measured,390.825,632.777,454.529,22.281,0.617634,155.587,453.347,224.663,28.585,156.101,465.761,225.004,30.095
chartqa,1792,64,chartqa_val_237,measured,404.325,1003.641,468.499,23.267,0.402858,155.532,921.506,224.093,30.322,156.086,926.404,224.512,30.517
chartqa,1792,64,chartqa_val_238,measured,367.474,1098.311,430.051,24.75,0.334581,156.614,967.723,227.423,27.419,155.904,1092.68,224.614,32.151
chartqa,1792,64,chartqa_val_239,measured,365.669,1894.835,428.003,23.283,0.192982,155.39,2072.647,224.532,29.335,155.871,2045.281,224.312,28.904
chartqa,1792,64,chartqa_val_240,measured,368.328,1814.989,431.12,23.064,0.202937,170.785,1968.579,240.932,28.794,156.188,1878.206,225.052,27.553
chartqa,1792,64,chartqa_val_241,measured,370.726,1848.165,433.441,22.456,0.200591,154.565,2026.755,223.479,28.623,155.808,2055.803,224.362,29.07
chartqa,1792,64,chartqa_val_242,measured,392.412,1055.971,456.014,22.221,0.371612,157.191,957.391,227.919,27.017,155.801,904.895,224.19,27.228
chartqa,1792,64,chartqa_val_243,measured,368.141,1940.277,431.26,23.953,0.189736,156.469,1930.558,225.3,27.068,155.943,1963.436,224.479,27.602
chartqa,1792,64,chartqa_val_244,measured,366.237,1926.216,429.146,23.763,0.190133,154.492,1953.395,225.474,27.427,155.718,1948.399,224.032,27.371
chartqa,1792,64,chartqa_val_245,measured,375.968,996.214,439.431,25.308,0.377397,160.363,881.501,228.758,29.67,155.875,851.175,224.102,28.503
chartqa,1792,64,chartqa_val_246,measured,371.613,1518.764,434.438,24.644,0.244681,160.291,1418.32,228.673,27.037,156.019,1116.333,224.353,28.774
chartqa,1792,64,chartqa_val_247,measured,378.036,2012.202,440.92,24.941,0.187872,157.132,2046.223,225.829,28.895,155.761,1959.157,223.915,27.544
chartqa,1792,64,chartqa_val_248,measured,433.448,1515.167,496.329,24.258,0.286073,156.256,1415.94,225.327,28.348,156.645,1439.894,226.576,28.889
chartqa,1792,64,chartqa_val_249,measured,390.602,1991.909,454.592,24.402,0.196094,154.561,2011.276,223.35,28.38,156.083,2079.241,225.121,29.43
chartqa,1792,64,chartqa_val_250,measured,423.223,829.344,486.964,21.399,0.51031,157.04,698.505,226.148,29.522,155.929,700.005,224.221,29.736
chartqa,1792,64,chartqa_val_251,measured,356.705,1802.812,418.878,21.967,0.19786,155.237,2005.038,224.631,28.26,155.868,2000.864,224.444,28.197
chartqa,1792,64,chartqa_val_252,measured,387.227,595.302,450.237,20.724,0.650471,154.528,422.296,223.495,28.4,156.097,428.594,225.008,29.084
chartqa,1792,64,chartqa_val_253,measured,362.891,969.242,425.336,22.663,0.374407,159.112,1041.799,383.612,27.424,156.024,915.171,224.488,28.778
chartqa,1792,64,chartqa_val_254,measured,360.518,1497.271,423.153,23.35,0.240783,158.11,1989.628,231.346,27.909,156.559,2031.276,226.805,28.642
chartqa,1792,64,chartqa_val_255,measured,368.542,1887.242,431.993,23.099,0.195281,158.387,2066.924,228.212,29.186,155.949,1986.516,224.377,27.97
chartqa,1792,64,chartqa_val_256,measured,404.233,931.696,466.688,22.143,0.433868,154.998,827.488,223.679,28.753,156.059,797.955,224.374,27.313
chartqa,1792,64,chartqa_val_257,measured,422.623,1861.496,486.32,21.828,0.227034,157.173,2120.754,226.776,30.063,155.964,1971.867,224.637,27.734
chartqa,1792,64,chartqa_val_258,measured,399.909,768.932,462.424,21.893,0.520084,155.783,670.102,224.802,31.807,156.02,613.745,224.272,27.819
chartqa,1792,64,chartqa_val_259,measured,417.655,2004.803,480.325,24.198,0.208327,159.277,2116.222,228.23,29.968,155.958,2015.509,224.16,28.434
chartqa,1792,64,chartqa_val_260,measured,412.12,1610.267,475.373,25.793,0.255933,157.49,1502.88,226.905,28.999,156.18,1480.548,224.652,28.543
chartqa,1792,64,chartqa_val_261,measured,399.018,1926.597,461.969,23.248,0.20711,163.498,2108.176,234.181,29.746,156.057,2025.646,224.382,28.591
chartqa,1792,64,chartqa_val_262,measured,418.918,2061.795,481.999,25.076,0.203181,155.598,2130.571,225.235,30.243,156.16,1984.108,224.558,27.929
chartqa,1792,64,chartqa_val_263,measured,353.554,1959.998,416.201,24.505,0.180385,165.14,2091.237,236.007,29.448,155.987,2000.77,224.315,28.198
chartqa,1792,64,chartqa_val_264,measured,366.831,1410.243,429.72,23.915,0.260119,158.499,1463.89,228.186,30.139,156.055,1372.498,224.464,28.001
chartqa,1792,64,chartqa_val_265,measured,390.749,1199.581,453.71,21.311,0.325738,157.99,1212.861,227.391,28.156,156.137,1203.202,224.645,27.959
chartqa,1792,64,chartqa_val_266,measured,432.465,1624.443,495.047,22.145,0.266224,155.5,1691.161,224.085,28.766,156.59,1689.407,226.381,28.687
chartqa,1792,64,chartqa_val_267,measured,356.784,1893.052,420.599,23.372,0.18847,157.357,2066.929,226.055,29.22,155.901,2015.607,224.192,28.435
chartqa,1792,64,chartqa_val_268,measured,512.725,980.883,575.098,21.357,0.522718,154.9,759.359,223.672,28.194,155.923,762.642,224.9,28.302
chartqa,1792,64,chartqa_val_269,measured,394.827,2009.419,458.008,24.626,0.196488,156.614,2081.283,225.174,29.462,156.107,1989.628,225.026,28.01
chartqa,1792,64,chartqa_val_270,measured,394.383,899.598,457.268,23.28,0.438399,155.269,818.219,224.754,31.235,156.231,796.651,228.412,29.907
chartqa,1792,64,chartqa_val_271,measured,359.121,1846.855,422.168,22.614,0.19445,155.164,2035.57,225.56,28.73,156.146,2096.76,226.215,29.691
chartqa,1792,64,chartqa_val_272,measured,371.591,1354.286,434.15,24.214,0.274382,155.457,1297.216,224.806,28.221,155.821,1364.451,224.259,30.005
chartqa,1792,64,chartqa_val_273,measured,415.798,1927.709,478.265,23.007,0.215696,155.731,2048.965,224.489,28.96,155.76,2101.566,224.857,29.789
chartqa,1792,64,chartqa_val_274,measured,424.546,1392.045,487.604,22.611,0.30498,154.916,1462.302,223.687,30.965,156.053,1411.391,224.312,29.677
chartqa,1792,64,chartqa_val_275,measured,353.213,1867.301,415.687,23.041,0.189157,155.662,2071.047,224.766,29.306,156.139,2104.732,225.107,29.835
chartqa,1792,64,chartqa_val_276,measured,372.931,751.971,436.454,22.537,0.495938,155.598,669.119,224.679,31.746,156.161,671.885,224.723,31.94
chartqa,1792,64,chartqa_val_277,measured,360.634,1095.935,424.091,23.994,0.329065,155.39,1056.561,227.762,29.6,155.983,1028.662,225.45,28.686
chartqa,1792,64,chartqa_val_278,measured,407.208,768.546,470.371,22.937,0.529843,155.585,591.501,224.226,28.252,155.974,600.755,225.721,28.849
chartqa,1792,64,chartqa_val_279,measured,383.622,1720.056,446.596,21.956,0.223029,155.444,1907.296,224.535,28.046,156.041,1888.616,224.445,28.693
chartqa,1792,64,chartqa_val_280,measured,407.896,1951.173,470.242,23.507,0.209052,155.293,2054.412,224.463,29.047,156.234,2122.918,224.94,30.127
chartqa,1792,64,chartqa_val_281,measured,394.287,1878.456,456.925,22.564,0.209899,155.632,2006.995,224.617,28.292,156.284,2074.653,226.812,29.331
chartqa,1792,64,chartqa_val_282,measured,354.313,819.131,416.325,21.2,0.432547,157.316,793.594,226.259,29.86,155.967,745.429,224.646,27.41
chartqa,1792,64,chartqa_val_283,measured,391.563,1698.408,453.828,23.048,0.230547,154.609,1728.992,223.495,27.88,155.986,1806.797,224.398,29.304
chartqa,1792,64,chartqa_val_284,measured,370.01,1042.593,432.569,25.418,0.354894,165.058,928.21,235.419,28.866,156.207,904.301,225.068,28.301
chartqa,1792,64,chartqa_val_285,measured,357.565,786.528,420.064,22.904,0.454612,156.092,719.663,224.781,30.93,156.082,662.978,224.409,27.411
chartqa,1792,64,chartqa_val_286,measured,370.292,1078.002,433.309,23.878,0.343499,154.944,1007.186,223.561,29.023,156.065,1023.084,225.49,29.541
chartqa,1792,64,chartqa_val_287,measured,377.803,1148.825,440.501,23.611,0.328861,155.755,1130.62,224.433,30.206,155.955,1076.468,223.936,28.418
chartqa,1792,64,chartqa_val_288,measured,367.372,1353.005,430.315,24.281,0.271523,157.52,1324.188,226.555,28.885,156.232,1383.577,225.09,30.487
chartqa,1792,64,chartqa_val_289,measured,352.887,866.128,415.143,25.055,0.40743,155.381,732.441,224.547,28.216,156.199,734.178,224.767,28.301
chartqa,1792,64,chartqa_val_290,measured,365.045,1286.557,427.839,24.535,0.283738,155.333,1295.251,224.421,30.595,156.01,1196.831,225.736,27.746
chartqa,1792,64,chartqa_val_291,measured,358.007,924.6,880.987,21.807,0.387202,155.325,284.213,227.428,28.392,156.03,279.193,226.05,26.571
chartqa,1792,64,chartqa_val_292,measured,367.09,1077.016,429.675,23.119,0.34084,157.881,1025.257,226.402,28.531,156.655,1021.886,225.287,28.45
chartqa,1792,64,chartqa_val_293,measured,369.35,2071.286,432.505,26.012,0.178319,154.454,2016.037,222.893,28.463,156.041,2029.391,224.693,28.646
chartqa,1792,64,chartqa_val_294,measured,384.141,726.184,447.181,25.364,0.528987,154.985,572.853,223.484,31.761,156.006,532.12,223.974,28.013
chartqa,1792,64,chartqa_val_295,measured,372.207,4562.743,867.463,58.655,0.081575,155.221,2051.82,225.518,28.989,156.421,1986.536,228.181,27.91
chartqa,1792,64,chartqa_val_296,measured,418.819,1021.092,482.499,24.481,0.410168,156.04,806.78,225.351,27.687,156.133,851.579,224.736,29.85
chartqa,1792,64,chartqa_val_297,measured,435.245,2009.215,498.051,23.987,0.216624,158.37,2106.278,228.988,29.798,156.789,2083.359,225.298,29.493
chartqa,1792,64,chartqa_val_298,measured,441.104,805.492,504.6,21.492,0.547621,155.484,638.12,224.445,29.548,155.975,627.919,224.775,28.796
chartqa,1792,64,chartqa_val_299,measured,378.597,1673.073,441.347,24.635,0.226288,155.317,1702.95,223.961,29.58,156.092,1682.707,226.552,29.123
chartqa,1792,64,chartqa_val_300,measured,390.213,987.167,453.005,23.224,0.395286,155.017,942.69,226.246,31.15,156.211,907.327,225.378,29.65
chartqa,1792,64,chartqa_val_301,measured,355.018,1859.66,417.863,22.886,0.190905,155.664,2115.677,224.277,30.022,155.868,2007.615,224.075,28.31
chartqa,1792,64,chartqa_val_302,measured,378.418,1659.999,916.618,82.598,0.227963,157.862,548.899,229.306,29.054,156.2,531.563,226.768,33.866
chartqa,1792,64,chartqa_val_303,measured,356.409,1743.313,419.329,22.827,0.204443,154.762,1996.346,223.782,30.561,156.256,1982.325,225.713,30.286
chartqa,1792,64,chartqa_val_304,measured,423.086,1115.451,485.855,22.486,0.379296,159.253,1087.356,228.057,30.689,156.004,945.589,225.009,28.823
chartqa,1792,64,chartqa_val_305,measured,356.818,1813.831,419.139,22.138,0.196721,157.476,2042.961,226.455,28.833,156.081,2090.21,224.873,29.609
chartqa,1792,64,chartqa_val_306,measured,465.34,1431.307,527.816,22.587,0.325115,154.764,1411.039,223.938,29.678,156.359,1356.105,226.582,28.238
chartqa,1792,64,chartqa_val_307,measured,388.92,1919.388,452.372,23.286,0.202627,155.585,2066.987,224.264,29.25,155.981,2123.74,224.504,30.147
chartqa,1792,64,chartqa_val_308,measured,379.055,1334.104,442.639,22.858,0.284127,155.353,1396.08,224.639,30.037,155.954,1369.457,224.352,29.362
chartqa,1792,64,chartqa_val_309,measured,428.409,1001.773,491.07,21.279,0.427651,154.447,879.412,223.35,27.336,156.182,937.887,225.383,29.688
chartqa,1792,64,chartqa_val_310,measured,405.382,1339.13,468.168,22.92,0.30272,156.166,1385.016,224.442,30.541,156.328,1338.034,224.836,29.295
chartqa,1792,64,chartqa_val_311,measured,381.905,1893.429,444.538,24.981,0.2017,155.086,1876.997,224.152,28.497,156.205,1995.174,225.573,30.51
chartqa,1792,64,chartqa_val_312,measured,365.22,1611.935,427.786,22.772,0.226572,154.551,932.539,223.001,29.564,156.081,1783.698,224.558,29.983
chartqa,1792,64,chartqa_val_313,measured,368.301,1851.923,430.932,22.555,0.198875,155.37,1985.309,223.979,27.958,156.098,2147.619,224.757,30.522
chartqa,1792,64,chartqa_val_314,measured,366.758,901.045,429.862,21.417,0.407037,157.358,875.74,227.049,29.486,156.105,859.932,224.796,28.87
chartqa,1792,64,chartqa_val_315,measured,391.53,1214.147,455.173,23.718,0.322473,155.791,1138.531,224.729,28.556,156.133,1193.847,224.68,30.286
chartqa,1792,64,chartqa_val_316,measured,362.931,1614.322,425.276,25.849,0.224819,166.603,1565.638,235.909,28.907,156.064,1550.808,224.442,28.834
chartqa,1792,64,chartqa_val_317,measured,368.68,1185.77,431.446,24.333,0.31092,155.192,1095.172,223.877,28.106,156.151,1122.86,224.926,28.966
chartqa,1792,64,chartqa_val_318,measured,377.181,722.205,439.608,21.738,0.522263,154.703,616.705,223.284,30.263,156.117,628.206,225.007,31.015
chartqa,1792,64,chartqa_val_319,measured,370.509,1884.547,433.235,23.037,0.196604,154.431,2044.44,223.369,28.906,156.125,2098.519,224.903,29.74
chartqa,1792,64,chartqa_val_320,measured,405.267,822.863,467.943,25.351,0.492509,154.85,638.431,223.727,29.622,156.085,671.939,224.87,31.933
chartqa,1792,64,chartqa_val_321,measured,396.36,1474.647,459.454,22.56,0.268783,161.059,1546.73,229.534,29.271,156.047,1556.122,224.665,29.588
chartqa,1792,64,chartqa_val_322,measured,396.208,1029.859,459.176,21.949,0.384721,155.853,968.894,224.166,28.643,156.111,1011.493,224.997,30.25
chartqa,1792,64,chartqa_val_323,measured,391.407,1199.429,454.064,22.587,0.326328,155.589,1170.615,223.916,28.688,156.191,1843.911,224.839,29.983
chartqa,1792,64,chartqa_val_324,measured,357.022,1892.129,419.384,23.377,0.188688,154.863,2012.857,223.029,28.41,156.214,2037.836,224.604,28.781
chartqa,1792,64,chartqa_val_325,measured,453.118,1944.082,516.127,22.666,0.233075,156.833,2022.608,225.45,28.526,156.268,2074.01,224.528,29.357
chartqa,1792,64,chartqa_val_326,measured,418.943,1515.514,483.152,22.941,0.276436,157.227,1982.193,226.323,27.871,156.159,2094.699,225.003,29.678
chartqa,1792,64,chartqa_val_327,measured,424.958,2050.75,488.112,24.804,0.207221,154.735,2142.3,223.12,30.463,156.03,2061.084,224.937,29.145
chartqa,1792,64,chartqa_val_328,measured,367.006,1895.099,430.1,23.254,0.19366,159.856,2019.759,228.335,28.435,156.014,2099.738,224.39,29.767
chartqa,1792,64,chartqa_val_329,measured,469.25,2045.791,531.91,24.03,0.229373,177.181,2098.673,246.777,29.395,156.024,2123.692,224.562,30.145
chartqa,1792,64,chartqa_val_330,measured,395.981,1194.18,458.908,24.509,0.331592,155.291,1064.858,224.055,28.027,155.966,1099.19,224.411,29.159
chartqa,1792,64,chartqa_val_331,measured,397.538,1401.753,460.361,25.443,0.283601,155.498,1306.117,224.231,29.24,156.131,1295.602,225.247,28.929
chartqa,1792,64,chartqa_val_332,measured,365.536,1397.347,427.882,25.512,0.261593,155.928,1323.017,224.623,28.905,156.259,1359.786,225.228,29.857
chartqa,1792,64,chartqa_val_333,measured,361.69,1017.123,424.391,21.953,0.355601,156.832,1014.581,226.02,29.206,156.025,1032.867,224.63,29.935
chartqa,1792,64,chartqa_val_334,measured,366.839,1902.619,429.499,23.383,0.192807,155.192,2015.732,224.074,28.439,155.871,2042.968,224.071,28.871
chartqa,1792,64,chartqa_val_335,measured,382.543,1956.401,445.653,23.98,0.195534,156.463,2040.649,225.141,28.818,156.099,2121.171,224.475,30.106
chartqa,1792,64,chartqa_val_336,measured,398.262,1089.019,461.118,23.256,0.365707,154.975,1009.774,223.653,29.116,155.955,967.859,224.908,27.517
chartqa,1792,64,chartqa_val_337,measured,371.903,1920.315,435.226,23.573,0.193668,154.076,2040.16,222.456,28.852,156.322,2032.267,225.132,28.685
chartqa,1792,64,chartqa_val_338,measured,370.976,1329.339,433.791,24.204,0.279068,158.109,1250.205,226.679,27.663,156.424,1054.586,227.601,28.517
chartqa,1792,64,chartqa_val_339,measured,398.69,1888.126,461.465,22.645,0.211157,160.003,2007.649,228.944,28.233,156.108,2037.096,224.618,28.769
chartqa,1792,64,chartqa_val_340,measured,361.577,794.649,424.212,28.495,0.455014,156.516,586.307,226.583,27.671,156.142,636.207,224.898,31.639
chartqa,1792,64,chartqa_val_341,measured,372.112,1932.697,434.796,23.776,0.192535,156.039,2011.056,224.693,28.355,156.375,2052.496,224.83,29.011
chartqa,1792,64,chartqa_val_342,measured,360.608,827.545,423.444,21.268,0.435757,155.508,772.892,223.918,28.893,156.238,812.41,224.836,30.925
chartqa,1792,64,chartqa_val_343,measured,497.471,1954.799,560.736,22.128,0.254487,156.251,1983.623,224.871,27.917,155.979,2023.269,224.444,28.553
chartqa,1792,64,chartqa_val_344,measured,394.903,1824.16,457.386,23.565,0.216485,158.525,1727.279,227.836,28.291,156.524,1858.448,225.142,28.16
chartqa,1792,64,chartqa_val_345,measured,388.716,2056.12,451.555,25.469,0.189053,154.405,1992.819,222.937,28.093,156.018,1994.084,227.314,28.044
chartqa,1792,64,chartqa_val_346,measured,399.34,1406.911,462.341,23.614,0.283842,156.696,1342.93,225.16,27.944,156.178,1332.418,224.726,27.692
chartqa,1792,64,chartqa_val_347,measured,358.677,1828.224,421.395,22.331,0.196189,155.272,2021.699,223.54,28.542,156.193,2064.834,224.585,29.21
chartqa,1792,64,chartqa_val_348,measured,426.625,970.026,489.409,21.846,0.439808,158.419,833.866,228.18,27.531,156.868,874.895,226.815,29.458
chartqa,1792,64,chartqa_val_349,measured,374.594,1818.065,437.542,21.913,0.20604,155.18,2092.385,224.191,29.654,156.02,1978.519,224.697,27.838
chartqa,1792,64,chartqa_val_350,measured,394.539,1238.45,457.204,23.674,0.318575,155.663,1211.406,224.646,29.902,156.131,1166.809,224.483,28.555
chartqa,1792,64,chartqa_val_351,measured,366.905,1898.664,429.598,23.319,0.193244,155.908,1967.42,224.653,27.663,156.192,1984.277,224.942,27.926
chartqa,1792,64,chartqa_val_352,measured,404.35,1433.536,467.044,26.121,0.282065,156.235,1318.969,224.827,29.571,156.117,1256.773,225.044,28.659
chartqa,1792,64,chartqa_val_353,measured,394.079,1913.214,456.88,23.116,0.205978,156.625,1941.323,225.657,27.233,156.391,2081.928,225.516,29.467
chartqa,1792,64,chartqa_val_354,measured,383.088,820.597,446.305,23.393,0.466841,156.386,717.681,225.052,30.789,156.25,702.566,225.135,29.839
chartqa,1792,64,chartqa_val_355,measured,373.006,1487.99,437.002,22.848,0.250678,158.263,1571.527,226.985,29.229,156.245,1564.501,224.622,29.128
chartqa,1792,64,chartqa_val_356,measured,369.759,1072.577,433.005,23.688,0.344739,154.589,1021.777,223.626,29.561,156.146,1044.804,225.088,30.36
chartqa,1792,64,chartqa_val_357,measured,371.06,1920.865,433.628,23.607,0.193173,155.256,2008.608,224.382,28.321,156.243,2079.635,224.924,29.44
chartqa,1792,64,chartqa_val_358,measured,362.561,1551.874,425.116,22.995,0.233628,154.533,1577.084,223.359,27.627,156.069,1630.259,224.521,28.689
chartqa,1792,64,chartqa_val_359,measured,391.287,1853.833,454.037,22.219,0.211069,184.609,2000.431,254.815,27.708,156.152,2096.307,224.725,29.708
chartqa,1792,64,chartqa_val_360,measured,380.416,674.149,443.549,25.622,0.564291,154.501,468.714,222.947,27.307,156.042,513.943,224.515,32.159
chartqa,1792,64,chartqa_val_361,measured,394.48,1928.956,456.969,23.365,0.204504,155.722,1957.423,223.964,27.515,156.153,2144.814,225.305,30.468
chartqa,1792,64,chartqa_val_362,measured,407.775,1346.798,471.127,23.667,0.302774,154.387,1233.587,222.755,27.32,155.949,1347.237,224.273,30.35
chartqa,1792,64,chartqa_val_363,measured,405.93,1966.969,468.697,23.782,0.206373,154.882,2054.15,223.331,29.061,155.979,2184.355,224.783,31.104
chartqa,1792,64,chartqa_val_364,measured,393.107,1120.343,456.024,22.144,0.350881,154.754,1036.474,223.025,27.115,156.162,1115.045,229.008,29.535
chartqa,1792,64,chartqa_val_365,measured,400.02,1931.174,462.438,23.313,0.207138,154.254,1999.118,222.892,28.194,156.1,2190.403,224.518,31.205
chartqa,1792,64,chartqa_val_366,measured,398.946,1090.998,461.896,23.3,0.365671,164.738,1021.887,234.419,29.165,156.281,998.989,224.898,28.67
chartqa,1792,64,chartqa_val_367,measured,400.375,1859.667,462.667,22.175,0.215294,161.903,2060.831,231.232,29.041,155.925,2139.025,224.581,30.388
chartqa,1792,64,chartqa_val_368,measured,386.418,1030.588,450.168,24.184,0.374949,154.893,873.086,223.569,28.24,155.997,891.063,224.25,27.784
chartqa,1792,64,chartqa_val_369,measured,363.387,1872.951,426.202,22.964,0.194018,159.449,2041.5,227.92,28.787,156.487,2092.511,227.548,29.603
chartqa,1792,64,chartqa_val_370,measured,401.708,848.669,464.985,21.316,0.473339,155.713,729.405,224.559,28.047,156.013,863.571,224.364,29.055
chartqa,1792,64,chartqa_val_371,measured,380.175,1899.433,443.5,23.11,0.200152,154.786,2051.716,223.34,29.022,156.07,1991.431,224.315,28.049
chartqa,1792,64,chartqa_val_372,measured,437.286,628.626,499.705,21.487,0.695622,155.167,433.169,223.626,34.924,156.134,387.526,224.94,27.098
chartqa,1792,64,chartqa_val_373,measured,362.11,861.15,424.635,25.677,0.420496,157.717,711.619,226.749,28.522,156.118,719.86,230.799,28.768
chartqa,1792,64,chartqa_val_374,measured,369.507,697.58,432.057,22.127,0.529699,156.001,564.832,224.559,28.356,156.229,613.987,224.81,32.431
chartqa,1792,64,chartqa_val_375,measured,366.037,1866.982,428.698,22.83,0.196058,155.744,2100.059,225.292,29.758,156.03,1078.858,224.534,28.477
chartqa,1792,64,chartqa_val_376,measured,382.12,816.015,445.569,23.153,0.468276,156.364,679.476,225.394,28.38,156.842,679.114,226.37,28.296
chartqa,1792,64,chartqa_val_377,measured,402.922,1230.469,465.66,21.852,0.327454,155.187,1245.608,226.825,29.108,156.076,1274.168,224.443,29.992
chartqa,1792,64,chartqa_val_378,measured,399.81,1108.744,462.503,21.541,0.360597,155.319,1085.829,223.777,28.735,155.955,1067.039,224.403,28.088
chartqa,1792,64,chartqa_val_379,measured,371.304,758.546,434.377,21.611,0.489494,156.175,651.532,224.907,28.442,156.547,649.383,225.768,28.241
chartqa,1792,64,chartqa_val_380,measured,380.437,805.753,443.607,22.634,0.47215,155.462,718.688,224.072,30.914,156.072,719.111,224.399,30.919
chartqa,1792,64,chartqa_val_381,measured,529.492,2066.131,592.438,23.392,0.256272,155.785,1998.606,224.263,28.164,156.319,2180.396,225.511,31.03
chartqa,1792,64,chartqa_val_382,measured,381.521,689.648,445.578,22.188,0.553211,155.732,536.768,225.6,28.288,156.145,551.532,225.114,29.674
chartqa,1792,64,chartqa_val_383,measured,406.43,1903.818,473.836,22.698,0.213482,154.395,2092.47,222.997,29.674,156.473,2101.723,225.728,29.778
chartqa,1792,64,chartqa_val_384,measured,361.892,638.104,424.551,21.355,0.567136,155.069,501.92,223.547,27.837,156.089,513.166,224.892,28.827
chartqa,1792,64,chartqa_val_385,measured,375.707,1930.387,438.133,23.687,0.194628,156.351,1986.222,224.86,27.958,156.034,2089.041,224.51,29.596
chartqa,1792,64,chartqa_val_386,measured,379.876,718.011,443.141,22.906,0.529067,154.636,555.084,223.074,27.668,156.005,558.764,224.529,27.853
chartqa,1792,64,chartqa_val_387,measured,375.525,999.11,438.639,21.557,0.375859,154.191,947.078,222.624,27.864,158.466,946.543,227.346,27.661
chartqa,1792,64,chartqa_val_388,measured,364.259,1129.181,426.916,23.409,0.322587,155.249,1088.139,223.458,28.823,155.992,1099.81,226.498,29.11
chartqa,1792,64,chartqa_val_389,measured,372.763,1554.559,435.082,21.528,0.239787,172.803,1698.89,242.009,28.017,156.146,1685.93,224.595,28.103
chartqa,1792,64,chartqa_val_390,measured,364.787,1006.326,427.221,21.448,0.362494,154.68,1027.437,223.129,29.789,156.169,1037.523,227.952,29.984
chartqa,1792,64,chartqa_val_391,measured,372.667,749.303,435.662,22.403,0.497352,156.155,649.972,224.552,30.387,156.111,632.722,224.58,29.153
chartqa,1792,64,chartqa_val_392,measured,373.159,481.861,436.116,22.873,0.774412,154.79,276.712,223.301,26.706,155.965,281.923,224.281,28.821
chartqa,1792,64,chartqa_val_393,measured,358.143,1257.538,420.719,20.92,0.284797,159.005,1335.099,227.78,27.683,156.167,1364.642,225.027,28.49
chartqa,1792,64,chartqa_val_394,measured,374.387,1072.341,437.433,21.893,0.34913,154.913,1055.441,223.417,28.69,156.045,1023.059,224.585,27.534
chartqa,1792,64,chartqa_val_395,measured,375.076,1859.848,438.159,22.566,0.20167,155.262,2091.968,224.317,29.645,156.063,2130.42,224.945,30.246
chartqa,1792,64,chartqa_val_396,measured,382.856,1150.639,446.353,25.153,0.332733,154.954,1028.254,223.289,28.749,156.203,1025.684,225.273,28.586
chartqa,1792,64,chartqa_val_397,measured,362.779,856.215,425.39,23.935,0.423701,155.519,725.534,229.794,27.541,156.08,777.925,224.786,30.73
chartqa,1792,64,chartqa_val_398,measured,360.333,865.036,422.782,21.06,0.416553,156.847,803.069,225.182,27.518,156.005,835.441,227.275,28.96
chartqa,1792,64,chartqa_val_399,measured,357.518,1136.945,419.749,21.094,0.314455,157.222,1209.358,225.558,28.935,156.105,1219.78,224.59,29.27
chartqa,1792,64,chartqa_val_400,measured,367.206,1315.199,429.927,22.699,0.279202,158.194,1264.144,227.565,26.579,156.835,1431.797,227.294,30.885
chartqa,1792,64,chartqa_val_401,measured,367.524,1800.448,430.214,21.75,0.204129,154.866,2006.105,223.325,28.298,156.079,2044.384,224.44,28.888
