benchmark,resolution,max_new_tokens,sample_id,source,sdpa_ve_ms,sdpa_e2e_ms,sdpa_ttft_ms,sdpa_tpot_ms,sdpa_f_vision,fa2_ve_ms,fa2_e2e_ms,fa2_ttft_ms,fa2_tpot_ms,guide_ve_ms,guide_e2e_ms,guide_ttft_ms,guide_tpot_ms
chartqa,1792,32,chartqa_val_150,approximated,400.241,1002.95,462.936,25.715,0.399063,154.811,757.52,217.506,25.715,156.067,758.776,218.762,25.715
chartqa,1792,32,chartqa_val_151,approximated,412.016,1238.993,475.155,24.64,0.332541,155.378,982.355,218.517,24.64,156.053,983.03,219.192,24.64
chartqa,1792,32,chartqa_val_152,approximated,363.699,620.958,426.373,21.621,0.585705,156.495,413.754,219.169,21.621,156.194,413.453,218.868,21.621
chartqa,1792,32,chartqa_val_153,approximated,379.649,661.583,442.914,21.867,0.57385,156.123,438.057,219.388,21.867,155.926,437.86,219.191,21.867
chartqa,1792,32,chartqa_val_154,approximated,403.826,1170.571,466.303,22.718,0.344982,158.847,925.592,221.324,22.718,155.939,922.684,218.416,22.718
chartqa,1792,32,chartqa_val_155,approximated,519.042,948.002,582.029,26.141,0.547511,155.796,584.756,218.783,26.141,156.012,584.972,218.999,26.141
chartqa,1792,32,chartqa_val_156,approximated,370.928,1211.918,433.615,25.107,0.306067,157.165,998.155,219.852,25.107,156.247,997.237,218.934,25.107
chartqa,1792,32,chartqa_val_157,approximated,388.091,1194.419,450.515,23.997,0.32492,155.103,961.431,217.527,23.997,156.041,962.369,218.465,23.997
chartqa,1792,32,chartqa_val_158,approximated,398.454,1150.926,460.695,22.266,0.346203,155.025,907.497,217.266,22.266,155.949,908.421,218.19,22.266
chartqa,1792,32,chartqa_val_159,approximated,406.469,830.221,470.932,22.456,0.489591,155.502,579.254,219.965,22.456,156.423,580.175,220.886,22.456
chartqa,1792,32,chartqa_val_160,approximated,422.471,1118.527,485.831,26.362,0.377703,155.138,851.194,218.498,26.362,155.873,851.929,219.233,26.362
chartqa,1792,32,chartqa_val_161,approximated,372.4,1231.237,434.844,25.69,0.30246,157.071,1015.908,219.515,25.69,156.27,1015.107,218.714,25.69
chartqa,1792,32,chartqa_val_162,approximated,383.373,1210.744,446.442,24.655,0.316643,155.972,983.343,219.041,24.655,155.856,983.227,218.925,24.655
chartqa,1792,32,chartqa_val_163,approximated,433.827,1261.829,496.594,24.685,0.343808,155.598,983.6,218.365,24.685,156.062,984.064,218.829,24.685
chartqa,1792,32,chartqa_val_164,approximated,379.256,1223.598,441.815,25.219,0.309951,154.288,998.63,216.847,25.219,156.524,1000.866,219.083,25.219
chartqa,1792,32,chartqa_val_165,approximated,391.858,1239.854,455.109,25.314,0.316052,157.173,1005.169,220.424,25.314,156.08,1004.076,219.331,25.314
chartqa,1792,32,chartqa_val_166,approximated,434.099,1227.058,497.764,25.148,0.353772,156.142,949.101,219.807,25.148,155.979,948.938,219.644,25.148
chartqa,1792,32,chartqa_val_167,approximated,371.998,2202.122,878.097,42.71,0.168927,154.666,1984.79,660.765,42.71,156.035,1986.159,662.134,42.71
chartqa,1792,32,chartqa_val_168,approximated,369.033,696.869,431.863,26.501,0.529558,163.003,490.839,225.833,26.501,156.557,484.393,219.387,26.501
chartqa,1792,32,chartqa_val_169,approximated,375.794,1269.985,438.363,26.826,0.295905,155.783,1049.974,218.352,26.826,156.095,1050.286,218.664,26.826
chartqa,1792,32,chartqa_val_170,approximated,394.963,1254.103,457.292,25.704,0.314937,157.626,1016.766,219.955,25.704,155.907,1015.047,218.236,25.704
chartqa,1792,32,chartqa_val_171,approximated,402.422,1195.69,465.35,23.559,0.336561,155.059,948.327,217.987,23.559,155.92,949.188,218.848,23.559
chartqa,1792,32,chartqa_val_172,approximated,391.468,1174.295,454.158,23.23,0.333364,160.327,943.154,223.017,23.23,156.196,939.023,218.886,23.23
chartqa,1792,32,chartqa_val_173,approximated,433.136,1702.339,927.891,24.982,0.254435,158.988,1428.191,653.743,24.982,155.988,1425.191,650.743,24.982
chartqa,1792,32,chartqa_val_174,approximated,392.574,1155.467,455.71,22.573,0.339753,156.715,919.608,219.851,22.573,156.063,918.956,219.199,22.573
chartqa,1792,32,chartqa_val_175,approximated,393.933,1255.684,458.444,25.717,0.31372,157.158,1018.909,221.669,25.717,156.061,1017.812,220.572,25.717
chartqa,1792,32,chartqa_val_176,approximated,355.882,1151.842,417.999,23.672,0.308967,155.889,951.849,218.006,23.672,156.022,951.982,218.139,23.672
chartqa,1792,32,chartqa_val_177,approximated,395.223,1177.552,457.775,23.219,0.335631,159.096,941.425,221.648,23.219,156.093,938.422,218.645,23.219
chartqa,1792,32,chartqa_val_178,approximated,355.319,1156.025,418.326,23.797,0.307363,158.102,958.808,221.109,23.797,156.07,956.776,219.077,23.797
chartqa,1792,32,chartqa_val_179,approximated,440.317,1199.066,503.736,22.43,0.367217,154.915,913.664,218.334,22.43,156.051,914.8,219.47,22.43
chartqa,1792,32,chartqa_val_180,approximated,432.678,876.804,496.315,22.382,0.493471,154.877,599.003,218.514,22.382,156.063,600.189,219.7,22.382
chartqa,1792,32,chartqa_val_181,approximated,421.408,1161.442,484.176,21.847,0.362831,155.261,895.295,218.029,21.847,155.96,895.994,218.728,21.847
chartqa,1792,32,chartqa_val_182,approximated,414.84,1696.722,889.874,26.027,0.244495,157.739,1439.621,632.773,26.027,155.945,1437.827,630.979,26.027
chartqa,1792,32,chartqa_val_183,approximated,357.887,1216.263,420.381,25.674,0.294252,154.467,1012.843,216.961,25.674,156.031,1014.407,218.525,25.674
chartqa,1792,32,chartqa_val_184,approximated,430.865,903.427,493.922,21.553,0.476923,154.762,627.324,217.819,21.553,155.965,628.527,219.022,21.553
chartqa,1792,32,chartqa_val_185,approximated,430.372,514.931,492.93,22.002,0.835786,156.239,240.798,218.797,22.002,155.879,240.438,218.437,22.002
chartqa,1792,32,chartqa_val_186,approximated,368.237,1199.81,430.652,24.812,0.306913,156.565,988.138,218.98,24.812,155.875,987.448,218.29,24.812
chartqa,1792,32,chartqa_val_187,approximated,408.835,1239.144,471.339,24.768,0.329934,154.614,984.923,217.118,24.768,156.105,986.414,218.609,24.768
chartqa,1792,32,chartqa_val_188,approximated,400.352,1265.657,462.837,25.897,0.31632,155.09,1020.395,217.575,25.897,156.028,1021.333,218.513,25.897
chartqa,1792,32,chartqa_val_189,approximated,429.824,1227.161,492.469,23.7,0.350258,156.074,953.411,218.719,23.7,156.127,953.464,218.772,23.7
chartqa,1792,32,chartqa_val_190,approximated,401.341,1232.424,464.106,24.784,0.325652,155.876,986.959,218.641,24.784,156.121,987.204,218.886,24.784
chartqa,1792,32,chartqa_val_191,approximated,432.012,891.506,495.302,23.306,0.484587,157.037,616.531,220.327,23.306,155.927,615.421,219.217,23.306
chartqa,1792,32,chartqa_val_192,approximated,426.8,1250.585,489.597,24.548,0.34128,155.048,978.833,217.845,24.548,155.938,979.723,218.735,24.548
chartqa,1792,32,chartqa_val_193,approximated,527.373,1021.467,969.009,26.229,0.516289,160.348,654.442,601.984,26.229,156.053,650.147,597.689,26.229
chartqa,1792,32,chartqa_val_194,approximated,399.658,1156.087,463.44,23.884,0.345699,154.885,911.314,218.667,23.884,156.584,913.013,220.366,23.884
chartqa,1792,32,chartqa_val_195,approximated,376.835,509.485,439.81,34.837,0.739639,155.501,288.151,218.476,34.837,156.035,288.685,219.01,34.837
chartqa,1792,32,chartqa_val_196,approximated,371.433,878.732,434.313,24.69,0.422692,180.98,688.279,243.86,24.69,156.447,663.746,219.327,24.69
chartqa,1792,32,chartqa_val_197,approximated,454.324,1343.886,517.364,26.662,0.338067,154.926,1044.488,217.966,26.662,156.119,1045.681,219.159,26.662
chartqa,1792,32,chartqa_val_198,approximated,393.198,814.115,457.093,22.314,0.482976,156.026,576.943,219.921,22.314,156.116,577.033,220.011,22.314
chartqa,1792,32,chartqa_val_199,approximated,414.607,1212.748,477.405,23.721,0.341874,157.469,955.61,220.267,23.721,155.825,953.966,218.623,23.721
chartqa,1792,32,chartqa_val_200,approximated,442.831,1174.914,505.584,21.591,0.376905,160.319,892.402,223.072,21.591,155.973,888.056,218.726,21.591
chartqa,1792,32,chartqa_val_201,approximated,440.481,1168.937,503.075,21.479,0.376822,155.903,884.359,218.497,21.479,156.05,884.506,218.644,21.479
chartqa,1792,32,chartqa_val_202,approximated,400.678,642.886,463.026,22.483,0.623249,155.143,397.351,217.491,22.483,157.608,399.816,219.956,22.483
chartqa,1792,32,chartqa_val_203,approximated,359.129,1121.795,421.589,22.587,0.320137,155.842,918.508,218.302,22.587,156.096,918.762,218.556,22.587
chartqa,1792,32,chartqa_val_204,approximated,372.041,1161.063,434.545,23.436,0.320431,157.703,946.725,220.207,23.436,156.014,945.036,218.518,23.436
chartqa,1792,32,chartqa_val_205,approximated,378.973,1199.655,441.311,24.463,0.315902,161.694,982.376,224.032,24.463,156.521,977.203,218.859,24.463
chartqa,1792,32,chartqa_val_206,approximated,369.719,1194.572,431.881,24.603,0.309499,154.67,979.523,216.832,24.603,156.596,981.449,218.758,24.603
chartqa,1792,32,chartqa_val_207,approximated,357.782,1136.452,421.11,23.076,0.314824,155.782,934.452,219.11,23.076,156.002,934.672,219.33,23.076
chartqa,1792,32,chartqa_val_208,approximated,369.791,587.333,432.476,22.122,0.629611,158.778,376.32,221.463,22.122,156.148,373.69,218.833,22.122
chartqa,1792,32,chartqa_val_209,approximated,413.683,679.552,475.74,29.116,0.608758,154.883,420.752,216.94,29.116,155.969,421.838,218.026,29.116
chartqa,1792,32,chartqa_val_210,approximated,366.787,1219.529,429.468,25.486,0.300761,154.892,1007.634,217.573,25.486,156.004,1008.746,218.685,25.486
chartqa,1792,32,chartqa_val_211,approximated,398.342,1195.083,461.092,23.677,0.333318,155.1,951.841,217.85,23.677,155.945,952.686,218.695,23.677
chartqa,1792,32,chartqa_val_212,approximated,423.075,758.644,486.052,24.781,0.557672,155.419,490.988,218.396,24.781,156.087,491.656,219.064,24.781
chartqa,1792,32,chartqa_val_213,approximated,403.139,1146.273,465.437,21.962,0.351695,154.448,897.582,216.746,21.962,156.112,899.246,218.41,21.962
chartqa,1792,32,chartqa_val_214,approximated,413.048,744.98,476.361,22.385,0.554441,155.063,486.995,218.376,22.385,155.865,487.797,219.178,22.385
chartqa,1792,32,chartqa_val_215,approximated,372.843,1215.656,435.384,25.17,0.306702,155.393,998.206,217.934,25.17,155.789,998.602,218.33,25.17
chartqa,1792,32,chartqa_val_216,approximated,398.236,589.526,460.878,21.441,0.675519,156.623,347.913,219.265,21.441,156.158,347.448,218.8,21.441
chartqa,1792,32,chartqa_val_217,approximated,389.97,1144.424,452.689,22.314,0.340757,157.979,912.433,220.698,22.314,155.748,910.202,218.467,22.314
chartqa,1792,32,chartqa_val_218,approximated,397.564,591.448,460.465,21.83,0.672188,155.423,349.307,218.324,21.83,155.793,349.677,218.694,21.83
chartqa,1792,32,chartqa_val_219,approximated,396.788,1223.479,459.133,24.656,0.324311,155.392,982.083,217.737,24.656,156.157,982.848,218.502,24.656
chartqa,1792,32,chartqa_val_220,approximated,366.062,1163.046,429.023,23.678,0.314744,155.779,952.763,218.74,23.678,156.187,953.171,219.148,23.678
chartqa,1792,32,chartqa_val_221,approximated,376.697,1177.143,439.709,23.788,0.32001,155.031,955.477,218.043,23.788,156.004,956.45,219.016,23.788
chartqa,1792,32,chartqa_val_222,approximated,376.351,1214.377,439.233,25.005,0.309913,158.036,996.062,220.918,25.005,156.615,994.641,219.497,25.005
chartqa,1792,32,chartqa_val_223,approximated,388.665,811.036,451.737,22.456,0.47922,186.441,608.812,249.513,22.456,156.707,579.078,219.779,22.456
chartqa,1792,32,chartqa_val_224,approximated,371.27,653.132,434.196,24.326,0.568445,159.349,441.211,222.275,24.326,156.021,437.883,218.947,24.326
chartqa,1792,32,chartqa_val_225,approximated,368.889,862.528,431.151,23.965,0.427684,155.103,648.742,217.365,23.965,156.07,649.709,218.332,23.965
chartqa,1792,32,chartqa_val_226,approximated,402.772,1186.216,464.938,23.267,0.339544,154.453,937.897,216.619,23.267,155.833,939.277,217.999,23.267
chartqa,1792,32,chartqa_val_227,approximated,370.945,1156.745,433.003,23.347,0.32068,154.988,940.788,217.046,23.347,156.01,941.81,218.068,23.347
chartqa,1792,32,chartqa_val_228,approximated,389.686,598.229,452.0,20.89,0.651399,154.395,362.938,216.709,20.89,155.925,364.468,218.239,20.89
chartqa,1792,32,chartqa_val_229,approximated,359.287,907.836,421.507,23.158,0.395762,155.204,703.753,217.424,23.158,156.041,704.59,218.261,23.158
chartqa,1792,32,chartqa_val_230,approximated,500.856,1285.969,563.438,23.307,0.389477,155.435,940.548,218.017,23.307,156.148,941.261,218.73,23.307
chartqa,1792,32,chartqa_val_231,approximated,446.696,954.945,509.489,22.273,0.467771,155.886,664.135,218.679,22.273,156.071,664.32,218.864,22.273
chartqa,1792,32,chartqa_val_232,approximated,400.488,1184.91,464.262,23.247,0.33799,157.221,941.643,220.995,23.247,156.014,940.436,219.788,23.247
chartqa,1792,32,chartqa_val_233,approximated,374.817,1197.046,437.692,24.495,0.313119,154.811,977.04,217.686,24.495,155.929,978.158,218.804,24.495
chartqa,1792,32,chartqa_val_234,approximated,393.646,1184.358,456.829,23.469,0.332371,159.172,949.884,222.355,23.469,156.041,946.753,219.224,23.469
chartqa,1792,32,chartqa_val_235,approximated,392.203,1185.101,454.448,23.569,0.330945,157.046,949.944,219.291,23.569,156.451,949.349,218.696,23.569
chartqa,1792,32,chartqa_val_236,approximated,369.433,604.887,431.469,21.677,0.610747,155.587,391.041,217.623,21.677,156.101,391.555,218.137,21.677
chartqa,1792,32,chartqa_val_237,approximated,410.941,1008.206,473.565,23.245,0.407596,155.532,752.797,218.156,23.245,156.086,753.351,218.71,23.245
chartqa,1792,32,chartqa_val_238,approximated,393.536,1018.004,455.684,20.827,0.386576,156.614,781.082,218.762,20.827,155.904,780.372,218.052,20.827
chartqa,1792,32,chartqa_val_239,approximated,425.263,1213.79,489.354,23.369,0.350359,155.39,943.917,219.481,23.369,155.871,944.398,219.962,23.369
chartqa,1792,32,chartqa_val_240,approximated,386.09,1197.885,449.39,24.145,0.322309,170.785,982.58,234.085,24.145,156.188,967.983,219.488,24.145
chartqa,1792,32,chartqa_val_241,approximated,381.074,1194.077,444.091,24.193,0.319137,154.565,967.568,217.582,24.193,155.808,968.811,218.825,24.193
chartqa,1792,32,chartqa_val_242,approximated,354.539,1040.713,416.732,23.11,0.34067,157.191,843.365,219.384,23.11,155.801,841.975,217.994,23.11
chartqa,1792,32,chartqa_val_243,approximated,364.088,1182.253,426.353,24.384,0.307962,156.469,974.634,218.734,24.384,155.943,974.108,218.208,24.384
chartqa,1792,32,chartqa_val_244,approximated,375.615,1193.006,437.679,24.365,0.314848,154.492,971.883,216.556,24.365,155.718,973.109,217.782,24.365
chartqa,1792,32,chartqa_val_245,approximated,404.312,999.697,466.793,24.223,0.404434,160.363,755.748,222.844,24.223,155.875,751.26,218.356,24.223
chartqa,1792,32,chartqa_val_246,approximated,432.611,1247.404,495.789,24.246,0.346809,160.291,975.084,223.469,24.246,156.019,970.812,219.197,24.246
chartqa,1792,32,chartqa_val_247,approximated,407.151,1170.371,470.859,22.565,0.347882,157.132,920.352,220.84,22.565,155.761,918.981,219.469,22.565
chartqa,1792,32,chartqa_val_248,approximated,366.859,1107.919,429.668,21.879,0.331124,156.256,897.316,219.065,21.879,156.645,897.705,219.454,21.879
chartqa,1792,32,chartqa_val_249,approximated,438.757,1244.605,501.813,23.961,0.352527,154.561,960.409,217.617,23.961,156.083,961.931,219.139,23.961
chartqa,1792,32,chartqa_val_250,approximated,373.88,819.061,436.543,23.907,0.456474,157.04,602.221,219.703,23.907,155.929,601.11,218.592,23.907
chartqa,1792,32,chartqa_val_251,approximated,408.704,1217.383,478.306,23.841,0.335724,155.237,963.916,224.839,23.841,155.868,964.547,225.47,23.841
chartqa,1792,32,chartqa_val_252,approximated,372.558,593.232,435.422,22.544,0.628013,154.528,375.202,217.392,22.544,156.097,376.771,218.961,22.544
chartqa,1792,32,chartqa_val_253,approximated,395.921,1032.839,458.571,23.928,0.383333,159.112,796.03,221.762,23.928,156.024,792.942,218.674,23.928
chartqa,1792,32,chartqa_val_254,approximated,406.751,1261.561,470.512,25.518,0.322419,158.11,1012.92,221.871,25.518,156.559,1011.369,220.32,25.518
chartqa,1792,32,chartqa_val_255,approximated,367.499,1147.38,429.717,23.15,0.320294,158.387,938.268,220.605,23.15,155.949,935.83,218.167,23.15
chartqa,1792,32,chartqa_val_256,approximated,369.744,936.864,431.782,24.052,0.394661,154.998,722.118,217.036,24.052,156.059,723.179,218.097,24.052
chartqa,1792,32,chartqa_val_257,approximated,408.808,1161.026,471.43,22.245,0.352109,157.173,909.391,219.795,22.245,155.964,908.182,218.586,22.245
chartqa,1792,32,chartqa_val_258,approximated,396.001,759.574,458.25,21.523,0.521346,155.783,519.356,218.032,21.523,156.02,519.593,218.269,21.523
chartqa,1792,32,chartqa_val_259,approximated,389.073,1156.556,451.357,22.748,0.336406,159.277,926.76,221.561,22.748,155.958,923.441,218.242,22.748
chartqa,1792,32,chartqa_val_260,approximated,436.257,1244.698,499.812,24.029,0.350492,157.49,965.931,221.045,24.029,156.18,964.621,219.735,24.029
chartqa,1792,32,chartqa_val_261,approximated,368.89,1199.658,431.14,24.791,0.307496,163.498,994.266,225.748,24.791,156.057,986.825,218.307,24.791
chartqa,1792,32,chartqa_val_262,approximated,402.371,1233.844,465.447,24.787,0.326112,155.598,987.071,218.674,24.787,156.16,987.633,219.236,24.787
chartqa,1792,32,chartqa_val_263,approximated,397.689,1261.974,459.93,25.872,0.315133,165.14,1029.425,227.381,25.872,155.987,1020.272,218.228,25.872
chartqa,1792,32,chartqa_val_264,approximated,367.75,1213.88,429.958,25.288,0.302954,158.499,1004.629,220.707,25.288,156.055,1002.185,218.263,25.288
chartqa,1792,32,chartqa_val_265,approximated,360.8,1174.459,423.125,24.237,0.307205,157.99,971.649,220.315,24.237,156.137,969.796,218.462,24.237
chartqa,1792,32,chartqa_val_266,approximated,412.172,1158.672,475.122,22.05,0.355728,155.5,902.0,218.45,22.05,156.59,903.09,219.54,22.05
chartqa,1792,32,chartqa_val_267,approximated,387.824,1195.207,449.858,24.044,0.324482,157.357,964.74,219.391,24.044,155.901,963.284,217.935,24.044
chartqa,1792,32,chartqa_val_268,approximated,548.211,1111.286,610.952,26.333,0.493312,154.9,717.975,217.641,26.333,155.923,718.998,218.664,26.333
chartqa,1792,32,chartqa_val_269,approximated,399.038,1189.966,462.13,23.479,0.335335,156.614,947.542,219.706,23.479,156.107,947.035,219.199,23.479
chartqa,1792,32,chartqa_val_270,approximated,460.212,938.82,522.82,21.895,0.490202,155.269,633.877,217.877,21.895,156.231,634.839,218.839,21.895
chartqa,1792,32,chartqa_val_271,approximated,414.749,1218.986,477.94,23.905,0.340241,155.164,959.401,218.355,23.905,156.146,960.383,219.337,23.905
chartqa,1792,32,chartqa_val_272,approximated,419.031,1149.367,481.788,21.535,0.364575,155.457,885.793,218.214,21.535,155.821,886.157,218.578,21.535
chartqa,1792,32,chartqa_val_273,approximated,401.55,1195.32,465.137,23.554,0.335935,155.731,949.501,219.318,23.554,155.76,949.53,219.347,23.554
chartqa,1792,32,chartqa_val_274,approximated,444.961,1225.755,507.505,23.169,0.363009,154.916,935.71,217.46,23.169,156.053,936.847,218.597,23.169
chartqa,1792,32,chartqa_val_275,approximated,409.635,1289.498,471.8,26.377,0.31767,155.662,1035.525,217.827,26.377,156.139,1036.002,218.304,26.377
