benchmark,resolution,sample_id,fa2_ve_ms,fa2_ttft_ms,fa2_e2e_ms,fa2_tpot_ms,fa2_f_vision,fa2_prefill_ms,fa2_decode_ms,guide_ve_ms,guide_ttft_ms,guide_e2e_ms,guide_tpot_ms,guide_f_vision,guide_prefill_ms,guide_decode_ms,ve_speedup,ttft_speedup,e2e_speedup
chartqa,1792,chartqa_val_90,155.066,223.704,1486.57,28.701,0.104311,221.262,1262.866,156.036,224.191,1393.193,28.512,0.111999,221.922,1169.002,0.9938,0.9978,1.067
chartqa,1792,chartqa_val_91,155.236,224.017,1990.049,28.484,0.078006,221.657,1766.032,155.978,224.256,1934.443,27.584,0.080632,221.955,1710.187,0.9952,0.9989,1.0287
chartqa,1792,chartqa_val_92,155.983,224.798,599.345,28.811,0.260256,222.36,374.547,155.926,225.937,609.139,29.477,0.255978,223.584,383.202,1.0004,0.995,0.9839
chartqa,1792,chartqa_val_93,154.993,224.216,1513.492,29.983,0.102407,221.515,1289.277,156.057,224.672,1408.963,27.542,0.11076,222.152,1184.29,0.9932,0.998,1.0742
chartqa,1792,chartqa_val_94,156.464,225.148,2014.968,29.83,0.077651,222.721,1789.819,156.391,225.915,1858.766,27.214,0.084137,222.683,1632.851,1.0005,0.9966,1.084
chartqa,1792,chartqa_val_95,157.279,225.984,1992.018,28.032,0.078955,223.653,1766.035,155.862,224.164,1944.895,27.313,0.080139,221.892,1720.73,1.0091,1.0081,1.0242
chartqa,1792,chartqa_val_96,159.182,228.431,1188.464,29.092,0.133939,225.956,960.033,156.261,225.99,1134.262,27.523,0.137765,222.606,908.272,1.0187,1.0108,1.0478
chartqa,1792,chartqa_val_97,155.072,223.417,2054.078,29.058,0.075495,221.196,1830.661,156.006,224.585,2175.346,30.964,0.071716,222.208,1950.761,0.994,0.9948,0.9443
chartqa,1792,chartqa_val_98,155.916,224.292,2039.31,28.81,0.076455,222.07,1815.017,156.051,224.413,2128.751,30.228,0.073306,222.063,1904.338,0.9991,0.9995,0.958
chartqa,1792,chartqa_val_99,156.611,225.219,2109.15,29.904,0.074253,222.985,1883.931,156.123,224.772,2019.194,28.483,0.07732,222.345,1794.423,1.0031,1.002,1.0446
chartqa,448,chartqa_val_0,32.878,74.459,533.787,28.708,0.061595,62.691,459.328,18.811,50.405,539.662,30.579,0.034858,47.508,489.257,1.7478,1.4772,0.9891
chartqa,448,chartqa_val_1,23.412,56.277,2001.66,30.879,0.011696,51.712,1945.382,27.121,60.756,1898.925,29.177,0.014282,57.302,1838.169,0.8632,0.9263,1.0541
chartqa,448,chartqa_val_10,23.47,58.783,1908.302,29.357,0.012299,55.936,1849.519,16.995,50.787,1834.503,28.313,0.009264,48.056,1783.716,1.381,1.1574,1.0402
chartqa,448,chartqa_val_100,37.244,85.415,1718.812,30.248,0.021669,82.301,1633.397,18.344,52.246,1661.286,29.797,0.011042,49.269,1609.04,2.0303,1.6349,1.0346
chartqa,448,chartqa_val_101,34.087,76.377,1821.79,27.705,0.018711,73.42,1745.414,18.292,48.763,2003.877,31.034,0.009128,45.713,1955.114,1.8635,1.5663,0.9091
chartqa,448,chartqa_val_102,21.456,49.794,339.443,32.183,0.06321,47.058,289.649,19.886,59.763,489.282,33.04,0.040642,56.401,429.519,1.079,0.8332,0.6938
chartqa,448,chartqa_val_103,21.457,49.739,1101.151,29.206,0.019486,47.038,1051.412,33.132,76.858,1254.329,32.708,0.026414,70.956,1177.47,0.6476,0.6472,0.8779
chartqa,448,chartqa_val_104,23.637,55.256,408.886,32.148,0.057808,52.139,353.63,39.947,75.498,426.287,31.89,0.093709,69.415,350.79,0.5917,0.7319,0.9592
chartqa,448,chartqa_val_105,23.53,54.494,1820.451,30.982,0.012926,51.67,1765.957,18.648,50.913,1827.9,31.175,0.010202,47.812,1776.987,1.2618,1.0703,0.9959
chartqa,448,chartqa_val_106,21.394,52.02,990.411,27.6,0.021601,47.876,938.391,18.77,51.865,1165.562,32.756,0.016103,48.635,1113.698,1.1398,1.003,0.8497
chartqa,448,chartqa_val_107,24.664,59.705,2001.154,30.817,0.012325,56.373,1941.449,20.902,67.028,2066.564,31.739,0.010114,63.738,1999.536,1.18,0.8907,0.9683
chartqa,448,chartqa_val_108,26.302,57.328,419.876,30.212,0.062642,54.343,362.548,22.908,54.877,422.683,30.65,0.054196,51.496,367.806,1.1482,1.0447,0.9934
chartqa,448,chartqa_val_109,23.321,54.001,1979.103,30.557,0.011784,51.286,1925.102,18.155,49.737,2017.836,31.24,0.008997,46.903,1968.098,1.2845,1.0857,0.9808
chartqa,448,chartqa_val_11,34.216,81.761,1907.601,28.982,0.017936,77.926,1825.841,17.388,50.552,1807.663,27.891,0.009619,47.857,1757.111,1.9678,1.6174,1.0553
chartqa,448,chartqa_val_110,28.302,72.425,576.535,29.654,0.04909,69.451,504.11,27.643,79.139,541.725,27.211,0.051028,75.667,462.587,1.0238,0.9152,1.0643
chartqa,448,chartqa_val_111,22.933,53.663,1950.769,30.113,0.011756,50.695,1897.106,22.315,65.821,1924.837,29.508,0.011593,62.791,1859.016,1.0277,0.8153,1.0135
chartqa,448,chartqa_val_112,23.539,54.98,518.651,28.979,0.045385,51.864,463.671,17.36,47.936,454.725,31.292,0.038178,44.996,406.79,1.3559,1.1469,1.1406
chartqa,448,chartqa_val_113,23.554,64.453,1980.579,30.415,0.011893,61.946,1916.127,16.936,46.935,1880.426,29.103,0.009006,44.198,1833.49,1.3908,1.3732,1.0533
chartqa,448,chartqa_val_114,23.781,54.77,408.445,29.473,0.058224,51.796,353.676,19.232,52.69,457.444,33.73,0.042042,49.323,404.754,1.2365,1.0395,0.8929
chartqa,448,chartqa_val_115,24.201,55.574,2054.736,31.733,0.011778,52.566,1999.163,18.818,50.52,2055.062,31.818,0.009157,47.508,2004.542,1.2861,1.1,0.9998
chartqa,448,chartqa_val_116,24.36,55.833,310.594,28.307,0.078432,52.767,254.761,18.494,50.437,324.986,30.505,0.056907,47.081,274.549,1.3172,1.107,0.9557
chartqa,448,chartqa_val_117,22.558,52.904,821.855,30.758,0.027448,49.776,768.951,17.634,55.487,890.763,33.411,0.019796,52.433,835.276,1.2792,0.9534,0.9226
chartqa,448,chartqa_val_118,22.079,52.382,1144.529,28.741,0.019291,49.723,1092.147,19.176,51.17,1209.163,30.473,0.015859,48.015,1157.993,1.1514,1.0237,0.9465
chartqa,448,chartqa_val_119,21.676,50.221,1806.393,27.876,0.011999,47.481,1756.172,19.852,53.649,1959.013,30.244,0.010134,48.515,1905.364,1.0919,0.9361,0.9221
chartqa,448,chartqa_val_12,37.466,75.443,983.974,29.307,0.038076,72.015,908.531,17.055,46.483,886.826,27.108,0.019232,43.718,840.343,2.1968,1.623,1.1095
chartqa,448,chartqa_val_120,21.637,50.446,1865.434,28.809,0.011599,47.72,1814.988,24.903,69.071,1937.174,29.652,0.012855,66.095,1868.103,0.8689,0.7303,0.963
chartqa,448,chartqa_val_121,21.771,50.56,1808.782,27.908,0.012036,47.764,1758.222,17.129,47.507,1903.218,29.456,0.009,44.461,1855.711,1.271,1.0643,0.9504
chartqa,448,chartqa_val_122,24.083,59.316,1005.2,28.663,0.023958,53.794,945.883,26.812,57.63,1028.891,29.432,0.026059,54.793,971.26,0.8982,1.0293,0.977
chartqa,448,chartqa_val_123,23.554,69.568,2024.174,31.025,0.011637,66.831,1954.606,20.998,57.544,1948.014,30.007,0.010779,55.146,1890.47,1.1217,1.209,1.0391
chartqa,448,chartqa_val_124,22.054,56.375,931.92,26.532,0.023665,53.337,875.545,16.999,51.818,975.186,27.981,0.017432,49.011,923.368,1.2974,1.0879,0.9556
chartqa,448,chartqa_val_125,33.024,70.193,1809.301,27.605,0.018252,67.308,1739.108,16.868,46.814,1906.734,29.523,0.008847,44.044,1859.92,1.9578,1.4994,0.9489
chartqa,448,chartqa_val_126,23.876,56.127,1443.132,30.152,0.016544,52.878,1387.006,16.97,46.893,1419.804,29.846,0.011952,44.14,1372.911,1.407,1.1969,1.0164
chartqa,448,chartqa_val_127,21.913,51.413,863.715,25.384,0.02537,48.244,812.302,17.022,46.616,1001.95,28.95,0.016989,43.869,955.334,1.2873,1.1029,0.862
chartqa,448,chartqa_val_128,24.877,57.301,1609.434,31.676,0.015457,54.184,1552.133,18.483,50.779,1516.603,29.915,0.012187,47.861,1465.825,1.3459,1.1284,1.0612
chartqa,448,chartqa_val_129,23.907,54.768,1946.13,30.022,0.012284,51.792,1891.362,17.135,47.817,1934.403,29.946,0.008858,44.908,1886.586,1.3952,1.1454,1.0061
chartqa,448,chartqa_val_13,24.407,68.414,1991.058,30.518,0.012258,65.757,1922.645,16.91,56.314,1942.57,29.941,0.008705,53.441,1886.256,1.4433,1.2149,1.025
chartqa,448,chartqa_val_130,24.759,58.525,1090.218,30.344,0.02271,55.278,1031.694,29.933,66.934,1153.773,31.966,0.025944,61.053,1086.839,0.8271,0.8744,0.9449
chartqa,448,chartqa_val_131,23.946,55.067,1722.916,31.469,0.013898,52.22,1667.849,18.484,50.341,1675.181,30.657,0.011034,47.226,1624.841,1.2955,1.0939,1.0285
chartqa,448,chartqa_val_132,23.839,55.098,1978.681,30.533,0.012048,52.077,1923.583,18.291,50.631,1940.671,30.001,0.009425,47.283,1890.039,1.3033,1.0882,1.0196
chartqa,448,chartqa_val_133,24.94,56.82,1941.406,29.914,0.012846,53.588,1884.586,18.883,52.825,2044.375,31.612,0.009236,48.359,1991.55,1.3208,1.0756,0.9496
chartqa,448,chartqa_val_134,24.44,59.886,1014.815,30.804,0.024083,56.721,954.929,18.506,50.259,1014.088,31.091,0.018249,47.267,963.83,1.3207,1.1915,1.0007
chartqa,448,chartqa_val_135,46.963,102.982,2058.296,31.037,0.022817,86.106,1955.314,18.232,48.743,1901.422,29.408,0.009588,45.693,1852.679,2.5759,2.1128,1.0825
chartqa,448,chartqa_val_136,22.536,52.433,1173.408,28.743,0.019205,49.37,1120.975,18.154,55.12,1400.17,32.806,0.012966,52.117,1345.05,1.2414,0.9513,0.838
chartqa,448,chartqa_val_137,21.991,55.806,803.364,29.902,0.027374,53.077,747.558,18.363,54.216,791.597,29.495,0.023197,51.124,737.382,1.1976,1.0293,1.0149
chartqa,448,chartqa_val_138,21.734,50.74,1161.541,29.232,0.018711,47.989,1110.801,78.768,171.993,1095.632,27.989,0.071893,168.838,923.64,0.2759,0.295,1.0602
chartqa,448,chartqa_val_139,97.898,175.761,2117.276,30.818,0.046238,160.206,1941.516,16.804,45.853,771.079,26.86,0.021793,43.09,725.226,5.8259,3.8331,2.7459
chartqa,448,chartqa_val_14,28.846,72.59,1025.103,28.864,0.02814,69.122,952.513,19.206,51.152,984.217,28.275,0.019514,48.108,933.065,1.5019,1.4191,1.0415
chartqa,448,chartqa_val_140,24.94,57.128,1141.49,30.121,0.021848,53.966,1084.362,16.784,45.925,1053.964,28.001,0.015925,43.226,1008.038,1.4859,1.2439,1.083
chartqa,448,chartqa_val_141,24.416,55.89,2009.885,31.016,0.012148,52.881,1953.996,16.564,45.158,1809.263,28.002,0.009155,42.93,1764.105,1.474,1.2377,1.1109
chartqa,448,chartqa_val_142,24.863,57.741,642.965,32.512,0.038669,54.814,585.224,17.564,48.304,624.368,32.004,0.028131,45.497,576.064,1.4156,1.1954,1.0298
chartqa,448,chartqa_val_143,24.583,58.0,1600.522,31.48,0.015359,55.098,1542.522,17.366,47.239,1734.312,29.598,0.010013,45.123,1687.074,1.4156,1.2278,0.9229
chartqa,448,chartqa_val_144,24.015,55.625,966.677,31.416,0.024843,52.743,911.053,17.158,47.561,855.555,27.862,0.020055,44.802,807.993,1.3996,1.1696,1.1299
chartqa,448,chartqa_val_145,24.477,57.069,1860.871,30.063,0.013153,53.795,1803.802,18.144,55.327,1822.895,28.057,0.009954,45.049,1767.568,1.349,1.0315,1.0208
chartqa,448,chartqa_val_146,25.303,65.423,1666.016,31.384,0.015188,61.916,1600.593,17.611,56.467,1516.231,30.412,0.011615,53.409,1459.764,1.4368,1.1586,1.0988
chartqa,448,chartqa_val_147,24.811,58.393,1921.153,29.568,0.012915,55.244,1862.761,17.852,49.064,1912.499,29.578,0.009335,46.153,1863.435,1.3898,1.1901,1.0045
chartqa,448,chartqa_val_148,24.229,56.188,663.959,31.988,0.036492,53.058,607.772,17.034,46.813,861.133,28.08,0.019781,44.376,814.32,1.4224,1.2003,0.771
chartqa,448,chartqa_val_149,23.91,55.329,2005.27,30.951,0.011924,52.458,1949.94,17.061,50.874,1902.818,29.396,0.008966,45.356,1851.944,1.4014,1.0876,1.0538
chartqa,448,chartqa_val_15,22.292,51.083,1929.675,29.819,0.011552,48.302,1878.592,17.391,47.568,1911.326,29.583,0.009099,44.701,1863.758,1.2818,1.0739,1.0096
chartqa,448,chartqa_val_150,21.7,51.084,1156.892,28.354,0.018757,47.977,1105.809,18.322,50.381,697.542,32.358,0.026266,47.166,647.161,1.1844,1.014,1.6585
chartqa,448,chartqa_val_151,34.121,75.384,1871.154,28.504,0.018235,72.593,1795.77,17.821,48.266,1930.62,29.879,0.009231,45.422,1882.354,1.9147,1.5618,0.9692
chartqa,448,chartqa_val_152,20.91,48.265,304.842,28.508,0.068595,46.31,256.576,21.43,55.922,309.657,28.193,0.069206,52.875,253.735,0.9757,0.8631,0.9845
chartqa,448,chartqa_val_153,21.238,49.31,299.044,24.973,0.071019,46.535,249.734,17.668,48.999,997.014,30.581,0.017721,45.92,948.015,1.2021,1.0063,0.2999
chartqa,448,chartqa_val_154,38.519,86.393,1894.75,30.139,0.02033,79.963,1808.356,17.739,48.28,1849.199,30.015,0.009593,45.46,1800.919,2.1714,1.7894,1.0246
chartqa,448,chartqa_val_155,32.804,64.274,718.693,28.453,0.045644,58.679,654.419,17.127,46.473,720.083,29.287,0.023785,43.702,673.611,1.9153,1.383,0.9981
chartqa,448,chartqa_val_156,30.643,63.289,1957.431,30.066,0.015655,59.962,1894.141,17.057,46.439,1806.949,27.945,0.00944,43.744,1760.51,1.7965,1.3628,1.0833
chartqa,448,chartqa_val_157,22.055,50.774,1788.026,27.575,0.012335,48.5,1737.252,17.04,49.137,1817.997,28.077,0.009373,46.231,1768.859,1.2943,1.0333,0.9835
chartqa,448,chartqa_val_158,21.682,50.522,957.097,28.33,0.022654,47.785,906.575,16.971,52.754,922.491,28.991,0.018397,49.882,869.737,1.2776,0.9577,1.0375
chartqa,448,chartqa_val_159,21.627,49.964,484.085,27.133,0.044676,47.254,434.121,17.527,207.902,676.143,29.265,0.025922,205.014,468.24,1.2339,0.2403,0.716
chartqa,448,chartqa_val_16,29.722,75.837,966.01,29.672,0.030768,72.171,890.174,22.59,68.831,945.818,29.233,0.023884,65.321,876.987,1.3157,1.1018,1.0213
chartqa,448,chartqa_val_160,35.266,75.659,760.182,28.522,0.046392,66.918,684.523,19.585,53.86,800.211,31.098,0.024474,49.946,746.351,1.8007,1.4047,0.95
chartqa,448,chartqa_val_161,21.743,63.509,1843.634,28.256,0.011793,60.521,1780.125,22.887,68.612,1915.037,29.308,0.011951,65.142,1846.425,0.95,0.9256,0.9627
chartqa,448,chartqa_val_162,24.317,56.127,1137.374,33.789,0.02138,53.181,1081.247,46.316,85.326,338.086,28.084,0.136996,78.027,252.76,0.525,0.6578,3.3642
chartqa,448,chartqa_val_163,43.52,98.323,1889.765,28.436,0.023029,94.329,1791.441,18.839,51.416,1979.318,30.602,0.009518,48.373,1927.902,2.3101,1.9123,0.9548
chartqa,448,chartqa_val_164,105.524,180.358,1324.122,28.594,0.079693,153.612,1143.765,17.262,46.59,1207.899,29.033,0.014291,43.698,1161.308,6.1131,3.8712,1.0962
chartqa,448,chartqa_val_165,21.372,50.277,1058.178,28.797,0.020197,47.569,1007.901,16.94,45.635,1277.186,29.323,0.013264,43.416,1231.55,1.2616,1.1017,0.8285
chartqa,448,chartqa_val_166,21.551,49.843,1845.136,28.497,0.01168,47.178,1795.294,16.795,46.042,1874.022,29.016,0.008962,43.27,1827.98,1.2832,1.0826,0.9846
chartqa,448,chartqa_val_167,21.467,55.454,1424.366,27.937,0.015071,51.592,1368.912,18.241,70.854,1531.538,29.81,0.01191,65.408,1460.685,1.1769,0.7827,0.93
chartqa,448,chartqa_val_168,22.858,51.28,364.156,31.288,0.062769,49.039,312.876,17.291,51.689,367.391,31.57,0.047064,48.851,315.701,1.322,0.9921,0.9912
chartqa,448,chartqa_val_169,26.6,71.009,1775.339,27.053,0.014983,68.183,1704.331,17.402,55.187,1876.511,28.91,0.009273,52.323,1821.324,1.5286,1.2867,0.9461
chartqa,448,chartqa_val_17,22.151,56.695,1826.181,28.087,0.01213,53.694,1769.486,17.386,52.748,1887.445,29.122,0.009211,49.732,1834.697,1.2741,1.0748,0.9675
chartqa,448,chartqa_val_170,24.107,62.076,938.992,27.404,0.025673,50.225,876.916,33.543,69.039,968.306,28.102,0.034641,61.102,899.267,0.7187,0.8991,0.9697
chartqa,448,chartqa_val_171,21.625,55.515,1778.742,27.353,0.012158,47.415,1723.227,18.322,48.431,1903.44,29.445,0.009626,45.575,1855.008,1.1803,1.1463,0.9345
chartqa,448,chartqa_val_172,38.301,80.675,1532.205,26.391,0.024997,77.755,1451.529,17.626,48.094,1641.507,28.971,0.010738,45.23,1593.413,2.173,1.6774,0.9334
chartqa,448,chartqa_val_173,24.982,76.291,1842.384,28.033,0.01356,73.397,1766.093,18.87,73.05,1935.808,29.568,0.009748,70.055,1862.758,1.3239,1.0444,0.9517
chartqa,448,chartqa_val_174,24.701,57.63,1071.871,30.735,0.023044,54.213,1014.241,18.288,60.979,1683.552,29.501,0.010863,57.982,1622.573,1.3507,0.9451,0.6367
chartqa,448,chartqa_val_175,22.646,52.815,1878.206,28.974,0.012057,49.79,1825.391,17.175,47.719,1905.769,29.493,0.009012,44.902,1858.05,1.3185,1.1068,0.9855
chartqa,448,chartqa_val_176,25.012,57.441,2089.006,32.247,0.011973,54.454,2031.565,21.752,65.949,1884.772,28.87,0.011541,57.004,1818.823,1.1499,0.871,1.1084
chartqa,448,chartqa_val_177,25.634,59.843,2141.022,33.035,0.011973,57.045,2081.179,19.676,49.477,1827.565,28.224,0.010766,46.586,1778.089,1.3028,1.2095,1.1715
chartqa,448,chartqa_val_178,25.45,58.073,2068.676,31.914,0.012302,54.904,2010.603,17.096,46.537,1841.448,28.491,0.009284,43.745,1794.912,1.4887,1.2479,1.1234
chartqa,448,chartqa_val_179,24.939,56.971,1967.207,30.321,0.012677,53.906,1910.236,16.955,46.744,1833.469,28.361,0.009247,43.951,1786.724,1.4709,1.2188,1.0729
chartqa,448,chartqa_val_18,24.48,62.13,489.271,30.51,0.050033,58.813,427.142,16.906,51.011,483.195,30.87,0.034988,48.217,432.184,1.448,1.218,1.0126
chartqa,448,chartqa_val_180,24.604,56.521,652.245,31.354,0.037723,53.47,595.724,21.35,64.879,624.011,29.428,0.034214,61.885,559.132,1.1524,0.8712,1.0452
chartqa,448,chartqa_val_181,33.108,78.211,1105.601,30.217,0.029946,75.171,1027.39,16.487,47.063,924.294,26.583,0.017838,42.717,877.231,2.0081,1.6618,1.1962
chartqa,448,chartqa_val_182,39.297,83.705,2032.132,30.927,0.019338,77.847,1948.427,17.157,55.046,1805.979,27.793,0.0095,52.99,1750.933,2.2904,1.5206,1.1252
chartqa,448,chartqa_val_183,24.927,56.707,1944.376,29.963,0.01282,53.988,1887.669,43.321,87.599,1891.738,28.637,0.0229,84.358,1804.14,0.5754,0.6473,1.0278
chartqa,448,chartqa_val_184,25.75,58.017,1955.801,30.124,0.013166,54.824,1897.784,18.003,48.818,1856.807,28.698,0.009696,45.882,1807.989,1.4303,1.1884,1.0533
chartqa,448,chartqa_val_185,25.564,58.269,1589.52,30.625,0.016083,55.277,1531.251,17.939,48.918,1515.547,29.333,0.011836,45.93,1466.629,1.4251,1.1912,1.0488
chartqa,448,chartqa_val_186,24.555,56.63,778.195,31.372,0.031553,53.583,721.564,17.806,48.259,706.687,28.627,0.025196,45.413,658.429,1.379,1.1735,1.1012
chartqa,448,chartqa_val_187,23.77,55.299,1815.559,29.835,0.013092,52.389,1760.26,17.237,47.7,1773.394,29.249,0.00972,44.913,1725.694,1.379,1.1593,1.0238
chartqa,448,chartqa_val_188,34.222,68.155,2011.44,30.846,0.017013,62.699,1943.285,17.688,48.189,2001.164,31.0,0.008839,45.356,1952.975,1.9348,1.4143,1.0051
chartqa,448,chartqa_val_189,22.525,51.916,1800.876,28.671,0.012508,49.302,1748.96,18.286,49.473,1883.345,30.063,0.009709,46.536,1833.872,1.2318,1.0494,0.9562
chartqa,448,chartqa_val_19,28.132,66.614,2094.143,32.183,0.013434,62.59,2027.529,16.794,45.834,1934.983,29.987,0.008679,43.069,1889.15,1.6751,1.4534,1.0823
chartqa,448,chartqa_val_190,22.285,51.352,903.739,28.413,0.024658,48.513,852.388,28.243,69.819,966.143,29.877,0.029233,63.067,896.324,0.789,0.7355,0.9354
chartqa,448,chartqa_val_191,21.954,50.804,524.863,27.886,0.041828,48.07,474.058,16.983,46.691,552.496,29.753,0.03074,43.87,505.805,1.2927,1.0881,0.95
chartqa,448,chartqa_val_192,30.086,62.106,1787.296,27.384,0.016833,56.297,1725.19,17.059,46.638,1812.268,28.026,0.009413,43.857,1765.629,1.7636,1.3317,0.9862
chartqa,448,chartqa_val_193,22.043,55.629,1483.778,28.563,0.014856,52.732,1428.149,16.905,51.995,1560.131,30.778,0.010835,49.165,1508.136,1.3039,1.0699,0.9511
chartqa,448,chartqa_val_194,26.122,60.255,954.476,31.936,0.027368,57.265,894.221,18.479,49.601,893.44,30.137,0.020682,46.686,843.838,1.4136,1.2148,1.0683
chartqa,448,chartqa_val_195,23.728,54.803,1600.86,29.732,0.014822,51.939,1546.057,17.303,48.375,1716.098,29.781,0.010083,45.354,1667.722,1.3713,1.1329,0.9328
chartqa,448,chartqa_val_196,23.874,55.025,849.892,31.795,0.02809,52.153,794.867,16.957,45.72,789.112,29.736,0.021488,43.488,743.393,1.4079,1.2035,1.077
chartqa,448,chartqa_val_197,24.649,57.387,1057.087,32.248,0.023318,53.616,999.7,17.003,46.476,945.8,29.977,0.017977,43.747,899.325,1.4497,1.2348,1.1177
chartqa,448,chartqa_val_198,24.623,57.033,516.78,32.839,0.047646,53.886,459.747,17.0,46.641,477.302,30.761,0.035617,43.881,430.661,1.4484,1.2228,1.0827
chartqa,448,chartqa_val_199,24.403,56.151,2010.797,31.026,0.012136,53.095,1954.647,17.893,47.097,1907.616,29.532,0.00938,44.395,1860.518,1.3638,1.1922,1.0541
chartqa,448,chartqa_val_2,22.101,63.174,1706.553,26.941,0.012951,60.116,1643.38,19.052,61.429,1824.474,28.902,0.010442,58.482,1763.045,1.16,1.0284,0.9354
chartqa,448,chartqa_val_20,25.26,56.863,586.658,31.164,0.043057,54.342,529.795,38.245,75.396,568.727,29.019,0.067248,66.585,493.33,0.6605,0.7542,1.0315
chartqa,448,chartqa_val_200,30.963,76.748,1236.832,33.145,0.025034,73.585,1160.083,17.345,47.266,1136.27,31.114,0.015265,44.516,1089.004,1.7851,1.6237,1.0885
chartqa,448,chartqa_val_201,24.16,55.597,711.896,31.252,0.033938,52.687,656.299,16.818,46.17,670.76,29.742,0.025074,43.468,624.59,1.4366,1.2042,1.0613
chartqa,448,chartqa_val_202,24.124,55.687,312.583,32.112,0.077176,52.865,256.896,16.962,46.358,284.392,29.754,0.059642,43.599,238.034,1.4222,1.2012,1.0991
chartqa,448,chartqa_val_203,23.537,54.909,1960.944,30.255,0.012003,52.072,1906.035,16.91,52.953,1893.137,29.209,0.008932,50.114,1840.184,1.3919,1.0369,1.0358
chartqa,448,chartqa_val_204,24.606,56.971,1370.087,31.265,0.017959,53.725,1313.116,17.256,49.68,1279.938,29.292,0.013482,46.908,1230.259,1.4259,1.1468,1.0704
chartqa,448,chartqa_val_205,23.242,59.229,1835.463,28.194,0.012663,50.102,1776.234,17.589,52.978,1920.763,29.647,0.009157,49.988,1867.786,1.3214,1.118,0.9556
chartqa,448,chartqa_val_206,22.081,50.958,1733.153,26.702,0.01274,48.172,1682.195,17.057,47.127,1985.931,30.775,0.008589,44.37,1938.804,1.2945,1.0813,0.8727
