benchmark,resolution,sample_id,fa2_ve_ms,fa2_ttft_ms,fa2_e2e_ms,fa2_tpot_ms,fa2_f_vision,fa2_prefill_ms,fa2_decode_ms,guide_ve_ms,guide_ttft_ms,guide_e2e_ms,guide_tpot_ms,guide_f_vision,guide_prefill_ms,guide_decode_ms,ve_speedup,ttft_speedup,e2e_speedup
chartqa,896,chartqa_val_180,44.283,74.285,643.638,29.966,0.068801,71.378,569.353,40.484,71.597,669.366,31.462,0.060481,69.334,597.769,1.0938,1.0375,0.9616
chartqa,896,chartqa_val_181,42.498,73.874,1865.687,28.441,0.022779,71.714,1791.813,40.347,71.223,2060.697,31.579,0.019579,68.987,1989.474,1.0533,1.0372,0.9054
chartqa,896,chartqa_val_182,41.734,79.068,1907.199,29.018,0.021883,76.712,1828.131,40.432,73.506,1970.041,30.104,0.020523,71.305,1896.535,1.0322,1.0757,0.9681
chartqa,896,chartqa_val_183,45.376,82.431,1745.72,28.677,0.025993,79.52,1663.289,55.025,95.844,1927.929,30.034,0.028541,93.393,1832.085,0.8246,0.8601,0.9055
chartqa,896,chartqa_val_184,41.873,71.371,878.045,31.026,0.047689,69.204,806.674,40.456,70.353,840.275,29.612,0.048146,68.118,769.922,1.035,1.0145,1.0449
chartqa,896,chartqa_val_185,42.241,71.629,112.961,41.331,0.373945,69.541,41.331,40.385,71.235,98.428,27.193,0.410302,68.971,27.193,1.046,1.0055,1.1477
chartqa,896,chartqa_val_186,45.057,75.345,693.956,28.119,0.064927,72.081,618.612,40.365,69.931,733.611,30.167,0.055023,67.835,663.68,1.1162,1.0774,0.9459
chartqa,896,chartqa_val_187,41.493,69.93,799.225,30.387,0.051916,67.863,729.295,40.273,84.377,818.716,30.597,0.049191,82.108,734.34,1.0303,0.8288,0.9762
chartqa,896,chartqa_val_188,41.409,70.013,989.154,27.853,0.041863,67.946,919.141,40.966,85.608,1328.777,28.911,0.03083,82.898,1243.169,1.0108,0.8178,0.7444
chartqa,896,chartqa_val_189,41.376,69.977,1613.079,29.675,0.02565,67.9,1543.102,40.483,72.051,1658.646,30.511,0.024407,69.571,1586.595,1.0221,0.9712,0.9725
chartqa,896,chartqa_val_19,41.343,70.401,1451.362,28.77,0.028486,68.347,1380.961,48.817,82.645,1524.567,30.04,0.03202,76.794,1441.922,0.8469,0.8518,0.952
chartqa,896,chartqa_val_190,43.045,86.7,1852.287,28.025,0.023239,84.321,1765.588,40.512,72.144,1984.484,30.355,0.020415,69.665,1912.34,1.0625,1.2018,0.9334
chartqa,896,chartqa_val_191,41.501,70.055,1799.471,27.894,0.023063,67.991,1729.417,40.507,72.888,2018.909,31.387,0.020064,70.322,1946.021,1.0245,0.9611,0.8913
chartqa,896,chartqa_val_192,42.673,75.328,1984.843,30.31,0.0215,72.387,1909.515,40.418,73.165,2088.178,31.984,0.019356,70.874,2015.013,1.0558,1.0296,0.9505
chartqa,896,chartqa_val_193,42.779,78.405,1670.097,31.834,0.025615,76.088,1591.693,40.422,75.479,1567.161,29.834,0.025793,73.239,1491.682,1.0583,1.0388,1.0657
chartqa,896,chartqa_val_194,42.602,75.544,781.87,32.106,0.054487,73.343,706.326,40.353,81.502,750.036,30.388,0.053802,79.015,668.533,1.0557,0.9269,1.0424
chartqa,896,chartqa_val_195,42.115,73.589,2065.566,31.619,0.020389,71.393,1991.977,40.462,75.98,2097.953,32.095,0.019286,73.687,2021.973,1.0409,0.9685,0.9846
chartqa,896,chartqa_val_196,41.998,73.429,883.996,32.423,0.047509,71.249,810.567,40.632,87.306,620.74,29.635,0.065458,84.585,533.433,1.0336,0.8411,1.4241
chartqa,896,chartqa_val_197,42.486,75.528,2154.105,32.993,0.019723,72.892,2078.578,40.348,70.953,1936.291,29.609,0.020838,68.792,1865.338,1.053,1.0645,1.1125
chartqa,896,chartqa_val_198,43.029,77.551,664.309,36.672,0.064773,75.228,586.757,40.442,85.96,611.133,32.823,0.066175,83.559,525.173,1.064,0.9022,1.087
chartqa,896,chartqa_val_199,42.846,77.222,775.316,31.732,0.055263,74.838,698.093,40.44,70.64,730.726,30.004,0.055342,68.54,660.085,1.0595,1.0932,1.061
chartqa,896,chartqa_val_2,42.495,95.261,2084.061,31.568,0.020391,91.953,1988.8,40.553,75.434,1357.015,29.127,0.029884,73.107,1281.581,1.0479,1.2628,1.5358
chartqa,896,chartqa_val_20,48.322,87.461,559.352,27.758,0.08639,77.936,471.891,40.555,71.458,587.964,30.383,0.068975,68.791,516.505,1.1915,1.2239,0.9513
chartqa,896,chartqa_val_200,43.48,90.651,799.14,33.738,0.054408,88.121,708.489,40.428,86.203,2028.912,30.837,0.019926,83.723,1942.709,1.0755,1.0516,0.3939
chartqa,896,chartqa_val_201,42.256,74.036,751.26,32.249,0.056246,71.842,677.224,40.391,76.793,744.028,31.773,0.054286,74.404,667.235,1.0462,0.9641,1.0097
chartqa,896,chartqa_val_202,42.211,73.262,304.809,28.943,0.138483,71.134,231.547,40.427,71.316,325.122,31.726,0.124345,69.227,253.805,1.0441,1.0273,0.9375
chartqa,896,chartqa_val_203,44.686,90.97,2047.291,31.053,0.021827,88.549,1956.322,40.325,71.875,2117.593,32.472,0.019043,69.685,2045.718,1.1081,1.2657,0.9668
chartqa,896,chartqa_val_204,42.305,87.625,859.667,33.567,0.049211,85.212,772.041,40.394,70.457,1377.546,31.121,0.029323,68.293,1307.089,1.0473,1.2437,0.6241
chartqa,896,chartqa_val_205,44.617,87.238,750.065,30.129,0.059484,85.065,662.827,40.413,71.894,744.512,30.574,0.054281,69.087,672.617,1.104,1.2134,1.0075
chartqa,896,chartqa_val_206,43.692,89.784,1080.582,30.024,0.040434,86.972,990.798,40.409,70.639,1067.517,30.208,0.037853,68.457,996.878,1.0812,1.271,1.0122
chartqa,896,chartqa_val_207,41.584,71.115,1865.715,28.486,0.022288,68.965,1794.6,40.35,72.375,1961.354,29.984,0.020572,70.312,1888.979,1.0306,0.9826,0.9512
chartqa,896,chartqa_val_208,41.57,70.343,252.568,26.032,0.164589,68.202,182.226,40.412,70.663,292.767,31.729,0.138036,68.475,222.104,1.0287,0.9955,0.8627
chartqa,896,chartqa_val_209,41.943,70.897,314.198,34.757,0.133492,68.901,243.301,40.236,70.992,265.579,27.798,0.151503,68.973,194.587,1.0424,0.9987,1.1831
chartqa,896,chartqa_val_21,41.93,76.23,1847.837,28.121,0.022691,73.941,1771.607,40.305,89.55,1921.904,29.085,0.020971,87.281,1832.354,1.0403,0.8513,0.9615
chartqa,896,chartqa_val_210,41.751,70.784,678.099,31.964,0.061571,68.868,607.315,40.907,71.737,625.306,29.135,0.06542,68.951,553.569,1.0206,0.9867,1.0844
chartqa,896,chartqa_val_211,41.375,69.928,381.919,25.999,0.108334,67.987,311.99,40.256,70.394,398.737,27.362,0.100958,68.362,328.343,1.0278,0.9934,0.9578
chartqa,896,chartqa_val_212,41.354,70.017,470.845,36.439,0.087829,68.07,400.828,40.323,70.345,397.123,29.707,0.101538,68.35,326.778,1.0256,0.9953,1.1856
chartqa,896,chartqa_val_213,41.532,70.506,1932.798,29.56,0.021488,68.524,1862.292,40.297,71.335,2057.0,31.518,0.01959,69.279,1985.665,1.0306,0.9884,0.9396
chartqa,896,chartqa_val_214,41.792,80.463,369.719,28.926,0.113038,78.062,289.256,40.5,71.433,406.369,33.494,0.099662,69.232,334.935,1.0319,1.1264,0.9098
chartqa,896,chartqa_val_215,42.04,73.013,1297.148,30.603,0.032409,70.842,1224.135,40.407,73.004,1298.787,30.645,0.031112,70.654,1225.783,1.0404,1.0001,0.9987
chartqa,896,chartqa_val_216,41.745,71.141,231.344,26.701,0.180445,68.942,160.203,40.398,71.546,242.012,28.411,0.166925,69.336,170.465,1.0333,0.9943,0.9559
chartqa,896,chartqa_val_217,41.538,70.659,2037.697,31.223,0.020385,68.613,1967.038,40.315,70.739,2033.722,31.158,0.019823,68.586,1962.983,1.0303,0.9989,1.002
chartqa,896,chartqa_val_218,43.206,76.895,276.833,33.323,0.156073,74.476,199.938,40.439,71.97,244.281,28.719,0.165545,69.756,172.311,1.0684,1.0684,1.1333
chartqa,896,chartqa_val_219,42.961,77.841,2091.067,31.956,0.020545,75.415,2013.226,40.718,88.43,2014.028,30.565,0.020217,85.089,1925.598,1.0551,0.8803,1.0383
chartqa,896,chartqa_val_22,41.284,71.742,1238.293,29.164,0.033339,69.703,1166.551,40.41,70.202,1296.823,30.666,0.031161,68.11,1226.621,1.0216,1.0219,0.9549
chartqa,896,chartqa_val_220,45.653,80.593,2004.477,30.538,0.022775,77.231,1923.884,41.642,83.954,2039.642,31.043,0.020416,80.835,1955.688,1.0963,0.96,0.9828
chartqa,896,chartqa_val_221,42.834,73.448,1325.166,29.803,0.032324,70.582,1251.719,40.422,71.133,1359.855,30.684,0.029726,68.915,1288.722,1.0597,1.0325,0.9745
chartqa,896,chartqa_val_222,41.615,70.217,1705.804,29.738,0.024396,68.105,1635.588,40.58,71.148,1869.602,32.699,0.021705,68.58,1798.454,1.0255,0.9869,0.9124
chartqa,896,chartqa_val_223,42.768,73.56,534.862,28.831,0.079961,70.962,461.302,40.968,73.535,523.638,28.131,0.078238,70.562,450.103,1.0439,1.0003,1.0214
chartqa,896,chartqa_val_224,41.66,70.37,304.749,26.042,0.136701,68.321,234.379,40.424,77.398,410.199,36.978,0.098548,74.883,332.801,1.0306,0.9092,0.7429
chartqa,896,chartqa_val_225,42.492,75.371,1033.328,31.932,0.041121,72.745,957.957,40.321,71.351,711.885,32.027,0.05664,69.12,640.534,1.0538,1.0563,1.4515
chartqa,896,chartqa_val_226,42.243,74.769,1764.627,31.884,0.023939,72.422,1689.857,40.415,73.64,1345.765,30.289,0.030031,71.582,1272.125,1.0452,1.0153,1.3112
chartqa,896,chartqa_val_227,42.251,73.465,858.742,31.411,0.049201,71.238,785.278,40.387,86.157,821.218,29.402,0.049179,83.771,735.06,1.0462,0.8527,1.0457
chartqa,896,chartqa_val_228,41.89,72.794,450.596,31.483,0.092967,70.733,377.802,40.996,88.294,463.122,31.236,0.08852,84.816,374.828,1.0218,0.8245,0.973
chartqa,896,chartqa_val_229,44.324,76.29,961.564,32.788,0.046095,73.433,885.274,40.381,71.44,932.494,31.891,0.043304,69.278,861.054,1.0976,1.0679,1.0312
chartqa,896,chartqa_val_23,41.556,70.653,1739.869,28.292,0.023885,68.66,1669.216,40.287,69.87,1789.074,29.139,0.022518,67.775,1719.204,1.0315,1.0112,0.9725
chartqa,896,chartqa_val_230,43.774,78.377,2170.481,33.208,0.020168,76.142,2092.104,40.426,71.588,2011.038,30.785,0.020102,69.392,1939.45,1.0828,1.0948,1.0793
chartqa,896,chartqa_val_231,41.941,72.711,1110.481,30.523,0.037768,70.621,1037.77,40.533,72.789,1160.574,31.994,0.034925,70.239,1087.785,1.0347,0.9989,0.9568
chartqa,896,chartqa_val_232,44.618,87.719,1854.161,28.491,0.024064,84.321,1766.443,40.925,81.05,1929.844,29.819,0.021206,78.215,1848.794,1.0902,1.0823,0.9608
chartqa,896,chartqa_val_233,43.665,88.84,1940.044,29.384,0.022507,86.418,1851.204,40.415,84.28,1904.61,28.894,0.02122,81.97,1820.331,1.0804,1.0541,1.0186
chartqa,896,chartqa_val_234,71.768,119.26,1841.547,30.216,0.038971,110.291,1722.287,40.971,85.439,1494.518,30.632,0.027414,82.495,1409.08,1.7517,1.3958,1.2322
chartqa,896,chartqa_val_235,50.815,83.376,1512.466,28.582,0.033597,77.402,1429.09,40.479,72.012,1571.359,29.987,0.025761,69.729,1499.347,1.2553,1.1578,0.9625
chartqa,896,chartqa_val_236,41.611,70.49,1757.542,29.087,0.023676,68.42,1687.052,40.513,72.09,1771.927,29.308,0.022864,69.813,1699.837,1.0271,0.9778,0.9919
chartqa,896,chartqa_val_237,42.425,75.713,653.653,30.418,0.064905,73.106,577.94,40.354,70.672,689.157,32.552,0.058555,68.527,618.485,1.0513,1.0713,0.9485
chartqa,896,chartqa_val_238,42.019,86.643,1896.411,30.674,0.022157,84.058,1809.768,40.377,70.879,1894.129,30.903,0.021317,68.76,1823.25,1.0407,1.2224,1.0012
chartqa,896,chartqa_val_239,41.85,72.495,2024.789,30.989,0.020669,70.455,1952.294,40.328,71.001,2020.728,30.948,0.019957,68.781,1949.727,1.0377,1.021,1.002
chartqa,896,chartqa_val_24,42.312,74.43,785.765,30.928,0.053848,71.876,711.335,40.521,72.936,767.665,30.206,0.052785,70.763,694.729,1.0442,1.0205,1.0236
chartqa,896,chartqa_val_240,42.088,72.407,765.325,30.127,0.054993,69.861,692.918,40.404,70.877,745.918,29.35,0.054167,68.752,675.041,1.0417,1.0216,1.026
chartqa,896,chartqa_val_241,41.772,70.652,1837.516,28.045,0.022733,68.547,1766.864,40.401,71.747,2058.905,31.542,0.019622,69.429,1987.158,1.0339,0.9847,0.8925
chartqa,896,chartqa_val_242,41.561,70.48,788.523,28.722,0.052708,68.382,718.043,40.564,72.28,895.469,30.489,0.045299,69.727,823.19,1.0246,0.9751,0.8806
chartqa,896,chartqa_val_243,41.517,70.719,1930.408,29.519,0.021507,68.642,1859.689,40.524,72.533,2065.031,31.627,0.019624,69.868,1992.497,1.0245,0.975,0.9348
chartqa,896,chartqa_val_244,42.726,88.345,1163.847,29.068,0.036711,85.394,1075.502,40.467,70.762,1427.466,28.866,0.028349,68.497,1356.704,1.0558,1.2485,0.8153
chartqa,896,chartqa_val_245,41.817,72.449,829.194,30.27,0.05043,70.263,756.746,40.889,72.367,839.2,30.673,0.048724,69.308,766.833,1.0227,1.0011,0.9881
chartqa,896,chartqa_val_246,41.882,72.324,1496.384,31.646,0.027989,70.277,1424.059,61.31,105.492,1524.494,31.533,0.040217,103.084,1419.001,0.6831,0.6856,0.9816
chartqa,896,chartqa_val_247,44.284,91.258,1435.985,32.017,0.030838,88.916,1344.727,40.567,72.576,1278.966,28.724,0.031719,69.909,1206.39,1.0916,1.2574,1.1228
chartqa,896,chartqa_val_248,44.642,91.14,1250.994,29.74,0.035686,88.714,1159.854,40.626,79.698,1815.276,29.924,0.02238,77.034,1735.579,1.0989,1.1436,0.6891
chartqa,896,chartqa_val_249,41.819,72.292,2055.38,31.478,0.020346,70.231,1983.088,40.379,70.22,1942.312,29.716,0.020789,68.032,1872.092,1.0357,1.0295,1.0582
chartqa,896,chartqa_val_25,41.551,71.236,1116.052,29.023,0.03723,68.931,1044.817,40.31,69.865,1110.842,28.916,0.036288,67.846,1040.977,1.0308,1.0196,1.0047
chartqa,896,chartqa_val_250,42.059,73.218,559.961,30.421,0.075111,70.976,486.743,40.392,70.102,531.957,28.866,0.075931,67.952,461.855,1.0413,1.0444,1.0526
chartqa,896,chartqa_val_251,42.757,89.246,2068.893,31.423,0.020667,86.864,1979.646,40.622,73.863,2220.018,34.066,0.018298,71.199,2146.155,1.0526,1.2083,0.9319
chartqa,896,chartqa_val_252,43.349,91.742,299.838,29.728,0.144576,89.431,208.096,40.466,73.772,315.786,34.573,0.128143,70.761,242.014,1.0712,1.2436,0.9495
chartqa,896,chartqa_val_253,42.06,216.653,961.955,31.054,0.043723,214.518,745.303,40.367,72.917,884.341,33.809,0.045646,70.734,811.424,1.0419,2.9712,1.0878
chartqa,896,chartqa_val_254,45.33,80.488,1509.08,30.396,0.030038,77.428,1428.592,40.588,75.438,1604.007,32.523,0.025304,72.808,1528.57,1.1168,1.0669,0.9408
chartqa,896,chartqa_val_255,41.667,72.026,1034.577,30.08,0.040274,69.459,962.551,40.594,72.408,1102.974,32.205,0.036804,70.214,1030.566,1.0264,0.9947,0.938
chartqa,896,chartqa_val_256,42.492,75.675,702.238,29.836,0.060509,72.969,626.562,40.481,72.467,755.66,32.533,0.053571,70.226,683.193,1.0497,1.0443,0.9293
chartqa,896,chartqa_val_257,41.872,72.989,2023.398,30.959,0.020694,70.687,1950.409,40.505,71.044,1992.629,30.501,0.020328,68.574,1921.586,1.0337,1.0274,1.0154
chartqa,896,chartqa_val_258,42.16,73.497,1190.561,31.03,0.035412,71.281,1117.063,40.9,86.285,1172.183,30.164,0.034892,83.277,1085.898,1.0308,0.8518,1.0157
chartqa,896,chartqa_val_259,42.337,74.584,2058.395,31.489,0.020568,72.177,1983.811,40.387,70.617,1933.792,29.574,0.020885,68.475,1863.174,1.0483,1.0562,1.0644
chartqa,896,chartqa_val_26,41.704,71.411,1011.361,29.373,0.041236,69.287,939.95,40.416,69.894,1027.479,29.925,0.039336,67.831,957.584,1.0319,1.0217,0.9843
chartqa,896,chartqa_val_260,43.155,91.753,1073.804,32.735,0.040189,88.994,982.051,40.505,87.173,1005.565,30.613,0.040281,84.797,918.392,1.0654,1.0525,1.0679
chartqa,896,chartqa_val_261,42.779,88.409,2113.703,32.148,0.020239,85.647,2025.294,40.366,84.681,1958.775,29.748,0.020608,82.258,1874.095,1.0598,1.044,1.0791
chartqa,896,chartqa_val_262,42.646,75.171,1301.447,31.443,0.032768,72.874,1226.276,40.624,72.964,1261.035,30.463,0.032215,70.329,1188.071,1.0498,1.0302,1.032
chartqa,896,chartqa_val_263,42.056,72.906,1045.479,28.605,0.040226,70.55,972.573,40.413,71.422,1984.89,30.373,0.02036,69.232,1913.468,1.0407,1.0208,0.5267
chartqa,896,chartqa_val_264,42.855,72.587,1277.061,29.377,0.033557,69.656,1204.474,40.786,92.238,1353.812,30.77,0.030126,89.227,1261.575,1.0507,0.787,0.9433
chartqa,896,chartqa_val_265,43.649,87.245,1110.601,29.239,0.039302,84.584,1023.356,40.672,72.62,1181.009,31.668,0.034438,70.224,1108.389,1.0732,1.2014,0.9404
chartqa,896,chartqa_val_266,41.841,70.87,1524.231,29.067,0.027451,68.71,1453.361,40.552,73.245,1639.838,31.332,0.024729,70.654,1566.593,1.0318,0.9676,0.9295
chartqa,896,chartqa_val_267,41.541,70.789,1963.372,30.041,0.021158,68.674,1892.584,40.537,76.103,2151.131,32.937,0.018844,73.877,2075.028,1.0248,0.9302,0.9127
chartqa,896,chartqa_val_268,41.842,71.112,679.476,27.653,0.06158,68.867,608.364,40.848,86.199,759.172,30.59,0.053807,83.993,672.972,1.0243,0.825,0.895
chartqa,896,chartqa_val_269,41.599,85.536,1931.051,29.294,0.021542,83.347,1845.515,40.997,73.766,1935.004,29.543,0.021187,70.203,1861.238,1.0147,1.1596,0.998
chartqa,896,chartqa_val_27,41.791,71.328,1885.744,28.8,0.022161,69.2,1814.415,40.984,75.647,2004.967,30.624,0.020441,72.642,1929.32,1.0197,0.9429,0.9405
chartqa,896,chartqa_val_270,43.04,73.891,1512.315,27.662,0.028459,71.631,1438.424,41.003,78.199,1646.345,30.157,0.024905,75.218,1568.145,1.0497,0.9449,0.9186
chartqa,896,chartqa_val_271,41.813,71.389,1991.192,30.473,0.020999,69.168,1919.802,40.432,84.919,2033.082,30.923,0.019887,82.603,1948.163,1.0342,0.8407,0.9794
chartqa,896,chartqa_val_272,41.712,75.079,836.419,29.282,0.049869,72.603,761.34,40.557,92.67,1313.686,31.308,0.030873,89.892,1221.017,1.0285,0.8102,0.6367
chartqa,896,chartqa_val_273,44.24,90.008,1953.164,29.574,0.022651,87.785,1863.156,40.508,71.845,1937.284,29.61,0.02091,69.227,1865.439,1.0921,1.2528,1.0082
chartqa,896,chartqa_val_274,46.07,77.862,1294.441,29.673,0.035591,75.62,1216.579,40.427,70.105,1311.447,30.277,0.030826,67.963,1241.342,1.1396,1.1106,0.987
chartqa,896,chartqa_val_275,45.688,79.525,2024.675,30.875,0.022566,76.261,1945.15,40.335,77.365,2023.088,30.884,0.019937,75.008,1945.723,1.1327,1.0279,1.0008
chartqa,896,chartqa_val_276,42.249,74.542,478.695,28.868,0.08826,72.058,404.153,40.415,70.811,452.988,27.298,0.089218,68.665,382.176,1.0454,1.0527,1.0567
chartqa,896,chartqa_val_277,41.882,71.751,807.188,28.286,0.051886,69.206,735.438,40.485,73.433,872.459,30.732,0.046403,70.572,799.026,1.0345,0.9771,0.9252
chartqa,896,chartqa_val_278,41.45,70.151,685.966,30.791,0.060425,68.104,615.815,46.312,81.0,678.995,29.9,0.068206,74.774,597.995,0.895,0.8661,1.0103
chartqa,896,chartqa_val_279,41.555,70.239,1469.207,28.55,0.028284,68.185,1398.967,40.425,85.423,1512.339,29.121,0.02673,83.065,1426.916,1.028,0.8222,0.9715
chartqa,896,chartqa_val_28,41.811,73.715,843.485,29.607,0.04957,71.488,769.77,40.404,73.515,848.961,29.825,0.047593,71.386,775.447,1.0348,1.0027,0.9935
chartqa,896,chartqa_val_280,42.338,74.889,2024.53,30.947,0.020913,72.246,1949.641,40.644,73.195,1486.215,30.718,0.027347,70.526,1413.02,1.0417,1.0231,1.3622
chartqa,896,chartqa_val_281,42.431,74.437,1863.599,28.857,0.022768,71.883,1789.162,40.458,70.815,1991.79,30.983,0.020312,68.642,1920.975,1.0488,1.0511,0.9356
chartqa,896,chartqa_val_282,41.739,70.506,627.713,29.327,0.066494,68.346,557.208,40.456,71.055,624.046,29.105,0.064828,68.85,552.991,1.0317,0.9923,1.0059
chartqa,896,chartqa_val_283,42.481,71.337,1045.105,29.508,0.040648,69.126,973.768,40.319,70.6,1581.938,30.227,0.025487,68.432,1511.338,1.0536,1.0104,0.6606
chartqa,896,chartqa_val_284,41.791,70.884,727.002,27.338,0.057484,68.598,656.118,40.396,70.018,751.901,28.412,0.053725,67.797,681.883,1.0345,1.0124,0.9669
chartqa,896,chartqa_val_285,42.358,86.766,622.871,26.805,0.068005,84.415,536.105,40.312,71.102,709.789,31.934,0.056794,68.889,638.687,1.0508,1.2203,0.8775
chartqa,896,chartqa_val_286,41.622,70.356,876.779,29.868,0.047471,68.292,806.423,40.468,73.407,1063.152,36.657,0.038065,71.242,989.745,1.0285,0.9584,0.8247
chartqa,896,chartqa_val_287,41.72,71.033,947.929,28.287,0.044012,68.95,876.896,41.235,81.578,1027.891,30.526,0.040116,79.414,946.313,1.0118,0.8707,0.9222
chartqa,896,chartqa_val_288,41.643,70.704,1109.839,28.865,0.037522,68.578,1039.135,41.034,86.482,1140.241,29.271,0.035987,83.489,1053.759,1.0148,0.8176,0.9733
chartqa,896,chartqa_val_289,41.441,70.224,1921.866,29.391,0.021563,68.2,1851.642,40.389,71.809,2078.006,31.844,0.019437,69.432,2006.197,1.026,0.9779,0.9249
chartqa,896,chartqa_val_29,41.859,71.034,1654.283,28.272,0.025303,68.998,1583.249,40.4,70.52,1836.994,31.544,0.021993,68.359,1766.474,1.0361,1.0073,0.9005
chartqa,896,chartqa_val_290,41.612,70.473,1125.369,31.026,0.036976,68.34,1054.896,40.583,72.561,1092.408,29.995,0.03715,70.085,1019.847,1.0254,0.9712,1.0302
chartqa,896,chartqa_val_291,44.257,94.894,1301.447,28.059,0.034006,92.557,1206.553,40.956,75.809,1383.977,30.423,0.029593,72.649,1308.168,1.0806,1.2518,0.9404
chartqa,896,chartqa_val_292,41.718,71.268,936.869,32.059,0.044529,69.13,865.601,40.526,72.742,911.792,31.076,0.044446,70.264,839.05,1.0294,0.9797,1.0275
chartqa,896,chartqa_val_293,42.055,72.841,1885.091,28.766,0.022309,70.703,1812.25,40.376,71.591,2071.379,31.743,0.019492,69.451,1999.787,1.0416,1.0175,0.9101
chartqa,896,chartqa_val_294,41.913,71.688,406.483,30.436,0.103112,69.492,334.795,40.519,72.424,385.549,28.466,0.105095,69.951,313.125,1.0344,0.9898,1.0543
chartqa,896,chartqa_val_295,41.641,74.39,1896.153,28.917,0.021961,72.317,1821.763,43.655,100.011,2139.83,32.378,0.020401,96.622,2039.819,0.9539,0.7438,0.8861
chartqa,896,chartqa_val_296,41.687,79.2,679.371,27.28,0.061361,76.908,600.171,41.071,76.924,751.91,30.681,0.054622,73.905,674.986,1.015,1.0296,0.9035
chartqa,896,chartqa_val_297,42.094,85.659,1927.041,29.228,0.021844,83.332,1841.382,40.339,70.169,1946.178,29.778,0.020727,68.062,1876.008,1.0435,1.2208,0.9902
chartqa,896,chartqa_val_298,43.016,97.321,521.592,30.305,0.08247,94.98,424.271,40.569,88.87,474.717,27.56,0.085459,86.447,385.847,1.0603,1.0951,1.0987
chartqa,896,chartqa_val_299,41.428,70.163,857.607,30.286,0.048307,68.092,787.444,40.343,70.314,846.61,29.858,0.047652,68.176,776.296,1.0269,0.9979,1.013
chartqa,896,chartqa_val_3,43.079,94.736,1999.337,30.232,0.021547,91.906,1904.602,40.403,72.596,1855.114,28.294,0.02178,70.342,1782.518,1.0662,1.305,1.0777
chartqa,896,chartqa_val_30,44.55,88.168,1259.919,26.631,0.035359,85.757,1171.751,40.49,71.228,1451.898,31.379,0.027888,69.123,1380.67,1.1003,1.2378,0.8678
chartqa,896,chartqa_val_300,41.616,71.299,915.459,31.265,0.045459,69.227,844.16,41.062,87.267,897.049,29.992,0.045775,84.866,809.781,1.0135,0.817,1.0205
chartqa,896,chartqa_val_301,42.444,74.201,1518.916,30.739,0.027944,72.091,1444.715,40.354,70.277,1464.259,29.659,0.02756,68.143,1393.982,1.0518,1.0558,1.0373
chartqa,896,chartqa_val_302,42.247,76.952,330.336,28.154,0.127892,74.437,253.384,40.363,73.241,320.16,27.436,0.12607,71.079,246.92,1.0467,1.0507,1.0318
chartqa,896,chartqa_val_303,41.693,71.273,1823.424,27.812,0.022865,68.932,1752.15,40.332,70.551,1962.603,30.033,0.02055,68.41,1892.053,1.0337,1.0102,0.9291
chartqa,896,chartqa_val_304,43.186,76.146,984.577,32.444,0.043862,73.83,908.432,40.355,70.447,879.82,28.906,0.045868,68.347,809.373,1.0702,1.0809,1.1191
chartqa,896,chartqa_val_305,43.245,74.979,1939.21,32.142,0.0223,72.625,1864.23,40.575,73.968,497.094,32.548,0.081624,71.337,423.126,1.0658,1.0137,3.9011
chartqa,896,chartqa_val_306,44.471,74.814,498.843,28.269,0.089148,71.81,424.029,40.42,71.452,1496.064,30.97,0.027017,69.319,1424.613,1.1002,1.0471,0.3334
chartqa,896,chartqa_val_307,41.568,77.064,1942.451,29.609,0.0214,74.768,1865.388,40.392,71.374,2066.289,31.665,0.019548,69.204,1994.915,1.0291,1.0797,0.9401
chartqa,896,chartqa_val_308,43.105,87.871,1132.006,26.773,0.038079,85.392,1044.135,40.448,74.973,1323.531,32.014,0.030561,72.595,1248.557,1.0657,1.172,0.8553
chartqa,896,chartqa_val_309,43.378,94.591,976.603,32.667,0.044417,91.565,882.012,40.603,87.456,942.152,31.655,0.043096,84.906,854.695,1.0683,1.0816,1.0366
chartqa,896,chartqa_val_31,41.659,70.548,1298.49,29.237,0.032083,68.483,1227.942,40.484,71.208,1366.019,30.829,0.029637,68.676,1294.811,1.029,0.9907,0.9506
chartqa,896,chartqa_val_310,42.199,74.343,1328.191,32.15,0.031772,72.206,1253.848,40.91,95.164,1225.246,28.976,0.033389,91.857,1130.082,1.0315,0.7812,1.084
chartqa,896,chartqa_val_311,41.908,72.108,1894.048,28.92,0.022126,69.756,1821.94,40.406,69.907,1929.82,29.522,0.020937,67.75,1859.914,1.0372,1.0315,0.9815
chartqa,896,chartqa_val_312,42.005,79.718,885.638,29.849,0.047429,77.176,805.92,40.427,70.476,907.31,29.887,0.044557,68.103,836.834,1.039,1.1311,0.9761
chartqa,896,chartqa_val_313,41.623,70.373,1767.482,26.938,0.023549,68.276,1697.109,40.302,83.542,1883.23,28.566,0.0214,81.224,1799.688,1.0328,0.8424,0.9385
chartqa,896,chartqa_val_314,43.705,89.964,740.567,28.287,0.059016,87.531,650.603,40.543,73.015,1711.294,30.911,0.023691,70.694,1638.279,1.078,1.2321,0.4328
chartqa,896,chartqa_val_315,41.557,74.1,1133.51,27.164,0.036662,71.779,1059.41,40.679,71.684,1197.35,28.863,0.033975,69.218,1125.667,1.0216,1.0337,0.9467
