benchmark,resolution,max_new_tokens,sample_id,sdpa_ve_ms,sdpa_e2e_ms,sdpa_ttft_ms,sdpa_tpot_ms,sdpa_f_vision,ve_speedup_measured,e2e_speedup_measured,ttft_speedup_measured,tpot_speedup_measured,e2e_speedup_amdahl,tpot_speedup,method
docvqa,1792,256,docvqa_612,376.711,1038.1,440.097,20.621,0.362885,1.0103,,,,1.0037,1.0,amdahl
docvqa,1792,256,docvqa_613,382.49,1628.778,445.69,23.662,0.234833,1.0002,,,,1.0001,1.0,amdahl
docvqa,1792,256,docvqa_16999,370.087,824.871,432.762,20.637,0.44866,0.9939,,,,0.9972,1.0,amdahl
docvqa,1792,256,docvqa_17000,348.207,701.26,410.506,24.229,0.496544,1.0034,,,,1.0017,1.0,amdahl
docvqa,1792,256,docvqa_17001,347.455,572.797,409.729,20.383,0.606594,1.0041,,,,1.0025,1.0,amdahl
docvqa,1792,256,docvqa_57963,377.943,1468.967,440.627,25.081,0.257285,1.0017,,,,1.0004,1.0,amdahl
docvqa,1792,256,docvqa_57964,374.664,1423.224,437.079,20.982,0.26325,1.018,,,,1.0047,1.0,amdahl
docvqa,1792,256,docvqa_57965,347.437,1818.152,409.922,22.353,0.191093,0.9956,,,,0.9992,1.0,amdahl
docvqa,1792,256,docvqa_17002,351.762,730.814,413.951,24.374,0.48133,0.9915,,,,0.9959,1.0,amdahl
docvqa,1792,256,docvqa_17003,374.709,953.716,437.656,21.503,0.392893,1.002,,,,1.0008,1.0,amdahl
docvqa,1792,256,docvqa_17004,465.604,1017.807,528.185,25.77,0.457458,1.0279,,,,1.0126,1.0,amdahl
docvqa,1792,256,docvqa_57969,474.316,755.144,537.701,24.16,0.628113,0.9933,,,,0.9958,1.0,amdahl
docvqa,1792,256,docvqa_17005,377.227,833.48,440.098,26.225,0.452593,1.003,,,,1.0013,1.0,amdahl
docvqa,1792,256,docvqa_57971,370.036,968.077,433.403,25.461,0.382238,1.0057,,,,1.0022,1.0,amdahl
docvqa,1792,256,docvqa_17007,378.394,1111.664,441.328,25.782,0.340386,1.0254,,,,1.0085,1.0,amdahl
docvqa,1792,256,docvqa_57973,414.257,757.659,477.418,21.557,0.546759,0.9861,,,,0.9923,1.0,amdahl
docvqa,1792,256,docvqa_57974,385.484,821.345,451.64,21.747,0.469332,1.0432,,,,1.0198,1.0,amdahl
docvqa,1792,256,docvqa_57975,386.671,906.799,450.31,24.026,0.426413,1.0065,,,,1.0028,1.0,amdahl
docvqa,1792,256,docvqa_57976,392.428,898.793,454.893,26.112,0.436616,0.9911,,,,0.9961,1.0,amdahl
docvqa,1792,256,docvqa_57977,386.034,972.367,449.151,26.161,0.397005,1.0058,,,,1.0023,1.0,amdahl
docvqa,1792,256,docvqa_57978,376.157,1049.67,438.676,26.565,0.358357,1.0083,,,,1.003,1.0,amdahl
docvqa,1792,256,docvqa_636,374.458,2007.449,437.059,24.16,0.186534,1.0022,,,,1.0004,1.0,amdahl
docvqa,1792,256,docvqa_637,345.318,929.527,407.487,24.859,0.371499,1.1478,,,,1.0502,1.0,amdahl
docvqa,1792,256,docvqa_639,377.649,1650.571,440.265,21.613,0.228799,1.0065,,,,1.0015,1.0,amdahl
docvqa,1792,256,docvqa_57985,357.958,826.003,421.196,20.24,0.433361,1.0091,,,,1.0039,1.0,amdahl
docvqa,1792,256,docvqa_57986,395.456,1792.899,458.325,21.525,0.220568,0.9964,,,,0.9992,1.0,amdahl
docvqa,1792,256,docvqa_57987,376.778,2036.972,439.687,24.958,0.184969,0.9986,,,,0.9997,1.0,amdahl
docvqa,1792,256,docvqa_57989,375.769,937.121,438.345,24.939,0.400982,1.0034,,,,1.0014,1.0,amdahl
docvqa,1792,256,docvqa_650,374.12,774.966,436.38,22.572,0.482757,1.014,,,,1.0067,1.0,amdahl
docvqa,1792,256,docvqa_651,376.339,950.357,438.928,24.354,0.395997,0.9894,,,,0.9958,1.0,amdahl
docvqa,1792,256,docvqa_58007,373.844,894.352,437.165,20.781,0.418005,0.9957,,,,0.9982,1.0,amdahl
docvqa,1792,256,docvqa_58009,348.889,595.468,411.039,23.054,0.585907,0.9922,,,,0.9954,1.0,amdahl
docvqa,1792,256,docvqa_58018,544.557,1731.973,608.673,24.42,0.314415,1.0679,,,,1.0204,1.0,amdahl
docvqa,1792,256,docvqa_674,396.493,771.294,459.049,24.019,0.514063,1.0022,,,,1.0011,1.0,amdahl
docvqa,1792,256,docvqa_57122,374.408,767.566,436.922,25.434,0.487785,0.9741,,,,0.9872,1.0,amdahl
docvqa,1792,256,docvqa_58020,375.742,701.042,437.995,26.305,0.535976,0.9994,,,,0.9997,1.0,amdahl
docvqa,1792,256,docvqa_58021,372.565,654.959,434.668,22.029,0.568836,0.988,,,,0.9931,1.0,amdahl
docvqa,1792,256,docvqa_58022,421.327,949.43,484.526,23.245,0.443769,1.0712,,,,1.0304,1.0,amdahl
docvqa,1792,256,docvqa_58023,448.914,962.943,512.054,22.544,0.46619,1.0158,,,,1.0073,1.0,amdahl
docvqa,1792,256,docvqa_58024,444.648,982.612,507.607,22.619,0.452516,0.985,,,,0.9932,1.0,amdahl
docvqa,1792,256,docvqa_675,409.389,3239.156,472.101,22.868,0.126388,0.9878,,,,0.9984,1.0,amdahl
docvqa,1792,256,docvqa_676,371.057,744.391,433.582,28.255,0.498471,1.0231,,,,1.0114,1.0,amdahl
docvqa,1792,256,docvqa_677,351.592,1102.275,414.035,24.58,0.318969,1.0549,,,,1.0169,1.0,amdahl
docvqa,1792,256,docvqa_58029,360.874,687.18,423.123,22.005,0.525152,0.9968,,,,0.9983,1.0,amdahl
docvqa,1792,256,docvqa_678,362.676,839.106,429.178,20.496,0.432217,1.0067,,,,1.0029,1.0,amdahl
docvqa,1792,256,docvqa_58054,382.61,1264.447,444.734,20.493,0.302591,1.0004,,,,1.0001,1.0,amdahl
docvqa,1792,256,docvqa_58056,384.023,1081.752,446.201,20.502,0.355001,0.9939,,,,0.9978,1.0,amdahl
docvqa,1792,256,docvqa_58059,408.937,883.645,471.784,24.227,0.462784,1.0077,,,,1.0036,1.0,amdahl
docvqa,1792,256,docvqa_58061,393.084,1473.301,455.651,24.23,0.266805,0.9875,,,,0.9966,1.0,amdahl
docvqa,1792,256,docvqa_58064,375.387,796.708,438.085,22.414,0.471173,0.9929,,,,0.9966,1.0,amdahl
docvqa,1792,256,docvqa_41686,397.707,754.275,460.269,26.728,0.527271,1.0163,,,,1.0085,1.0,amdahl
docvqa,1792,256,docvqa_41687,381.379,981.418,443.44,22.416,0.3886,1.1346,,,,1.0483,1.0,amdahl
docvqa,1792,256,docvqa_41688,346.272,734.906,408.305,23.329,0.471179,1.0458,,,,1.0211,1.0,amdahl
docvqa,1792,256,docvqa_41689,359.419,790.831,421.617,23.076,0.454483,0.9935,,,,0.997,1.0,amdahl
docvqa,1792,256,docvqa_41690,355.02,958.82,417.074,22.573,0.370267,1.0136,,,,1.005,1.0,amdahl
docvqa,1792,256,docvqa_41691,382.527,860.83,444.944,23.105,0.44437,1.0076,,,,1.0034,1.0,amdahl
docvqa,1792,256,docvqa_41693,386.726,1059.039,449.202,26.515,0.365167,0.9833,,,,0.9938,1.0,amdahl
docvqa,1792,256,docvqa_41694,377.681,879.702,439.982,23.143,0.429329,1.0348,,,,1.0147,1.0,amdahl
docvqa,1792,256,docvqa_41695,375.674,939.89,438.446,25.072,0.3997,1.0008,,,,1.0003,1.0,amdahl
docvqa,1792,256,docvqa_41705,385.516,863.04,448.429,29.615,0.446695,0.9897,,,,0.9954,1.0,amdahl
docvqa,1792,256,docvqa_17132,354.294,773.461,416.576,23.792,0.458063,1.0033,,,,1.0015,1.0,amdahl
docvqa,1792,256,docvqa_17133,379.58,839.578,443.032,26.436,0.452108,1.0042,,,,1.0019,1.0,amdahl
docvqa,1792,256,docvqa_17134,393.589,1056.717,457.23,22.203,0.372464,1.0044,,,,1.0017,1.0,amdahl
docvqa,1792,256,docvqa_17135,369.358,882.824,432.457,25.02,0.418382,1.0413,,,,1.0169,1.0,amdahl
docvqa,1792,256,docvqa_47368,416.379,785.023,478.928,25.508,0.530404,1.0101,,,,1.0053,1.0,amdahl
docvqa,1792,256,docvqa_41715,375.027,793.71,438.095,25.401,0.472499,1.0041,,,,1.0019,1.0,amdahl
docvqa,1792,256,docvqa_41716,350.108,750.858,412.585,26.021,0.466277,0.9896,,,,0.9951,1.0,amdahl
docvqa,1792,256,docvqa_41717,384.328,725.456,446.741,21.44,0.529774,0.9922,,,,0.9958,1.0,amdahl
docvqa,1792,256,docvqa_17139,385.312,776.736,447.735,21.933,0.496066,0.9829,,,,0.9915,1.0,amdahl
docvqa,1792,256,docvqa_41719,552.469,1089.256,615.455,22.562,0.507199,0.9899,,,,0.9948,1.0,amdahl
docvqa,1792,256,docvqa_17140,378.981,725.848,441.303,20.325,0.522122,0.9943,,,,0.997,1.0,amdahl
docvqa,1792,256,docvqa_58105,436.579,743.366,499.798,24.357,0.587301,0.9992,,,,0.9995,1.0,amdahl
docvqa,1792,256,docvqa_58106,382.17,851.015,445.574,25.34,0.449075,1.1318,,,,1.0552,1.0,amdahl
docvqa,1792,256,docvqa_58107,390.357,785.124,453.312,23.701,0.497192,0.9907,,,,0.9954,1.0,amdahl
docvqa,1792,256,docvqa_58108,400.793,1120.93,464.276,27.361,0.357554,0.99,,,,0.9964,1.0,amdahl
docvqa,1792,256,docvqa_41721,375.794,976.344,438.505,25.611,0.384899,1.0062,,,,1.0024,1.0,amdahl
docvqa,1792,256,docvqa_41723,379.443,885.015,442.172,27.678,0.428741,1.0233,,,,1.0099,1.0,amdahl
docvqa,1792,256,docvqa_17143,378.096,878.683,440.35,27.396,0.430298,1.0869,,,,1.0356,1.0,amdahl
docvqa,1792,256,docvqa_41728,405.796,982.937,468.24,23.395,0.41284,0.9915,,,,0.9965,1.0,amdahl
docvqa,1792,256,docvqa_41729,352.658,766.658,415.02,20.685,0.459994,1.0061,,,,1.0028,1.0,amdahl
docvqa,1792,256,docvqa_17147,353.519,905.951,415.603,22.289,0.390219,1.0409,,,,1.0156,1.0,amdahl
docvqa,1792,256,docvqa_17149,393.729,756.348,455.932,21.458,0.520565,1.1147,,,,1.0566,1.0,amdahl
docvqa,1792,256,docvqa_17150,347.437,673.227,410.569,21.888,0.516076,1.0027,,,,1.0014,1.0,amdahl
docvqa,1792,256,docvqa_45744,374.593,1785.642,816.077,24.861,0.209781,1.0092,,,,1.0019,1.0,amdahl
docvqa,1792,256,docvqa_45745,386.571,1182.464,449.059,22.919,0.32692,0.9908,,,,0.997,1.0,amdahl
docvqa,1792,256,docvqa_782,403.451,897.856,466.003,22.729,0.449349,0.9971,,,,0.9987,1.0,amdahl
docvqa,1792,256,docvqa_783,405.249,792.396,468.289,20.257,0.511422,1.0128,,,,1.0065,1.0,amdahl
docvqa,1792,256,docvqa_784,379.536,958.34,442.027,20.653,0.396035,1.0115,,,,1.0045,1.0,amdahl
docvqa,1792,256,docvqa_785,378.147,749.893,440.3,20.64,0.504268,1.0066,,,,1.0033,1.0,amdahl
docvqa,1792,256,docvqa_786,375.086,646.255,437.219,20.904,0.5804,0.9973,,,,0.9984,1.0,amdahl
docvqa,1792,256,docvqa_788,349.919,965.89,411.832,22.162,0.362276,0.9927,,,,0.9973,1.0,amdahl
docvqa,1792,256,docvqa_789,406.596,1947.184,967.949,27.201,0.208812,1.0822,,,,1.0161,1.0,amdahl
docvqa,1792,256,docvqa_790,393.796,1071.199,456.182,27.955,0.367622,0.9926,,,,0.9973,1.0,amdahl
docvqa,1792,256,docvqa_60401,410.13,845.145,472.509,24.842,0.485277,0.9878,,,,0.9941,1.0,amdahl
docvqa,1792,256,docvqa_792,382.624,1110.315,445.534,24.622,0.344608,1.0117,,,,1.004,1.0,amdahl
docvqa,1792,256,docvqa_793,346.409,698.626,408.578,22.311,0.495843,0.9961,,,,0.9981,1.0,amdahl
docvqa,1792,256,docvqa_794,399.094,816.25,461.39,22.179,0.488936,0.9995,,,,0.9997,1.0,amdahl
docvqa,1792,256,docvqa_41749,350.125,900.031,412.798,25.644,0.389014,1.0868,,,,1.0321,1.0,amdahl
docvqa,1792,256,docvqa_41750,415.141,792.29,477.855,20.962,0.523977,1.0127,,,,1.0066,1.0,amdahl
docvqa,1792,256,docvqa_45747,370.02,1361.555,432.393,24.452,0.271763,1.0122,,,,1.0033,1.0,amdahl
docvqa,1792,256,docvqa_60403,381.992,830.925,444.306,27.616,0.459719,0.9932,,,,0.9968,1.0,amdahl
docvqa,1792,256,docvqa_60404,381.874,1559.958,444.377,25.944,0.244798,1.0205,,,,1.0049,1.0,amdahl
docvqa,1792,256,docvqa_809,398.024,804.546,460.586,24.569,0.494719,1.0216,,,,1.0106,1.0,amdahl
docvqa,1792,256,docvqa_25385,363.778,669.942,425.799,24.414,0.542999,1.0024,,,,1.0013,1.0,amdahl
docvqa,1792,256,docvqa_25386,372.107,679.773,434.297,24.548,0.547399,1.1116,,,,1.0581,1.0,amdahl
docvqa,1792,256,docvqa_25387,381.15,742.266,443.417,27.168,0.513495,1.0005,,,,1.0003,1.0,amdahl
docvqa,1792,256,docvqa_60406,417.82,1052.307,481.085,22.849,0.397051,1.0051,,,,1.002,1.0,amdahl
docvqa,1792,256,docvqa_815,547.045,1011.118,609.872,21.118,0.54103,1.0365,,,,1.0194,1.0,amdahl
docvqa,1792,256,docvqa_60407,409.468,865.747,472.113,26.242,0.472965,0.9886,,,,0.9946,1.0,amdahl
docvqa,1792,256,docvqa_25396,406.936,1268.22,469.428,24.206,0.320872,1.0062,,,,1.002,1.0,amdahl
docvqa,1792,256,docvqa_822,362.568,697.057,425.64,20.878,0.520141,0.9834,,,,0.9913,1.0,amdahl
docvqa,1792,256,docvqa_824,412.41,1020.682,476.236,24.748,0.404053,1.0054,,,,1.0022,1.0,amdahl
docvqa,1792,256,docvqa_826,411.044,748.569,473.559,22.917,0.549106,1.0048,,,,1.0026,1.0,amdahl
docvqa,1792,32,docvqa_49153,342.964,1022.767,405.771,20.567,0.33533,1.0121,,,,1.004,1.0,amdahl
docvqa,1792,32,docvqa_24580,379.899,802.422,441.78,24.043,0.473441,0.9925,,,,0.9964,1.0,amdahl
docvqa,1792,32,docvqa_57349,347.878,1069.498,769.334,30.016,0.325272,0.9923,,,,0.9975,1.0,amdahl
docvqa,1792,32,docvqa_24581,362.498,613.651,425.193,23.557,0.590724,0.9854,,,,0.9913,1.0,amdahl
docvqa,1792,32,docvqa_24582,342.927,984.753,767.963,24.088,0.348237,1.0616,,,,1.0206,1.0,amdahl
docvqa,1792,32,docvqa_39079,509.514,2364.551,571.51,57.84,0.21548,0.9941,,,,0.9987,1.0,amdahl
docvqa,1792,32,docvqa_57357,345.524,1263.407,766.723,20.695,0.273486,0.9926,,,,0.998,1.0,amdahl
docvqa,1792,32,docvqa_24426,348.69,849.556,411.126,24.357,0.410438,1.0084,,,,1.0034,1.0,amdahl
docvqa,1792,32,docvqa_49168,348.784,1337.997,769.753,24.706,0.260676,0.9974,,,,0.9993,1.0,amdahl
docvqa,1792,32,docvqa_24423,365.468,1392.183,855.846,24.379,0.262514,1.0047,,,,1.0012,1.0,amdahl
docvqa,1792,32,docvqa_49172,362.281,1614.854,912.161,22.668,0.224343,1.0053,,,,1.0012,1.0,amdahl
docvqa,1792,32,docvqa_57364,377.558,1177.243,849.893,20.459,0.320714,1.018,,,,1.0057,1.0,amdahl
docvqa,1792,32,docvqa_57366,351.157,1190.076,860.648,20.589,0.295071,1.0836,,,,1.0233,1.0,amdahl
docvqa,1792,32,docvqa_57368,364.406,1237.821,832.624,25.325,0.294393,0.9913,,,,0.9974,1.0,amdahl
docvqa,1792,32,docvqa_49177,372.644,1447.809,848.901,23.035,0.257385,0.9931,,,,0.9982,1.0,amdahl
docvqa,1792,32,docvqa_57370,384.766,1024.715,446.909,22.223,0.375486,0.9852,,,,0.9944,1.0,amdahl
docvqa,1792,32,docvqa_57371,372.409,3393.618,823.586,88.622,0.109738,1.0103,,,,1.0011,1.0,amdahl
docvqa,1792,32,docvqa_57372,405.006,1014.532,467.48,22.794,0.399205,0.9851,,,,0.994,1.0,amdahl
docvqa,1792,32,docvqa_49181,366.287,1463.422,829.725,20.442,0.250295,0.9907,,,,0.9977,1.0,amdahl
docvqa,1792,32,docvqa_57373,429.663,965.333,492.618,21.487,0.445093,1.0165,,,,1.0073,1.0,amdahl
docvqa,1792,32,docvqa_57374,347.014,825.098,409.12,24.469,0.420573,1.0002,,,,1.0001,1.0,amdahl
docvqa,1792,32,docvqa_57375,384.007,1167.316,447.151,23.231,0.328966,0.9929,,,,0.9977,1.0,amdahl
docvqa,1792,32,docvqa_57376,349.189,837.226,411.356,23.659,0.417078,0.9989,,,,0.9995,1.0,amdahl
docvqa,1792,32,docvqa_49187,348.019,1089.036,410.065,23.413,0.319567,1.095,,,,1.0285,1.0,amdahl
docvqa,1792,32,docvqa_16424,366.789,877.225,429.194,23.581,0.418124,0.9918,,,,0.9966,1.0,amdahl
docvqa,1792,32,docvqa_57386,347.14,781.325,409.597,20.652,0.444297,0.9866,,,,0.994,1.0,amdahl
docvqa,1792,32,docvqa_57387,431.63,940.179,493.804,23.493,0.459094,1.0088,,,,1.004,1.0,amdahl
docvqa,1792,32,docvqa_57388,395.546,944.543,458.406,25.586,0.418769,1.002,,,,1.0008,1.0,amdahl
docvqa,1792,32,docvqa_16429,364.999,729.392,428.743,25.054,0.500415,0.9884,,,,0.9942,1.0,amdahl
docvqa,1792,32,docvqa_16430,401.657,744.019,464.353,23.306,0.539848,1.0636,,,,1.0334,1.0,amdahl
docvqa,1792,32,docvqa_57391,407.26,701.529,471.367,23.016,0.580532,1.0987,,,,1.055,1.0,amdahl
docvqa,1792,32,docvqa_57395,393.573,800.27,456.098,24.584,0.491801,1.0122,,,,1.006,1.0,amdahl
docvqa,1792,32,docvqa_16437,403.374,945.138,466.015,25.217,0.426789,1.0446,,,,1.0186,1.0,amdahl
docvqa,1792,32,docvqa_16440,400.948,886.623,463.717,23.495,0.452219,1.0574,,,,1.0252,1.0,amdahl
docvqa,1792,32,docvqa_57402,460.517,1286.602,526.755,24.511,0.357933,1.022,,,,1.0078,1.0,amdahl
docvqa,1792,32,docvqa_57403,402.103,1208.61,466.001,23.955,0.332699,1.0622,,,,1.0199,1.0,amdahl
docvqa,1792,32,docvqa_57404,383.267,1522.834,851.796,24.853,0.25168,0.9949,,,,0.9987,1.0,amdahl
docvqa,1792,32,docvqa_16444,358.712,945.329,420.938,22.8,0.379457,1.0015,,,,1.0006,1.0,amdahl
docvqa,1792,32,docvqa_57407,351.371,924.772,414.271,25.525,0.379954,0.9962,,,,0.9986,1.0,amdahl
docvqa,1792,32,docvqa_16447,380.615,1109.527,442.827,26.668,0.343043,1.0053,,,,1.0018,1.0,amdahl
docvqa,1792,32,docvqa_57409,348.569,671.134,411.792,25.934,0.519373,0.9986,,,,0.9993,1.0,amdahl
docvqa,1792,32,docvqa_16450,366.356,656.678,429.218,22.746,0.557893,0.9924,,,,0.9958,1.0,amdahl
docvqa,1792,32,docvqa_57410,351.345,745.738,413.357,20.774,0.471137,0.9924,,,,0.9964,1.0,amdahl
docvqa,1792,32,docvqa_57411,606.958,1366.476,669.705,24.885,0.444178,0.987,,,,0.9942,1.0,amdahl
docvqa,1792,32,docvqa_57413,407.199,1116.785,469.573,20.878,0.364617,1.0151,,,,1.0054,1.0,amdahl
docvqa,1792,32,docvqa_57414,399.879,867.958,462.48,22.527,0.460712,0.9917,,,,0.9962,1.0,amdahl
docvqa,1792,32,docvqa_57415,389.824,1014.36,451.691,22.507,0.384305,1.0455,,,,1.017,1.0,amdahl
docvqa,1792,32,docvqa_57416,401.25,876.192,463.589,24.271,0.457947,1.0015,,,,1.0007,1.0,amdahl
docvqa,1792,32,docvqa_57417,404.218,806.371,466.468,24.279,0.50128,0.9889,,,,0.9944,1.0,amdahl
docvqa,1792,32,docvqa_57418,384.517,793.292,446.584,23.114,0.484711,1.017,,,,1.0082,1.0,amdahl
docvqa,1792,32,docvqa_24437,349.164,810.004,411.004,26.6,0.431064,0.9912,,,,0.9962,1.0,amdahl
docvqa,1792,32,docvqa_24438,351.537,731.91,413.842,26.506,0.480301,1.001,,,,1.0005,1.0,amdahl
docvqa,1792,32,docvqa_16455,374.786,1491.435,870.744,23.873,0.251293,0.9973,,,,0.9993,1.0,amdahl
docvqa,1792,32,docvqa_16456,383.472,737.559,446.724,24.236,0.51992,0.9886,,,,0.994,1.0,amdahl
docvqa,1792,32,docvqa_16463,373.981,745.68,436.367,25.776,0.50153,1.0008,,,,1.0004,1.0,amdahl
docvqa,1792,32,docvqa_49234,370.675,772.639,433.076,24.255,0.479752,1.1068,,,,1.0485,1.0,amdahl
docvqa,1792,32,docvqa_57428,411.668,851.679,475.03,23.541,0.483361,0.9934,,,,0.9968,1.0,amdahl
docvqa,1792,32,docvqa_24440,372.254,2201.009,846.15,79.698,0.169129,1.0109,,,,1.0018,1.0,amdahl
docvqa,1792,32,docvqa_16468,368.437,1014.304,431.077,23.329,0.363241,1.0769,,,,1.0266,1.0,amdahl
docvqa,1792,32,docvqa_57431,434.403,915.405,496.642,20.938,0.474547,0.994,,,,0.9971,1.0,amdahl
docvqa,1792,32,docvqa_16473,350.144,722.495,412.582,25.826,0.484632,0.9959,,,,0.998,1.0,amdahl
docvqa,1792,32,docvqa_49242,347.679,1099.796,827.383,24.765,0.31613,1.0094,,,,1.003,1.0,amdahl
docvqa,1792,32,docvqa_57439,407.828,1276.197,470.081,26.004,0.319565,1.0155,,,,1.0049,1.0,amdahl
docvqa,1792,32,docvqa_57440,411.242,862.277,473.336,24.309,0.476926,1.0998,,,,1.0452,1.0,amdahl
docvqa,1792,32,docvqa_32870,352.167,1102.741,414.576,22.199,0.319356,1.0135,,,,1.0043,1.0,amdahl
docvqa,1792,32,docvqa_32871,375.664,1508.081,868.736,22.834,0.249101,0.999,,,,0.9997,1.0,amdahl
docvqa,1792,32,docvqa_32872,413.695,849.391,476.144,23.328,0.487048,1.0089,,,,1.0043,1.0,amdahl
docvqa,1792,32,docvqa_32873,374.964,994.672,437.425,26.536,0.376973,1.0125,,,,1.0047,1.0,amdahl
docvqa,1792,32,docvqa_32874,373.557,792.769,435.672,29.758,0.471205,0.9973,,,,0.9987,1.0,amdahl
docvqa,1792,32,docvqa_32875,359.651,896.0,422.225,23.689,0.401396,1.0037,,,,1.0015,1.0,amdahl
docvqa,1792,32,docvqa_32876,396.869,946.336,458.836,23.214,0.419374,0.9959,,,,0.9983,1.0,amdahl
docvqa,1792,32,docvqa_32877,346.883,1060.836,409.056,24.14,0.32699,0.984,,,,0.9947,1.0,amdahl
docvqa,1792,32,docvqa_32878,351.482,691.958,413.423,25.321,0.507953,1.0108,,,,1.0055,1.0,amdahl
docvqa,1792,32,docvqa_32879,375.422,798.52,437.67,21.226,0.470148,1.0063,,,,1.003,1.0,amdahl
docvqa,1792,32,docvqa_57449,405.563,699.745,468.449,23.13,0.579587,0.9912,,,,0.9949,1.0,amdahl
docvqa,1792,32,docvqa_32881,376.353,1079.398,438.977,26.684,0.34867,0.9903,,,,0.9966,1.0,amdahl
docvqa,1792,32,docvqa_32882,404.695,1109.321,467.255,24.695,0.364814,1.1383,,,,1.0464,1.0,amdahl
docvqa,1792,32,docvqa_32883,430.323,1034.817,492.557,24.648,0.415845,1.0116,,,,1.0048,1.0,amdahl
docvqa,1792,32,docvqa_57452,396.475,857.159,459.727,26.495,0.462545,1.0393,,,,1.0178,1.0,amdahl
docvqa,1792,32,docvqa_32885,355.626,825.731,417.929,23.988,0.430681,1.006,,,,1.0026,1.0,amdahl
docvqa,1792,32,docvqa_32886,575.621,1176.187,638.127,24.457,0.489396,0.9921,,,,0.9961,1.0,amdahl
docvqa,1792,32,docvqa_57454,374.287,1224.42,436.512,25.416,0.305685,1.2099,,,,1.056,1.0,amdahl
docvqa,1792,32,docvqa_49263,387.492,1098.812,449.562,22.388,0.352646,0.9992,,,,0.9997,1.0,amdahl
docvqa,1792,32,docvqa_32889,394.631,1002.947,457.127,22.742,0.393471,0.9872,,,,0.9949,1.0,amdahl
docvqa,1792,32,docvqa_32890,391.911,777.442,454.148,21.553,0.504104,0.9857,,,,0.9927,1.0,amdahl
docvqa,1792,32,docvqa_32891,354.199,1157.64,417.119,23.888,0.305966,0.9928,,,,0.9978,1.0,amdahl
docvqa,1792,32,docvqa_32892,405.726,836.746,468.051,23.043,0.484886,1.124,,,,1.0565,1.0,amdahl
docvqa,1792,32,docvqa_32893,377.693,926.309,439.767,24.327,0.40774,0.9913,,,,0.9964,1.0,amdahl
docvqa,1792,32,docvqa_32894,383.289,892.638,445.648,23.526,0.429389,0.9882,,,,0.9949,1.0,amdahl
docvqa,1792,32,docvqa_49274,402.226,887.517,464.708,23.489,0.453204,0.999,,,,0.9995,1.0,amdahl
docvqa,1792,32,docvqa_32896,376.46,792.513,438.498,29.501,0.475021,1.0088,,,,1.0042,1.0,amdahl
docvqa,1792,32,docvqa_32897,349.851,719.274,411.908,23.644,0.486394,1.1581,,,,1.0711,1.0,amdahl
docvqa,1792,32,docvqa_32898,380.424,938.998,442.901,22.55,0.405138,1.0054,,,,1.0022,1.0,amdahl
docvqa,1792,32,docvqa_57475,388.836,800.214,451.797,23.228,0.485915,0.9984,,,,0.9992,1.0,amdahl
docvqa,1792,32,docvqa_32900,436.603,932.436,498.873,22.819,0.468238,1.0062,,,,1.0029,1.0,amdahl
docvqa,1792,32,docvqa_57476,403.706,915.36,466.501,20.403,0.441036,0.9948,,,,0.9977,1.0,amdahl
docvqa,1792,32,docvqa_49279,383.43,700.21,445.653,25.456,0.547592,0.9882,,,,0.9935,1.0,amdahl
docvqa,1792,32,docvqa_49285,349.029,682.51,410.874,24.694,0.51139,1.0026,,,,1.0013,1.0,amdahl
docvqa,1792,32,docvqa_49292,387.719,1128.462,449.718,21.895,0.343582,0.9963,,,,0.9987,1.0,amdahl
docvqa,1792,32,docvqa_16529,415.034,758.449,477.328,20.08,0.547213,0.9929,,,,0.9961,1.0,amdahl
docvqa,1792,32,docvqa_49297,371.54,882.805,433.937,24.937,0.420863,1.0006,,,,1.0002,1.0,amdahl
docvqa,1792,32,docvqa_16533,375.593,1002.138,437.677,25.657,0.374792,1.0057,,,,1.0021,1.0,amdahl
docvqa,1792,32,docvqa_49304,399.621,843.709,461.726,27.285,0.473647,0.9929,,,,0.9966,1.0,amdahl
docvqa,1792,32,docvqa_16539,372.61,891.964,435.218,20.761,0.417741,0.989,,,,0.9954,1.0,amdahl
docvqa,1792,32,docvqa_16553,434.296,955.807,498.524,24.068,0.454376,0.9911,,,,0.9959,1.0,amdahl
docvqa,1792,32,docvqa_49322,417.132,849.714,479.24,23.155,0.490908,1.0093,,,,1.0045,1.0,amdahl
docvqa,1792,32,docvqa_57515,384.375,834.39,446.032,22.845,0.460666,1.0658,,,,1.0293,1.0,amdahl
docvqa,1792,32,docvqa_49323,411.595,784.672,474.287,25.865,0.524544,1.0328,,,,1.0169,1.0,amdahl
docvqa,1792,32,docvqa_57517,378.737,620.847,440.663,20.02,0.610033,1.1077,,,,1.063,1.0,amdahl
docvqa,1792,32,docvqa_49324,387.471,710.684,449.95,20.056,0.545208,1.0042,,,,1.0023,1.0,amdahl
docvqa,1792,32,docvqa_57519,424.673,738.95,486.653,25.23,0.574698,1.0012,,,,1.0007,1.0,amdahl
docvqa,1792,32,docvqa_49325,353.734,748.482,415.577,25.608,0.472602,1.0216,,,,1.0101,1.0,amdahl
docvqa,1792,32,docvqa_57521,418.734,824.801,481.543,26.404,0.507679,0.9922,,,,0.996,1.0,amdahl
docvqa,1792,32,docvqa_49326,390.05,890.499,452.886,25.742,0.438013,1.0719,,,,1.0303,1.0,amdahl
