benchmark,resolution,max_new_tokens,sample_id,source,sdpa_ve_ms,sdpa_prefill_ms,sdpa_ttft_ms,sdpa_decode_ms,sdpa_e2e_ms,sdpa_tpot_ms,sdpa_f_vision,fa2_ve_ms,fa2_prefill_ms,fa2_ttft_ms,fa2_e2e_ms,fa2_tpot_ms,guide_ve_ms,guide_prefill_ms,guide_ttft_ms,guide_e2e_ms,guide_tpot_ms
chartqa,1792,32,chartqa_val_13,approximated,352.623,412.852,415.274,665.053,1080.327,21.453,0.326404,160.254,226.708,230.522,895.575,21.453,155.865,221.78,223.978,889.031,21.453
chartqa,1792,32,chartqa_val_14,approximated,356.102,415.879,418.322,689.135,1107.457,22.23,0.321549,169.244,236.013,239.212,928.347,22.23,156.146,222.394,224.78,913.915,22.23
chartqa,1792,32,chartqa_val_15,approximated,360.651,420.881,423.151,704.883,1128.034,22.738,0.319716,156.947,223.289,225.596,930.479,22.738,156.181,222.616,224.989,929.872,22.738
chartqa,1792,32,chartqa_val_16,approximated,390.867,451.313,453.765,695.79,1149.555,22.445,0.340016,157.789,224.185,226.376,922.166,22.445,156.307,223.099,225.968,921.758,22.445
chartqa,1792,32,chartqa_val_17,approximated,393.325,826.27,829.377,734.428,1563.805,23.691,0.251518,156.483,227.382,229.642,964.07,23.691,156.082,226.381,228.803,963.231,23.691
chartqa,1792,32,chartqa_val_18,approximated,390.639,847.477,849.855,286.249,1136.104,22.019,0.343841,159.347,227.692,230.053,516.302,22.019,155.991,225.401,227.621,513.87,22.019
chartqa,1792,32,chartqa_val_19,approximated,389.692,450.709,453.069,712.502,1165.571,22.984,0.334336,154.345,220.526,222.837,935.339,22.984,156.075,222.196,224.41,936.912,22.984
chartqa,1792,32,chartqa_val_20,approximated,413.85,473.697,476.077,353.328,829.405,20.784,0.498973,155.722,222.364,225.795,579.123,20.784,156.582,222.614,225.0,578.328,20.784
chartqa,1792,32,chartqa_val_21,approximated,366.091,901.644,904.656,740.22,1644.876,23.878,0.222564,155.212,223.103,225.55,965.77,23.878,155.938,223.794,225.917,966.137,23.878
chartqa,1792,32,chartqa_val_22,approximated,366.235,426.531,430.058,754.455,1184.513,24.337,0.309186,162.041,228.195,230.437,984.892,24.337,156.069,222.339,224.714,979.169,24.337
chartqa,1792,32,chartqa_val_23,approximated,364.316,424.214,426.643,762.568,1189.211,24.599,0.306351,155.94,222.328,224.516,987.084,24.599,156.012,222.168,224.481,987.049,24.599
chartqa,1792,32,chartqa_val_24,approximated,373.163,432.979,435.523,661.776,1097.299,26.471,0.340074,155.296,221.814,224.643,886.419,26.471,156.088,222.269,224.653,886.429,26.471
chartqa,1792,32,chartqa_val_25,approximated,399.448,459.758,462.253,733.217,1195.47,23.652,0.334134,158.775,225.485,227.667,960.884,23.652,156.192,222.542,224.833,958.05,23.652
chartqa,1792,32,chartqa_val_26,approximated,401.972,461.787,464.244,782.844,1247.088,25.253,0.322328,157.455,224.002,226.432,1009.276,25.253,156.239,234.731,237.474,1020.318,25.253
chartqa,1792,32,chartqa_val_27,approximated,356.948,417.183,419.646,717.519,1137.165,23.146,0.313893,157.233,229.612,231.94,949.459,23.146,155.906,221.855,224.206,941.725,23.146
chartqa,1792,32,chartqa_val_28,approximated,401.559,871.96,874.344,677.102,1551.446,25.078,0.258829,155.299,223.164,225.459,902.561,25.078,156.038,223.875,226.445,903.547,25.078
chartqa,1792,32,chartqa_val_29,approximated,411.288,471.445,474.632,760.359,1234.991,24.528,0.333029,154.646,220.948,223.204,983.563,24.528,156.151,222.604,224.908,985.267,24.528
chartqa,1792,32,chartqa_val_30,approximated,388.542,448.726,452.153,728.594,1180.747,23.503,0.329065,156.281,222.981,225.5,954.094,23.503,156.138,222.396,225.022,953.616,23.503
chartqa,1792,32,chartqa_val_31,approximated,391.315,452.014,454.552,682.401,1136.953,22.013,0.344178,157.539,224.238,226.754,909.155,22.013,156.036,222.243,224.782,907.183,22.013
chartqa,1792,32,chartqa_val_32,approximated,392.664,874.237,876.632,1132.24,2008.872,39.043,0.195465,155.081,223.424,225.753,1357.993,39.043,156.065,223.906,226.304,1358.544,39.043
chartqa,1792,32,chartqa_val_33,approximated,371.135,431.143,434.758,752.216,1186.974,24.265,0.312673,157.263,223.58,226.049,978.265,24.265,156.173,222.735,224.993,977.209,24.265
chartqa,1792,32,chartqa_val_34,approximated,365.339,425.782,428.372,375.332,803.704,23.458,0.454569,154.995,221.318,223.635,598.967,23.458,156.045,222.205,224.524,599.856,23.458
chartqa,1792,32,chartqa_val_35,approximated,428.877,488.748,491.564,643.187,1134.751,20.748,0.377948,154.723,221.07,223.409,866.596,20.748,157.107,226.988,229.316,872.503,20.748
chartqa,1792,32,chartqa_val_36,approximated,419.87,480.035,483.273,771.797,1255.07,24.897,0.334539,156.912,223.341,225.703,997.5,24.897,155.951,222.758,225.117,996.914,24.897
chartqa,1792,32,chartqa_val_37,approximated,365.142,425.405,427.885,701.866,1129.751,22.641,0.323206,155.796,222.229,224.672,926.538,22.641,156.349,222.965,225.521,927.387,22.641
chartqa,1792,32,chartqa_val_38,approximated,419.283,479.601,484.628,660.56,1145.188,21.308,0.366126,155.661,222.098,224.726,885.286,21.308,156.06,222.413,225.11,885.67,21.308
chartqa,1792,32,chartqa_val_39,approximated,418.643,478.88,481.261,725.084,1206.345,23.39,0.347035,158.806,225.312,227.78,952.864,23.39,156.006,222.015,224.311,949.395,23.39
chartqa,1792,32,chartqa_val_40,approximated,366.331,426.473,429.139,761.277,1190.416,24.557,0.307734,154.576,220.771,223.067,984.344,24.557,155.946,222.172,224.429,985.706,24.557
chartqa,1792,32,chartqa_val_41,approximated,391.987,451.821,454.275,581.56,1035.835,23.262,0.378426,154.793,220.973,223.191,804.751,23.262,156.014,222.2,224.56,806.12,23.262
chartqa,1792,32,chartqa_val_42,approximated,389.171,449.275,451.696,204.273,655.969,25.534,0.593277,154.731,220.823,222.976,427.249,25.534,156.335,222.538,225.081,429.354,25.534
chartqa,1792,32,chartqa_val_43,approximated,466.742,526.87,529.174,680.34,1209.514,21.946,0.385892,156.562,222.606,224.783,905.123,21.946,156.132,222.611,225.04,905.38,21.946
chartqa,1792,32,chartqa_val_44,approximated,420.633,480.941,483.726,285.822,769.548,21.986,0.546597,156.16,222.761,225.656,511.478,21.986,156.349,231.466,234.381,520.203,21.986
chartqa,1792,32,chartqa_val_45,approximated,431.748,491.557,494.061,695.552,1189.613,22.437,0.362931,154.62,220.842,223.223,918.775,22.437,156.117,222.456,224.857,920.409,22.437
chartqa,1792,32,chartqa_val_46,approximated,371.13,430.962,433.808,780.922,1214.73,25.191,0.305525,157.013,223.416,225.698,1006.62,25.191,155.992,222.264,224.607,1005.529,25.191
chartqa,1792,32,chartqa_val_47,approximated,381.701,442.713,445.243,739.138,1184.381,23.843,0.322279,155.131,221.385,223.82,962.958,23.843,156.638,224.829,228.37,967.508,23.843
chartqa,1792,32,chartqa_val_48,approximated,398.434,458.391,461.817,756.887,1218.704,24.416,0.326932,158.305,224.618,227.149,984.036,24.416,156.097,222.671,225.131,982.018,24.416
chartqa,1792,32,chartqa_val_49,approximated,395.184,455.254,457.627,745.65,1203.277,24.053,0.328423,155.799,222.548,225.336,970.986,24.053,156.209,226.213,229.102,974.752,24.053
chartqa,1792,32,chartqa_val_50,approximated,365.132,424.744,427.112,730.207,1157.319,23.555,0.315498,158.482,224.851,228.94,959.147,23.555,155.959,227.907,230.196,960.403,23.555
chartqa,1792,32,chartqa_val_51,approximated,355.037,414.962,417.363,660.766,1078.129,21.315,0.329309,162.44,228.822,231.095,891.861,21.315,155.839,222.177,224.39,885.156,21.315
chartqa,1792,32,chartqa_val_52,approximated,366.317,426.622,429.48,181.199,610.679,22.65,0.599852,155.032,221.232,223.684,404.883,22.65,155.903,222.011,224.389,405.588,22.65
chartqa,1792,32,chartqa_val_53,approximated,357.072,417.146,419.578,728.373,1147.951,23.496,0.311052,157.643,225.076,227.303,955.676,23.496,155.97,222.24,224.5,952.873,23.496
chartqa,1792,32,chartqa_val_54,approximated,403.897,464.225,466.957,733.09,1200.047,23.648,0.336567,154.885,221.039,223.421,956.511,23.648,156.036,222.473,224.841,957.931,23.648
chartqa,1792,32,chartqa_val_55,approximated,419.033,478.899,481.311,711.869,1193.18,22.964,0.35119,159.485,225.805,228.094,939.963,22.964,155.912,221.895,224.101,935.97,22.964
chartqa,1792,32,chartqa_val_56,approximated,399.064,459.416,461.699,713.562,1175.261,23.018,0.339553,156.26,222.742,225.048,938.61,23.018,156.143,222.638,225.517,939.079,23.018
chartqa,1792,32,chartqa_val_57,approximated,399.67,459.836,462.194,437.675,899.869,21.884,0.444143,155.217,221.53,223.888,661.563,21.884,156.18,222.397,224.73,662.405,21.884
chartqa,1792,32,chartqa_val_58,approximated,385.23,445.789,448.167,614.232,1062.399,21.937,0.362604,154.918,220.962,223.233,837.465,21.937,156.035,222.322,224.86,839.092,21.937
chartqa,1792,32,chartqa_val_59,approximated,368.568,428.591,431.107,730.874,1161.981,23.577,0.31719,156.483,222.859,225.239,956.113,23.577,156.037,222.379,224.914,955.788,23.577
chartqa,1792,32,chartqa_val_60,approximated,380.332,440.496,443.087,656.167,1099.254,23.435,0.345991,154.83,221.341,223.831,879.998,23.435,156.366,222.844,225.804,881.971,23.435
chartqa,1792,32,chartqa_val_61,approximated,399.839,459.743,462.095,738.552,1200.647,23.824,0.33302,159.019,225.898,228.335,966.887,23.824,156.079,222.292,224.666,963.218,23.824
chartqa,1792,32,chartqa_val_62,approximated,401.828,461.784,465.422,490.857,956.279,22.312,0.4202,154.672,220.925,223.437,714.294,22.312,156.147,222.551,224.91,715.767,22.312
chartqa,1792,32,chartqa_val_63,approximated,396.926,456.67,460.109,719.702,1179.811,23.216,0.336431,154.889,221.283,223.636,943.338,23.216,155.971,221.94,224.219,943.921,23.216
chartqa,1792,32,chartqa_val_64,approximated,409.716,469.675,472.954,342.973,815.927,22.865,0.502147,158.482,224.848,227.506,570.479,22.865,155.894,222.186,224.451,567.424,22.865
chartqa,1792,32,chartqa_val_65,approximated,399.281,459.656,462.387,811.067,1273.454,26.163,0.313542,154.907,221.453,223.76,1034.827,26.163,155.97,222.351,224.623,1035.69,26.163
chartqa,1792,32,chartqa_val_66,approximated,361.212,420.895,423.136,722.633,1145.769,24.918,0.315258,154.917,221.045,223.392,946.025,24.918,156.69,223.29,227.224,949.857,24.918
chartqa,1792,32,chartqa_val_67,approximated,399.259,459.636,461.95,726.29,1188.24,23.429,0.336009,155.419,231.157,233.666,959.956,23.429,156.041,222.383,225.047,951.337,23.429
chartqa,1792,32,chartqa_val_68,approximated,412.045,473.14,475.487,210.544,686.031,23.394,0.600622,158.412,224.671,227.609,438.153,23.394,156.054,222.522,225.023,435.567,23.394
chartqa,1792,32,chartqa_val_69,approximated,366.393,426.361,428.835,770.164,1198.999,24.844,0.305583,157.062,223.483,225.701,995.865,24.844,156.141,222.655,225.053,995.217,24.844
chartqa,1792,32,chartqa_val_70,approximated,364.133,424.263,426.653,736.915,1163.568,23.771,0.312945,154.967,221.369,223.822,960.737,23.771,156.037,225.39,227.852,964.767,23.771
chartqa,1792,32,chartqa_val_71,approximated,394.173,875.232,877.561,754.698,1632.259,24.345,0.241489,155.571,223.443,226.031,980.729,24.345,156.66,230.874,233.757,988.455,24.345
chartqa,1792,32,chartqa_val_72,approximated,380.75,440.374,442.825,324.233,767.058,20.265,0.496377,155.448,221.934,224.381,548.614,20.265,156.21,222.894,225.426,549.659,20.265
chartqa,1792,32,chartqa_val_73,approximated,476.624,536.995,539.254,730.215,1269.469,23.555,0.375451,154.636,221.231,223.843,954.058,23.555,156.115,222.995,225.48,955.695,23.555
chartqa,1792,32,chartqa_val_74,approximated,392.117,451.716,454.081,417.067,871.148,24.533,0.450115,155.445,221.673,224.196,641.263,24.533,156.005,222.308,224.801,641.868,24.533
chartqa,1792,32,chartqa_val_75,approximated,382.077,441.841,444.226,788.014,1232.24,25.42,0.310067,155.305,225.337,227.675,1015.689,25.42,155.924,222.023,224.317,1012.331,25.42
chartqa,1792,32,chartqa_val_76,approximated,389.033,448.875,451.289,308.281,759.57,23.714,0.512176,156.111,222.845,226.489,534.77,23.714,156.208,222.544,225.216,533.497,23.714
chartqa,1792,32,chartqa_val_77,approximated,354.422,414.134,416.576,693.295,1109.871,22.364,0.319336,154.739,220.954,223.357,916.652,22.364,156.145,224.184,226.648,919.943,22.364
chartqa,1792,32,chartqa_val_78,approximated,377.576,438.341,441.188,636.027,1077.215,25.441,0.350511,156.161,222.704,225.133,861.16,25.441,157.429,223.596,227.066,863.093,25.441
chartqa,1792,32,chartqa_val_79,approximated,379.1,439.497,441.96,606.249,1048.209,24.25,0.361665,155.721,222.045,225.045,831.294,24.25,156.301,222.469,225.329,831.578,24.25
chartqa,1792,32,chartqa_val_80,approximated,510.337,570.481,572.961,512.183,1085.144,25.609,0.470295,160.89,227.794,230.113,742.296,25.609,156.38,222.581,224.882,737.065,25.609
chartqa,1792,32,chartqa_val_81,approximated,353.524,413.408,415.953,780.416,1196.369,25.175,0.295497,155.106,221.629,224.017,1004.433,25.175,156.149,222.566,225.215,1005.631,25.175
chartqa,1792,32,chartqa_val_82,approximated,404.799,464.915,467.489,283.995,751.484,21.846,0.538666,155.973,222.394,224.782,508.777,21.846,156.008,222.221,224.512,508.507,21.846
chartqa,1792,32,chartqa_val_83,approximated,432.776,492.756,495.43,696.528,1191.958,22.469,0.36308,175.438,241.921,246.82,943.348,22.469,156.088,222.33,225.084,921.612,22.469
chartqa,1792,32,chartqa_val_84,approximated,370.15,430.024,432.563,526.622,959.185,22.897,0.3859,156.783,223.404,225.825,752.447,22.897,156.09,222.349,224.783,751.405,22.897
chartqa,1792,32,chartqa_val_85,approximated,382.043,442.208,445.449,731.475,1176.924,23.596,0.324611,154.521,220.92,223.311,954.786,23.596,155.943,227.032,229.294,960.769,23.596
chartqa,1792,32,chartqa_val_86,approximated,395.961,455.874,458.596,611.43,1070.026,27.792,0.370048,156.444,222.785,225.407,836.837,27.792,156.034,222.302,224.787,836.217,27.792
chartqa,1792,32,chartqa_val_87,approximated,376.966,436.764,439.562,781.104,1220.666,25.197,0.30882,158.75,225.025,227.338,1008.442,25.197,155.909,221.926,224.239,1005.343,25.197
chartqa,1792,32,chartqa_val_88,approximated,387.726,447.753,450.368,735.73,1186.098,23.733,0.326892,159.387,225.817,228.139,963.869,23.733,156.152,222.213,224.507,960.237,23.733
chartqa,1792,32,chartqa_val_89,approximated,365.181,425.504,427.855,749.768,1177.623,24.186,0.3101,156.345,222.899,225.19,974.958,24.186,156.187,225.1,227.306,977.074,24.186
chartqa,1792,32,chartqa_val_90,approximated,405.457,465.301,467.685,821.305,1288.99,26.494,0.314554,155.066,221.262,223.704,1045.009,26.494,156.036,221.922,224.191,1045.496,26.494
chartqa,1792,32,chartqa_val_91,approximated,414.777,474.95,477.537,768.027,1245.564,24.775,0.333004,155.236,221.657,224.017,992.044,24.775,155.978,221.955,224.256,992.283,24.775
chartqa,1792,32,chartqa_val_92,approximated,408.539,469.316,472.07,373.283,845.353,28.714,0.483276,155.983,222.36,224.798,598.081,28.714,155.926,223.584,225.937,599.22,28.714
chartqa,1792,32,chartqa_val_93,approximated,398.172,458.106,460.542,718.516,1179.058,23.178,0.337703,154.993,221.515,224.216,942.732,23.178,156.057,222.152,224.672,943.188,23.178
chartqa,1792,32,chartqa_val_94,approximated,420.911,481.58,484.913,706.933,1191.846,22.804,0.353159,156.464,222.721,225.148,932.081,22.804,156.391,222.683,225.915,932.848,22.804
chartqa,1792,32,chartqa_val_95,approximated,404.891,464.724,468.094,731.091,1199.185,23.584,0.337638,157.279,223.653,225.984,957.075,23.584,155.862,221.892,224.164,955.255,23.584
chartqa,1792,32,chartqa_val_96,approximated,367.762,428.061,430.304,694.965,1125.269,22.418,0.326821,159.182,225.956,228.431,923.396,22.418,156.261,222.606,225.99,920.955,22.418
chartqa,1792,32,chartqa_val_97,approximated,432.575,497.068,503.652,753.949,1257.601,24.321,0.343968,155.072,221.196,223.417,977.366,24.321,156.006,222.208,224.585,978.534,24.321
chartqa,1792,32,chartqa_val_98,approximated,353.718,413.512,415.798,779.44,1195.238,25.143,0.29594,155.916,222.07,224.292,1003.732,25.143,156.051,222.063,224.413,1003.853,25.143
chartqa,1792,32,chartqa_val_99,approximated,401.774,461.824,464.12,768.073,1232.193,24.777,0.326065,156.611,222.985,225.219,993.292,24.777,156.123,222.345,224.772,992.845,24.777
chartqa,1792,32,chartqa_val_100,approximated,393.865,453.905,456.17,729.423,1185.593,23.53,0.332209,154.579,220.873,223.249,952.672,23.53,156.067,222.367,224.826,954.249,23.53
chartqa,1792,32,chartqa_val_101,approximated,398.705,459.098,461.893,700.112,1162.005,22.584,0.343119,155.322,221.945,224.288,924.4,22.584,155.965,224.098,226.488,926.6,22.584
chartqa,1792,32,chartqa_val_102,approximated,402.765,463.321,465.901,194.056,659.957,21.562,0.610289,155.447,221.816,224.29,418.346,21.562,156.078,222.261,224.7,418.756,21.562
chartqa,1792,32,chartqa_val_103,approximated,425.307,485.226,488.202,722.243,1210.445,23.298,0.351364,155.651,221.869,224.263,946.506,23.298,155.954,222.08,224.384,946.627,23.298
chartqa,1792,32,chartqa_val_104,approximated,359.416,419.333,421.87,244.681,666.551,24.468,0.539218,160.428,226.829,229.389,474.07,24.468,155.94,222.006,224.302,468.983,24.468
chartqa,1792,32,chartqa_val_105,approximated,447.675,507.809,510.132,760.104,1270.236,24.519,0.352435,159.415,225.92,228.192,988.296,24.519,156.038,234.26,236.483,996.587,24.519
chartqa,1792,32,chartqa_val_106,approximated,389.671,450.164,452.503,631.571,1084.074,23.392,0.35945,154.597,220.967,223.242,854.813,23.392,156.034,222.127,224.506,856.077,23.392
chartqa,1792,32,chartqa_val_107,approximated,431.567,491.891,494.339,752.173,1246.512,24.264,0.34622,154.333,220.491,222.689,974.862,24.264,156.056,222.531,225.246,977.419,24.264
chartqa,1792,32,chartqa_val_108,approximated,374.055,434.209,436.96,308.952,745.912,25.746,0.501473,156.126,222.496,224.791,533.743,25.746,156.295,222.862,226.001,534.953,25.746
chartqa,1792,32,chartqa_val_109,approximated,357.032,416.906,419.38,740.425,1159.805,23.885,0.307838,157.659,224.327,227.02,967.445,23.885,156.096,223.512,225.972,966.397,23.885
chartqa,1792,32,chartqa_val_110,approximated,398.04,457.83,460.197,429.11,889.307,23.839,0.447585,154.887,221.118,223.566,652.676,23.839,156.237,223.733,226.254,655.364,23.839
chartqa,1792,32,chartqa_val_111,approximated,400.021,460.055,462.488,761.044,1223.532,24.55,0.32694,155.332,221.832,224.186,985.23,24.55,156.014,222.122,224.489,985.533,24.55
chartqa,1792,32,chartqa_val_112,approximated,411.81,472.812,476.239,328.827,805.066,25.294,0.511524,157.67,223.954,226.269,555.096,25.294,156.025,222.084,224.491,553.318,25.294
chartqa,1792,32,chartqa_val_113,approximated,417.368,478.319,480.649,739.824,1220.473,23.865,0.341972,155.813,222.094,224.506,964.33,23.865,156.027,222.173,224.854,964.678,23.865
chartqa,1792,32,chartqa_val_114,approximated,402.912,463.479,466.147,287.968,754.115,23.997,0.534285,157.657,223.721,226.083,514.051,23.997,156.111,222.63,225.042,513.01,23.997
chartqa,1792,32,chartqa_val_115,approximated,359.838,420.194,422.735,716.775,1139.51,23.122,0.315783,154.553,220.659,222.92,939.695,23.122,156.047,223.081,225.425,942.2,23.122
chartqa,1792,32,chartqa_val_116,approximated,417.858,477.715,480.034,122.021,602.055,20.337,0.694054,156.797,223.077,225.438,347.459,20.337,156.14,222.404,224.758,346.779,20.337
chartqa,1792,32,chartqa_val_117,approximated,398.236,458.441,461.153,802.827,1263.98,25.898,0.315065,155.689,222.115,224.542,1027.369,25.898,155.959,222.256,224.537,1027.364,25.898
chartqa,1792,32,chartqa_val_118,approximated,511.759,571.435,573.787,789.814,1363.601,25.478,0.3753,157.982,228.347,230.813,1020.627,25.478,156.31,222.998,225.888,1015.702,25.478
chartqa,1792,32,chartqa_val_119,approximated,395.503,455.211,457.631,723.805,1181.436,23.349,0.334765,157.921,224.049,226.879,950.684,23.349,156.094,222.345,224.623,948.428,23.349
chartqa,1792,32,chartqa_val_120,approximated,360.067,420.273,422.764,710.476,1133.24,22.919,0.317732,156.049,222.246,224.546,935.022,22.919,156.172,222.303,224.96,935.436,22.919
chartqa,1792,32,chartqa_val_121,approximated,398.006,458.228,461.161,529.932,991.093,24.088,0.401583,157.96,224.355,226.614,756.546,24.088,156.55,223.01,227.015,756.947,24.088
chartqa,1792,32,chartqa_val_122,approximated,431.833,492.304,495.189,635.423,1130.612,24.439,0.381946,155.558,221.896,224.262,859.685,24.439,156.123,222.578,225.408,860.831,24.439
chartqa,1792,32,chartqa_val_123,approximated,392.085,836.962,839.599,759.389,1598.988,24.496,0.245208,156.731,224.758,227.076,986.465,24.496,156.095,224.235,226.872,986.261,24.496
chartqa,1792,32,chartqa_val_124,approximated,400.307,881.834,885.2,667.607,1552.807,24.726,0.257796,155.192,222.893,225.35,892.957,24.726,156.093,224.189,227.118,894.725,24.726
chartqa,1792,32,chartqa_val_125,approximated,426.638,486.498,488.878,749.318,1238.196,24.172,0.344565,155.002,221.584,224.232,973.55,24.172,156.543,222.845,226.159,975.477,24.172
chartqa,1792,32,chartqa_val_126,approximated,370.217,429.8,432.31,384.759,817.069,25.651,0.453103,159.018,225.23,227.536,612.295,25.651,155.859,221.806,224.15,608.909,25.651
chartqa,1792,32,chartqa_val_127,approximated,391.873,452.003,454.336,697.451,1151.787,22.498,0.34023,156.258,222.812,225.052,922.503,22.498,155.886,222.216,224.527,921.978,22.498
chartqa,1792,32,chartqa_val_128,approximated,440.259,500.178,503.701,425.75,929.451,22.408,0.473676,155.483,221.798,224.04,649.79,22.408,156.014,222.183,224.472,650.222,22.408
chartqa,1792,32,chartqa_val_129,approximated,457.464,517.282,519.66,772.236,1291.896,24.911,0.354102,156.969,223.041,225.253,997.489,24.911,155.99,222.919,225.254,997.49,24.911
chartqa,1792,32,chartqa_val_130,approximated,365.835,426.299,428.984,756.195,1185.179,24.393,0.308675,154.753,220.904,223.199,979.394,24.393,156.005,222.065,224.406,980.601,24.393
chartqa,1792,32,chartqa_val_131,approximated,388.18,448.441,450.923,744.335,1195.258,24.011,0.324767,156.68,223.047,225.351,969.686,24.011,156.055,222.244,224.59,968.925,24.011
chartqa,1792,32,chartqa_val_132,approximated,430.026,490.051,493.508,792.843,1286.351,25.576,0.334299,155.079,221.45,223.787,1016.63,25.576,156.017,221.946,224.443,1017.286,25.576
chartqa,1792,32,chartqa_val_133,approximated,393.806,453.549,455.831,780.344,1236.175,25.172,0.318568,155.225,221.365,223.677,1004.021,25.172,155.98,224.309,226.699,1007.043,25.172
chartqa,1792,32,chartqa_val_134,approximated,406.782,467.073,469.37,693.599,1162.969,25.689,0.349779,156.159,222.549,224.872,918.471,25.689,155.924,223.35,225.751,919.35,25.689
chartqa,1792,32,chartqa_val_135,approximated,423.157,482.854,486.237,709.901,1196.138,22.9,0.353769,156.427,222.886,225.423,935.324,22.9,155.884,222.383,224.759,934.66,22.9
chartqa,1792,32,chartqa_val_136,approximated,356.311,416.222,418.823,477.565,896.388,22.741,0.397497,157.961,224.222,226.759,704.324,22.741,156.063,222.197,224.551,702.116,22.741
chartqa,1792,32,chartqa_val_137,approximated,416.096,857.239,860.073,633.146,1493.219,25.326,0.278657,161.22,228.803,231.11,864.256,25.326,156.218,224.354,226.844,859.99,25.326
chartqa,1792,32,chartqa_val_138,approximated,376.675,436.646,439.845,634.768,1074.613,23.51,0.350521,158.137,224.431,226.949,861.717,23.51,156.002,221.971,224.345,859.113,23.51
chartqa,1792,32,chartqa_val_139,approximated,374.49,435.563,438.994,622.165,1061.159,21.454,0.352906,154.857,221.201,223.598,845.763,21.454,156.065,227.098,229.468,851.633,21.454
chartqa,1792,32,chartqa_val_140,approximated,412.167,472.139,475.105,660.435,1135.54,23.587,0.36297,155.972,222.472,224.683,885.118,23.587,155.988,222.469,224.819,885.254,23.587
chartqa,1792,32,chartqa_val_141,approximated,369.585,429.826,432.576,771.409,1203.985,24.884,0.306968,155.135,221.462,223.799,995.208,24.884,155.971,222.076,224.401,995.81,24.884
chartqa,1792,32,chartqa_val_142,approximated,370.474,430.674,433.086,803.041,1236.127,25.905,0.299706,154.646,221.059,223.658,1026.699,25.905,155.933,222.901,225.229,1028.27,25.905
chartqa,1792,32,chartqa_val_143,approximated,435.908,496.087,498.482,716.563,1215.045,23.115,0.358759,156.59,223.684,226.477,943.04,23.115,155.989,222.309,224.612,941.175,23.115
chartqa,1792,32,chartqa_val_144,approximated,419.291,479.793,483.577,646.568,1130.145,24.868,0.371007,155.789,222.159,224.633,871.201,24.868,155.942,222.253,224.522,871.09,24.868
chartqa,1792,32,chartqa_val_145,approximated,355.777,416.248,418.782,765.84,1184.622,24.705,0.30033,155.507,221.603,224.089,989.929,24.705,156.384,222.714,226.127,991.967,24.705
chartqa,1792,32,chartqa_val_146,approximated,386.93,447.143,449.952,749.174,1199.126,24.167,0.322677,158.301,224.901,227.358,976.532,24.167,155.965,222.151,224.699,973.873,24.167
chartqa,1792,32,chartqa_val_147,approximated,396.022,456.164,459.669,724.296,1183.965,23.364,0.334488,155.312,221.855,224.182,948.478,23.364,156.006,222.699,225.079,949.375,23.364
chartqa,1792,32,chartqa_val_148,approximated,368.812,429.266,431.865,670.284,1102.149,23.939,0.33463,154.412,220.813,223.176,893.46,23.939,155.9,222.119,224.367,894.651,23.939
chartqa,1792,32,chartqa_val_149,approximated,393.786,453.519,455.898,750.114,1206.012,24.197,0.326519,156.724,222.87,225.116,975.23,24.197,155.881,221.927,224.168,974.282,24.197
chartqa,1792,32,chartqa_val_150,approximated,400.241,460.119,462.936,540.014,1002.95,25.715,0.399063,154.811,221.159,223.923,763.937,25.715,156.067,222.087,224.616,764.63,25.715
chartqa,1792,32,chartqa_val_151,approximated,412.016,472.486,475.155,763.838,1238.993,24.64,0.332541,155.378,221.624,223.92,987.758,24.64,156.053,222.466,225.149,988.987,24.64
chartqa,1792,32,chartqa_val_152,approximated,363.699,423.724,426.373,194.585,620.958,21.621,0.585705,156.495,222.751,225.546,420.131,21.621,156.194,222.785,225.278,419.863,21.621
chartqa,1792,32,chartqa_val_153,approximated,379.649,439.835,442.914,218.669,661.583,21.867,0.57385,156.123,223.133,225.697,444.366,21.867,155.926,221.863,224.114,442.783,21.867
chartqa,1792,32,chartqa_val_154,approximated,403.826,463.807,466.303,704.268,1170.571,22.718,0.344982,158.847,225.527,228.121,932.389,22.718,155.939,222.331,225.009,929.277,22.718
chartqa,1792,32,chartqa_val_155,approximated,519.042,579.148,582.029,365.973,948.002,26.141,0.547511,155.796,222.262,224.774,590.747,26.141,156.012,222.265,224.558,590.531,26.141
chartqa,1792,32,chartqa_val_156,approximated,370.928,431.016,433.615,778.303,1211.918,25.107,0.306067,157.165,223.521,225.987,1004.29,25.107,156.247,222.551,224.853,1003.156,25.107
chartqa,1792,32,chartqa_val_157,approximated,388.091,447.802,450.515,743.904,1194.419,23.997,0.32492,155.103,221.372,223.693,967.597,23.997,156.041,222.283,224.642,968.546,23.997
chartqa,1792,32,chartqa_val_158,approximated,398.454,458.107,460.695,690.231,1150.926,22.266,0.346203,155.025,221.142,223.443,913.674,22.266,155.949,222.235,224.588,914.819,22.266
chartqa,1792,32,chartqa_val_159,approximated,406.469,467.465,470.932,359.289,830.221,22.456,0.489591,155.502,221.463,223.686,582.975,22.456,156.423,399.146,401.375,760.664,22.456
chartqa,1792,32,chartqa_val_160,approximated,422.471,482.371,485.831,632.696,1118.527,26.362,0.377703,155.138,221.689,224.392,857.088,26.362,155.873,221.861,224.127,856.823,26.362
